Kennziffer;Raumeinheit;Aggregat;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo
;;;1995;1998;2002;2005;2009;2013;2017;2021;2023
"08336103";"Zell im Wiesental, Stadt";"Gemeinden";"-18,41";"-6,26";"-12,20";"-13,73";"-15,37";"4,58";"-1,61";"-0,64";"9,92"
"08336104";"Malsburg-Marzell";"Gemeinden";"-2,43";"4,40";"6,48";"0,65";"4,60";"-3,44";"-7,93";"-6,84";"-18,65"
"08336105";"Grenzach-Wyhlen";"Gemeinden";"2,30";"1,84";"4,10";"-2,75";"14,52";"5,22";"11,75";"0,81";"6,47"
"08336106";"Häg-Ehrsberg";"Gemeinden";"-10,91";"-17,72";"0,00";"-23,45";"20,86";"-9,12";"-1,17";"14,27";"-3,71"
"08336107";"Kleines Wiesental";"Gemeinden";"21,57";"-2,69";"7,27";"3,64";"-1,70";"-5,98";"-6,69";"-3,17";"-8,76"
"08337002";"Albbruck";"Gemeinden";"12,40";"-2,63";"-6,15";"-17,30";"-6,99";"-2,25";"15,62";"13,88";"4,22"
"08337013";"Bernau im Schwarzwald";"Gemeinden";"26,37";"7,11";"-12,70";"-6,23";"-1,06";"26,37";"6,06";"-7,67";"9,70"
"08337022";"Bonndorf im Schwarzwald, Stadt";"Gemeinden";"15,71";"10,81";"6,86";"2,19";"-3,77";"10,14";"12,03";"6,31";"3,50"
"08337027";"Dachsberg (Südschwarzwald)";"Gemeinden";"-28,87";"-22,13";"13,31";"-21,85";"-10,01";"-5,24";"5,77";"-4,26";"8,72"
"08337030";"Dettighofen";"Gemeinden";"-6,68";"-18,87";"21,70";"28,93";"-3,65";"-10,07";"6,17";"-6,94";"37,82"
"08337032";"Dogern";"Gemeinden";"26,40";"-1,71";"-8,51";"1,29";"3,92";"7,45";"1,69";"3,06";"11,84"
"08337038";"Görwihl";"Gemeinden";"3,60";"-1,96";"-1,08";"-23,58";"-12,43";"-12,58";"-3,52";"2,39";"-15,42"
"08337039";"Grafenhausen";"Gemeinden";"17,38";"-10,88";"19,25";"-9,34";"-9,30";"5,91";"-0,89";"14,32";"11,01"
"08337045";"Häusern";"Gemeinden";"24,19";"15,86";"6,07";"9,92";"-22,13";"12,80";"21,87";"-1,53";"8,28"
"08337049";"Herrischried";"Gemeinden";"43,67";"27,87";"26,64";"28,02";"5,16";"3,42";"19,20";"19,96";"17,06"
"08337051";"Höchenschwand";"Gemeinden";"-4,22";"-4,28";"16,49";"15,94";"21,04";"6,10";"3,04";"15,17";"13,09"
"08337053";"Hohentengen am Hochrhein";"Gemeinden";"12,48";"11,46";"55,96";"5,79";"-7,16";"7,01";"24,92";"-0,25";"4,27"
"08337059";"Ibach";"Gemeinden";"10,00";"16,28";"-21,58";"-17,37";"-2,56";"2,64";"29,65";"-25,94";"44,12"
"08337060";"Jestetten";"Gemeinden";"11,73";"0,78";"1,53";"9,86";"-0,39";"24,57";"8,03";"9,19";"17,41"
"08337062";"Klettgau";"Gemeinden";"0,69";"-4,08";"-1,49";"-4,06";"-7,34";"4,15";"22,84";"-0,13";"9,44"
"08337065";"Lauchringen";"Gemeinden";"2,98";"-9,89";"9,17";"0,00";"5,71";"-5,57";"5,20";"1,25";"9,66"
"08337066";"Laufenburg (Baden), Stadt";"Gemeinden";"10,69";"-2,85";"6,53";"3,75";"0,70";"10,53";"9,37";"3,32";"7,37"
"08337070";"Lottstetten";"Gemeinden";"-10,31";"-20,02";"-18,99";"7,76";"-3,20";"3,24";"19,09";"-3,49";"23,43"
"08337076";"Murg";"Gemeinden";"-6,03";"-5,39";"2,46";"7,48";"-7,62";"-1,33";"1,57";"-6,52";"12,31"
"08337090";"Rickenbach";"Gemeinden";"-5,86";"-12,07";"-5,36";"-0,52";"-2,32";"1,30";"-2,78";"3,32";"7,32"
"08337096";"Bad Säckingen, Stadt";"Gemeinden";"-4,63";"8,96";"2,00";"5,32";"0,95";"11,17";"8,32";"5,18";"5,31"
"08337097";"St. Blasien, Stadt";"Gemeinden";"-35,18";"-15,13";"5,66";"-2,95";"-4,36";"42,40";"-12,41";"-10,75";"17,93"
"08337106";"Stühlingen, Stadt";"Gemeinden";"-2,05";"-7,53";"3,22";"-5,68";"-9,73";"-4,20";"20,01";"0,93";"1,86"
"08337108";"Todtmoos";"Gemeinden";"6,73";"-10,81";"2,43";"-17,42";"-23,15";"1,61";"15,17";"4,59";"36,14"
"08337116";"Wehr, Stadt";"Gemeinden";"7,66";"-2,41";"-1,91";"-3,00";"-1,09";"-2,93";"11,63";"0,84";"4,91"
"08337118";"Weilheim";"Gemeinden";"3,38";"5,22";"5,02";"-3,48";"-14,92";"4,86";"1,90";"-5,17";"10,86"
"08337123";"Wutöschingen";"Gemeinden";"10,74";"-2,02";"9,83";"4,99";"-8,32";"6,78";"5,71";"3,93";"4,16"
"08337124";"Eggingen";"Gemeinden";"-6,75";"19,66";"0,57";"2,87";"-7,20";"-7,95";"-10,04";"10,78";"9,11"
"08337125";"Küssaberg";"Gemeinden";"15,08";"9,68";"4,73";"1,64";"4,00";"2,85";"12,41";"-6,09";"5,99"
"08337126";"Waldshut-Tiengen, Stadt";"Gemeinden";"4,92";"5,91";"5,83";"6,00";"8,83";"13,20";"10,85";"8,80";"24,94"
"08337127";"Wutach";"Gemeinden";"-8,48";"21,56";"-21,41";"-10,42";"-23,62";"7,51";"2,47";"-5,93";"8,37"
"08337128";"Ühlingen-Birkendorf";"Gemeinden";"1,41";"-1,19";"3,69";"2,88";"-4,63";"2,13";"7,76";"12,55";"-1,33"
"08415014";"Dettingen an der Erms";"Gemeinden";"-3,41";"1,66";"5,97";"4,65";"-2,47";"9,79";"10,01";"2,26";"23,12"
"08415019";"Eningen unter Achalm";"Gemeinden";"11,66";"10,73";"8,24";"3,50";"7,50";"8,62";"10,25";"3,49";"15,20"
"08415027";"Gomadingen";"Gemeinden";"-7,99";"9,85";"-6,90";"5,43";"0,91";"-1,80";"-10,22";"-1,33";"35,25"
"08415028";"Grabenstetten";"Gemeinden";"-4,12";"11,44";"-6,38";"1,27";"-8,29";"7,45";"3,58";"-17,93";"0,00"
"08415029";"Grafenberg";"Gemeinden";"-14,52";"3,53";"-7,03";"-19,05";"4,90";"-23,37";"-5,73";"3,62";"-7,13"
"08415034";"Hayingen, Stadt";"Gemeinden";"11,55";"-8,31";"5,08";"8,54";"-3,26";"8,87";"-2,73";"-12,42";"15,25"
"08415039";"Hülben";"Gemeinden";"-12,44";"7,80";"3,45";"-5,55";"14,54";"20,42";"7,88";"2,98";"32,15"
"08415048";"Mehrstetten";"Gemeinden";"5,03";"-11,64";"-8,97";"-0,69";"3,60";"4,49";"-2,85";"5,49";"14,21"
"08415050";"Metzingen, Stadt";"Gemeinden";"11,75";"0,00";"6,86";"5,09";"-1,28";"2,88";"7,51";"-2,35";"2,34"
"08415053";"Münsingen, Stadt";"Gemeinden";"5,34";"1,92";"-0,42";"7,13";"-1,52";"3,51";"7,77";"3,17";"10,51"
"08415058";"Pfronstetten";"Gemeinden";"-7,49";"-18,19";"-7,55";"-13,40";"-13,08";"-15,06";"10,07";"-1,97";"7,25"
"08415059";"Pfullingen, Stadt";"Gemeinden";"3,43";"-3,66";"4,45";"3,28";"5,12";"1,48";"12,40";"-0,16";"13,67"
"08415060";"Pliezhausen";"Gemeinden";"9,76";"13,79";"6,50";"2,52";"2,56";"3,44";"7,25";"-4,70";"-6,08"
"08415061";"Reutlingen, Stadt";"Gemeinden";"6,40";"0,55";"6,93";"0,47";"0,39";"6,25";"6,50";"4,37";"10,87"
"08415062";"Riederich";"Gemeinden";"14,21";"-15,74";"0,70";"-6,95";"-5,60";"4,93";"-7,18";"-4,62";"-6,62"
"08415073";"Trochtelfingen, Stadt";"Gemeinden";"18,82";"2,15";"4,07";"3,32";"-3,23";"12,79";"0,47";"1,75";"5,60"
"08415078";"Bad Urach, Stadt";"Gemeinden";"-0,08";"0,32";"11,51";"-4,79";"-4,35";"4,89";"1,46";"8,44";"0,55"
"08415080";"Wannweil";"Gemeinden";"-3,71";"-19,49";"-4,84";"3,32";"5,23";"-6,44";"8,25";"2,96";"15,81"
"08415085";"Zwiefalten";"Gemeinden";"-9,68";"0,91";"-6,46";"6,09";"-4,79";"-11,17";"4,48";"20,33";"14,72"
"08415087";"Walddorfhäslach";"Gemeinden";"12,83";"-1,09";"-7,71";"-1,88";"-11,72";"16,71";"7,84";"14,02";"4,76"
"08415088";"Römerstein";"Gemeinden";"-2,13";"-3,71";"9,24";"-2,81";"10,21";"-1,51";"16,07";"1,97";"5,66"
"08415089";"Engstingen";"Gemeinden";"21,56";"8,81";"7,77";"-2,36";"-12,27";"1,55";"-3,25";"8,25";"3,35"
"08415090";"Hohenstein";"Gemeinden";"4,28";"4,40";"0,00";"-6,94";"-7,56";"9,29";"-2,16";"11,52";"12,36"
"08415091";"Sonnenbühl";"Gemeinden";"5,17";"-5,15";"6,66";"-9,07";"-4,69";"4,59";"0,28";"2,54";"-1,85"
"08415092";"Lichtenstein";"Gemeinden";"-7,82";"-12,70";"-15,03";"-7,87";"-2,76";"19,03";"5,44";"-3,59";"-1,31"
"08415093";"St. Johann";"Gemeinden";"5,10";"1,35";"0,96";"3,98";"-5,18";"-1,19";"2,74";"2,32";"2,90"
"08415971";"Gutsbezirk Münsingen, gemeindefreies Gebiet";"Gemeinden";"-8,33";"62,73";"46,26";"-131,58";"-29,85";;;;
"08416006";"Bodelshausen";"Gemeinden";"9,62";"0,35";"-4,11";"-8,59";"1,55";"-10,98";"10,96";"10,14";"23,29"
"08416009";"Dettenhausen";"Gemeinden";"-7,83";"-3,09";"5,06";"-6,31";"-0,18";"9,56";"-4,37";"2,58";"10,23"
"08416011";"Dußlingen";"Gemeinden";"-4,85";"8,88";"25,76";"18,47";"-6,15";"10,54";"13,63";"-3,67";"-0,33"
"08416015";"Gomaringen";"Gemeinden";"1,19";"2,68";"3,65";"12,17";"-3,50";"-4,49";"-1,67";"1,86";"2,64"
"08416018";"Hirrlingen";"Gemeinden";"9,85";"9,91";"-3,09";"-3,75";"-2,03";"14,53";"5,52";"7,52";"2,86"
"08416022";"Kirchentellinsfurt";"Gemeinden";"-0,76";"5,66";"10,02";"11,10";"-9,01";"-0,90";"2,32";"3,01";"6,11"
"08416023";"Kusterdingen";"Gemeinden";"4,36";"-2,14";"0,49";"-8,74";"-11,01";"3,76";"-8,89";"-4,02";"19,57"
"08416025";"Mössingen, Stadt";"Gemeinden";"6,87";"2,79";"10,05";"-2,41";"-0,80";"7,01";"6,17";"4,08";"5,51"
"08416026";"Nehren";"Gemeinden";"-0,55";"-3,62";"11,51";"23,71";"6,09";"3,81";"13,78";"19,26";"10,14"
"08416031";"Ofterdingen";"Gemeinden";"0,99";"2,43";"17,51";"13,09";"6,14";"7,65";"33,25";"8,56";"14,35"
"08416036";"Rottenburg am Neckar, Stadt";"Gemeinden";"7,96";"-0,77";"7,16";"0,14";"-6,69";"6,69";"-16,62";"0,55";"2,37"
"08416041";"Tübingen, Universitätsstadt";"Gemeinden";"-8,87";"-6,87";"2,49";"-1,49";"25,79";"7,43";"9,31";"6,38";"8,45"
"08416048";"Ammerbuch";"Gemeinden";"-8,34";"-6,84";"5,71";"0,60";"1,79";"-0,63";"2,89";"3,71";"11,34"
"08416049";"Neustetten";"Gemeinden";"10,24";"2,14";"11,72";"-3,77";"2,59";"10,76";"0,55";"7,72";"16,12"
"08416050";"Starzach";"Gemeinden";"-44,43";"17,35";"27,37";"6,72";"-11,71";"0,70";"-0,23";"9,16";"14,65"
"08417002";"Balingen, Stadt";"Gemeinden";"4,01";"-1,97";"6,55";"4,85";"-1,03";"4,09";"11,48";"6,04";"7,98"
"08417008";"Bisingen";"Gemeinden";"14,70";"0,89";"5,53";"2,04";"-0,43";"-2,51";"7,22";"9,64";"0,83"
"08417010";"Bitz";"Gemeinden";"6,53";"-9,09";"9,26";"7,14";"8,83";"5,53";"6,34";"13,57";"1,05"
"08417013";"Burladingen, Stadt";"Gemeinden";"-3,28";"3,63";"2,79";"-7,95";"-10,18";"2,06";"8,82";"-1,23";"7,58"
"08417014";"Dautmergen";"Gemeinden";"22,11";"0,00";"23,58";"12,02";"14,71";"7,58";"14,46";"-6,79";"-15,49"
"08417015";"Dormettingen";"Gemeinden";"10,78";"4,63";"-0,94";"4,66";"-22,99";"-8,70";"20,00";"11,99";"13,62"
"08417016";"Dotternhausen";"Gemeinden";"10,95";"1,68";"2,27";"25,74";"-0,54";"-7,80";"7,00";"4,85";"-1,10"
"08417022";"Geislingen, Stadt";"Gemeinden";"21,45";"-1,68";"-6,53";"5,15";"-3,81";"4,86";"-8,19";"8,29";"7,79"
"08417023";"Grosselfingen";"Gemeinden";"22,41";"-7,85";"30,20";"8,92";"7,07";"15,02";"30,98";"4,13";"12,79"
"08417025";"Haigerloch, Stadt";"Gemeinden";"12,50";"-4,25";"2,91";"1,56";"-2,42";"-1,23";"11,56";"4,71";"7,51"
"08417029";"Hausen am Tann";"Gemeinden";"13,67";"5,75";"-3,95";"-21,83";"-4,19";"16,67";"-30,43";"15,90";"4,06"
"08417031";"Hechingen, Stadt";"Gemeinden";"3,28";"6,78";"1,79";"0,72";"0,21";"5,28";"6,42";"5,43";"7,01"
"08417036";"Jungingen";"Gemeinden";"7,42";"-19,59";"4,10";"-6,93";"-5,60";"11,55";"2,21";"-17,80";"27,80"
"08417044";"Meßstetten, Stadt";"Gemeinden";"6,84";"1,20";"-4,30";"-11,04";"-9,33";"-7,90";"-23,57";"6,04";"-40,75"
"08417045";"Nusplingen";"Gemeinden";"-9,64";"5,16";"0,53";"-14,74";"-14,44";"8,38";"7,84";"5,36";"12,57"
"08417047";"Obernheim";"Gemeinden";"-15,15";"-22,39";"8,99";"0,00";"-13,63";"-6,97";"15,09";"37,87";"3,36"
"08417051";"Rangendingen";"Gemeinden";"2,81";"7,21";"0,39";"-0,38";"-3,61";"0,39";"-0,19";"2,46";"3,56"
"08417052";"Ratshausen";"Gemeinden";"29,34";"12,53";"25,45";"0,00";"-5,22";"23,75";"40,42";"-23,94";"14,27"
"08417054";"Rosenfeld, Stadt";"Gemeinden";"-1,16";"13,68";"5,48";"10,70";"-5,86";"-8,38";"0,63";"9,79";"7,28"
"08417057";"Schömberg, Stadt";"Gemeinden";"9,39";"14,03";"15,97";"10,45";"-7,31";"-4,13";"1,29";"1,68";"15,95"
"08417063";"Straßberg";"Gemeinden";"3,26";"12,66";"12,63";"-13,28";"-4,54";"-9,40";"8,13";"0,00";"21,23"
"08417071";"Weilen unter den Rinnen";"Gemeinden";"-6,83";"9,98";"-6,41";"7,92";"-4,77";"-18,21";"19,61";"-3,33";"-22,07"
"08417075";"Winterlingen";"Gemeinden";"-2,21";"-1,33";"7,10";"4,50";"-9,87";"-2,49";"-2,36";"-0,31";"6,93"
"08417078";"Zimmern unter der Burg";"Gemeinden";"-14,83";"-22,68";"0,00";"4,10";"-14,58";"2,12";"-16,91";"-13,16";"67,39"
"08417079";"Albstadt, Stadt";"Gemeinden";"-9,06";"-6,62";"0,55";"-1,29";"-2,43";"6,65";"9,44";"11,22";"14,09"
"08421000";"Ulm, Universitätsstadt";"Gemeinden";"4,70";"-0,10";"6,24";"3,72";"3,41";"9,32";"10,93";"3,28";"7,88"
"08425002";"Allmendingen";"Gemeinden";"0,66";"-7,51";"-4,58";"-2,39";"-4,44";"5,77";"3,18";"13,82";"1,22"
"08425004";"Altheim";"Gemeinden";"1,88";"-16,45";"7,07";"6,98";"-3,40";"15,08";"-6,55";"-19,29";"-19,33"
"08425005";"Altheim (Alb)";"Gemeinden";"-35,32";"1,18";"7,89";"3,32";"9,63";"-8,66";"-9,45";"14,98";"14,78"
"08425008";"Amstetten";"Gemeinden";"3,54";"-0,25";"6,43";"-1,51";"-10,97";"0,00";"-16,19";"17,70";"13,84"
"08425011";"Asselfingen";"Gemeinden";"29,32";"16,01";"-18,79";"-12,00";"-13,65";"5,98";"5,73";"-20,47";"0,97"
"08425013";"Ballendorf";"Gemeinden";"17,32";"10,77";"21,24";"12,44";"12,16";"-1,50";"32,61";"23,01";"-1,46"
"08425014";"Beimerstetten";"Gemeinden";"18,64";"1,67";"-20,98";"-14,53";"4,40";"-0,79";"3,88";"-7,62";"7,70"
"08425017";"Berghülen";"Gemeinden";"1,05";"13,01";"0,00";"-8,69";"-5,72";"-8,87";"-9,89";"9,87";"24,25"
"08425019";"Bernstadt";"Gemeinden";"3,87";"25,52";"13,68";"7,43";"-1,45";"-11,78";"5,39";"4,30";"15,30"
"08425020";"Blaubeuren, Stadt";"Gemeinden";"3,28";"9,70";"1,76";"0,76";"-0,34";"11,47";"23,87";"6,24";"-0,79"
"08425022";"Börslingen";"Gemeinden";"-40,70";"11,98";"18,07";"-23,95";"-11,30";"-11,90";"-48,48";"11,90";"-16,85"
"08425024";"Breitingen";"Gemeinden";"41,32";"-16,74";"16,39";"-35,02";"-3,82";"-21,13";"9,71";"11,05";"-33,90"
"08425028";"Dietenheim, Stadt";"Gemeinden";"12,42";"-17,96";"8,87";"-1,98";"-3,05";"2,90";"3,11";"13,41";"-11,71"
"08425031";"Dornstadt";"Gemeinden";"1,29";"-0,83";"-6,55";"17,62";"-6,20";"-7,20";"-12,81";"30,21";"9,12"
"08425033";"Ehingen (Donau), Stadt";"Gemeinden";"-2,23";"-1,09";"10,24";"4,00";"-2,88";"7,95";"3,70";"11,13";"9,30"
"08425035";"Emeringen";"Gemeinden";"-45,75";"0,00";"-34,97";"-22,22";"-23,44";"0,00";"58,82";"70,06";"0,00"
"08425036";"Emerkingen";"Gemeinden";"15,11";"-9,50";"19,73";"-3,60";"11,78";"-2,45";"15,44";"-1,19";"-14,58"
"08425039";"Erbach, Stadt";"Gemeinden";"4,11";"-2,01";"11,44";"-9,85";"-5,98";"1,37";"5,79";"4,35";"17,80"
"08425050";"Griesingen";"Gemeinden";"-25,84";"27,43";"2,04";"-1,98";"3,80";"3,89";"4,84";"0,00";"10,75"
"08425052";"Grundsheim";"Gemeinden";"20,62";"28,99";"19,32";"-19,90";"0,00";"4,65";"22,42";"-22,83";"-39,02"
"08425055";"Hausen am Bussen";"Gemeinden";"15,21";"-22,39";"16,56";"9,74";"-20,07";"-23,90";"11,81";"49,81";"-11,03"
"08425062";"Holzkirch";"Gemeinden";"-17,39";"36,14";"25,55";"7,43";"0,00";"-11,63";"7,81";"29,09";"-10,99"
"08425064";"Hüttisheim";"Gemeinden";"5,95";"20,83";"8,08";"-6,57";"2,22";"-6,69";"2,08";"6,03";"12,58"
"08425066";"Illerrieden";"Gemeinden";"12,21";"-9,43";"-5,24";"4,80";"-7,16";"5,16";"-5,19";"0,89";"4,15"
"08425071";"Laichingen, Stadt";"Gemeinden";"16,96";"5,31";"0,09";"0,82";"-4,21";"7,77";"14,43";"10,73";"14,91"
"08425072";"Langenau, Stadt";"Gemeinden";"13,71";"5,69";"9,29";"4,71";"5,57";"6,35";"10,81";"0,58";"11,45"
"08425073";"Lauterach";"Gemeinden";"-19,08";"-16,31";"-21,31";"9,93";"9,97";"20,65";"16,95";"33,17";"10,33"
"08425075";"Lonsee";"Gemeinden";"-3,42";"5,30";"2,96";"-3,37";"-4,04";"-1,69";"14,50";"-2,93";"14,35"
"08425079";"Merklingen";"Gemeinden";"8,23";"11,27";"-3,77";"-1,07";"-5,33";"16,55";"19,35";"20,97";"22,92"
"08425081";"Munderkingen, Stadt";"Gemeinden";"-10,37";"-12,50";"10,94";"-7,65";"-18,73";"9,19";"12,57";"-8,54";"10,36"
"08425083";"Neenstetten";"Gemeinden";"-14,80";"3,99";"2,46";"-13,65";"22,59";"7,39";"23,23";"23,67";"0,00"
"08425084";"Nellingen";"Gemeinden";"-14,78";"3,97";"7,05";"3,19";"-6,35";"0,00";"14,06";"5,34";"4,90"
"08425085";"Nerenstetten";"Gemeinden";"-25,00";"28,74";"16,48";"19,13";"2,88";"-37,15";"26,16";"-5,68";"34,85"
"08425088";"Oberdischingen";"Gemeinden";"-22,12";"10,11";"23,71";"7,10";"11,34";"15,37";"14,29";"26,28";"32,61"
"08425090";"Obermarchtal";"Gemeinden";"10,53";"-21,26";"22,68";"-5,49";"-16,67";"-5,49";"15,36";"6,10";"15,06"
"08425091";"Oberstadion";"Gemeinden";"18,65";"5,06";"-19,00";"7,43";"-7,61";"-11,12";"-12,97";"3,76";"-3,18"
"08425092";"Öllingen";"Gemeinden";"34,63";"-13,57";"10,96";"16,13";"11,21";"9,21";"27,68";"35,52";"-49,91"
"08425093";"Öpfingen";"Gemeinden";"13,61";"20,26";"13,58";"-1,32";"0,44";"-11,42";"8,88";"-21,54";"-8,81"
"08425097";"Rammingen";"Gemeinden";"-30,79";"-7,31";"-3,88";"5,36";"-11,79";"20,36";"6,93";"0,75";"-5,43"
"08425098";"Rechtenstein";"Gemeinden";"-74,32";"16,50";"-24,14";"3,41";"-18,52";"17,61";"-40,40";"39,60";"-6,92"
"08425104";"Rottenacker";"Gemeinden";"14,56";"14,10";"-4,15";"-14,56";"-6,01";"11,57";"16,39";"-3,61";"0,00"
"08425108";"Schelklingen, Stadt";"Gemeinden";"11,99";"3,60";"4,18";"6,42";"-1,40";"2,51";"5,80";"4,07";"1,96"
"08425110";"Schnürpflingen";"Gemeinden";"8,77";"-0,72";"-8,84";"19,85";"-26,14";"10,49";"2,89";"0,00";"18,76"
"08425112";"Setzingen";"Gemeinden";"0,00";"3,13";"-31,20";"1,57";"-1,62";"0,00";"11,89";"-15,83";"26,70"
"08425123";"Untermarchtal";"Gemeinden";"-5,66";"24,65";"16,30";"27,46";"6,44";"7,90";"27,03";"-8,32";"-7,03"
"08425124";"Unterstadion";"Gemeinden";"34,21";"12,08";"5,72";"-1,37";"9,36";"0,00";"1,32";"6,35";"118,68"
"08425125";"Unterwachingen";"Gemeinden";"13,99";"24,10";"5,78";"-27,78";"-24,27";"-10,15";"-4,95";"10,05";"10,10"
"08425130";"Weidenstetten";"Gemeinden";"24,35";"-8,52";"18,71";"-14,69";"8,73";"9,08";"2,18";"-7,94";"24,13"
"08425134";"Westerheim";"Gemeinden";"4,54";"0,37";"15,81";"-18,26";"-3,85";"13,85";"19,04";"2,97";"18,25"
"08425135";"Westerstetten";"Gemeinden";"0,49";"-0,98";"17,52";"14,46";"14,41";"-7,35";"3,67";"3,58";"-24,01"
"08425137";"Illerkirchberg";"Gemeinden";"13,31";"5,16";"-6,29";"11,80";"3,18";"2,98";"-5,25";"12,81";"10,02"
"08425138";"Staig";"Gemeinden";"-3,05";"7,21";"-9,80";"2,19";"0,63";"-6,48";"-2,21";"4,60";"6,37"
"08425139";"Heroldstatt";"Gemeinden";"10,50";"6,83";"10,40";"13,42";"6,36";"1,46";"12,21";"2,12";"20,90"
"08425140";"Balzheim";"Gemeinden";"19,73";"20,00";"-0,50";"-0,99";"-14,85";"-5,03";"5,38";"8,96";"7,45"
"08425141";"Blaustein, Stadt";"Gemeinden";"2,26";"-5,41";"1,28";"0,59";"0,52";"7,43";"3,01";"-1,41";"-2,79"
"08426001";"Achstetten";"Gemeinden";"11,94";"-0,82";"0,52";"0,25";"-9,20";"17,14";"18,28";"4,93";"6,77"
"08426005";"Alleshausen";"Gemeinden";"12,82";"-2,12";"-9,88";"-5,94";"-16,13";"18,83";"7,81";"10,99";"0,00"
"08426006";"Allmannsweiler";"Gemeinden";"-6,62";"31,55";"14,75";"-25,24";"-9,52";"-47,95";"19,80";"-3,05";"6,15"
"08426008";"Altheim";"Gemeinden";"9,00";"-10,37";"7,65";"-7,45";"-4,84";"2,35";"-21,08";"6,17";"17,78"
"08426011";"Attenweiler";"Gemeinden";"-11,17";"12,55";"18,52";"4,04";"-8,13";"10,14";"-0,52";"-19,00";"4,72"
"08426013";"Bad Buchau, Stadt";"Gemeinden";"19,30";"9,06";"5,63";"8,58";"-2,50";"15,87";"29,08";"15,89";"19,14"
"08426014";"Bad Schussenried, Stadt";"Gemeinden";"7,41";"6,68";"12,60";"8,28";"10,61";"14,35";"17,88";"11,65";"20,58"
"08426019";"Berkheim";"Gemeinden";"-3,61";"5,18";"15,02";"3,73";"2,23";"1,12";"13,71";"13,83";"28,75"
"08426020";"Betzenweiler";"Gemeinden";"-25,95";"-9,92";"1,37";"-18,01";"-29,70";"-11,05";"36,89";"-14,45";"-29,81"
"08426021";"Biberach an der Riß, Stadt";"Gemeinden";"1,00";"5,13";"7,14";"2,45";"4,29";"8,91";"2,84";"5,67";"12,84"
"08426028";"Burgrieden";"Gemeinden";"13,11";"0,88";"17,50";"8,09";"1,94";"-5,81";"11,50";"10,13";"2,11"
"08426031";"Dettingen an der Iller";"Gemeinden";"43,03";"26,10";"15,43";"-10,20";"10,66";"9,91";"7,03";"-2,70";"6,94"
"08426035";"Dürmentingen";"Gemeinden";"-12,67";"12,67";"6,18";"6,55";"1,90";"7,03";"6,15";"-2,33";"-0,76"
"08426036";"Dürnau";"Gemeinden";"27,21";"16,51";"-49,55";"-4,38";"-26,79";"-14,42";"9,30";"-2,14";"4,33"
"08426038";"Eberhardzell";"Gemeinden";"-1,37";"9,31";"7,62";"0,74";"7,04";"0,00";"12,71";"9,77";"5,73"
"08426043";"Erlenmoos";"Gemeinden";"-7,60";"23,43";"27,74";"5,40";"0,61";"3,59";"18,10";"-10,58";"-15,54"
"08426044";"Erolzheim";"Gemeinden";"24,16";"-13,58";"-6,28";"18,92";"-6,95";"14,19";"14,14";"-0,89";"6,24"
"08426045";"Ertingen";"Gemeinden";"34,46";"1,63";"-6,79";"-4,14";"-16,46";"-0,37";"6,29";"-4,48";"-0,93"
"08426058";"Hochdorf";"Gemeinden";"3,51";"16,25";"9,17";"7,62";"-12,22";"6,51";"20,90";"5,89";"11,74"
"08426062";"Ingoldingen";"Gemeinden";"-0,38";"-0,76";"2,25";"-8,97";"-3,39";"-9,49";"11,62";"23,43";"14,18"
"08426064";"Kanzach";"Gemeinden";"-11,98";"5,86";"-36,44";"-3,99";"2,13";"16,46";"-22,27";"29,13";"37,11"
"08426065";"Kirchberg an der Iller";"Gemeinden";"13,75";"9,65";"17,71";"14,54";"-8,38";"1,00";"27,40";"12,10";"-5,99"
"08426066";"Kirchdorf an der Iller";"Gemeinden";"3,73";"11,78";"-6,41";"-3,34";"-23,50";"21,57";"0,55";"3,79";"9,90"
"08426067";"Langenenslingen";"Gemeinden";"4,22";"-18,50";"-3,12";"5,04";"-1,40";"9,90";"6,03";"3,38";"3,00"
"08426070";"Laupheim, Stadt";"Gemeinden";"12,51";"4,48";"6,60";"7,92";"8,21";"11,43";"14,19";"0,49";"7,80"
"08426071";"Maselheim";"Gemeinden";"23,68";"-6,92";"0,00";"-10,56";"-19,12";"11,14";"5,31";"-4,76";"15,42"
"08426073";"Mietingen";"Gemeinden";"14,45";"4,00";"5,39";"-0,75";"-2,96";"-17,76";"14,76";"-4,93";"15,82"
"08426074";"Mittelbiberach";"Gemeinden";"15,61";"-2,31";"17,01";"11,50";"4,97";"1,71";"4,52";"2,07";"1,13"
"08426078";"Moosburg";"Gemeinden";"-10,53";"4,95";"-30,00";"-36,84";"-56,18";"-38,46";"-14,56";"14,02";"25,97"
"08426087";"Ochsenhausen, Stadt";"Gemeinden";"20,62";"11,10";"-6,25";"-10,06";"-4,19";"-6,87";"5,99";"0,56";"4,18"
"08426090";"Oggelshausen";"Gemeinden";"-10,16";"-15,10";"-10,64";"10,49";"-11,85";"-17,80";"20,32";"-9,42";"-27,20"
"08426097";"Riedlingen, Stadt";"Gemeinden";"9,05";"2,11";"15,88";"0,58";"3,30";"-0,50";"6,28";"11,45";"23,15"
