Kennziffer;Raumeinheit;Aggregat;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo;Gesamtwanderungssaldo
;;;1995;1998;2002;2005;2009;2013;2017;2021;2023
"08316045";"Vörstetten";"Gemeinden";"21,00";"16,72";"10,62";"-4,91";"-1,69";"6,82";"1,98";"4,14";"11,04"
"08316049";"Weisweil";"Gemeinden";"17,02";"15,84";"1,43";"11,15";"-6,15";"0,48";"33,66";"11,55";"7,73"
"08316051";"Wyhl am Kaiserstuhl";"Gemeinden";"11,84";"5,03";"-3,86";"-3,27";"-1,94";"10,10";"18,39";"7,66";"16,70"
"08316053";"Rheinhausen";"Gemeinden";"2,53";"3,98";"3,95";"3,25";"-7,29";"8,61";"7,45";"48,45";"24,04"
"08316054";"Freiamt";"Gemeinden";"-6,99";"-3,59";"1,40";"-2,81";"-9,01";"1,46";"13,37";"-0,95";"3,54"
"08316055";"Winden im Elztal";"Gemeinden";"8,90";"-10,63";"3,59";"4,18";"2,85";"-3,91";"3,83";"1,41";"45,10"
"08316056";"Waldkirch, Stadt";"Gemeinden";"-1,94";"-6,98";"6,35";"10,82";"6,65";"6,62";"1,79";"6,71";"10,93"
"08317001";"Achern, Stadt";"Gemeinden";"6,18";"14,62";"0,99";"6,73";"2,85";"8,04";"4,56";"6,71";"10,27"
"08317005";"Appenweier";"Gemeinden";"4,49";"-12,53";"-15,96";"7,31";"-3,37";"9,19";"-7,62";"-2,45";"-0,39"
"08317008";"Bad Peterstal-Griesbach";"Gemeinden";"-5,72";"-21,43";"-1,03";"8,41";"-1,84";"2,29";"26,38";"-1,10";"-3,09"
"08317009";"Berghaupten";"Gemeinden";"-3,00";"-13,68";"-11,00";"0,84";"4,50";"0,43";"2,50";"-12,31";"4,33"
"08317011";"Biberach";"Gemeinden";"9,77";"-6,89";"8,91";"24,51";"-8,36";"-2,54";"0,82";"-2,95";"12,71"
"08317021";"Durbach";"Gemeinden";"-6,55";"-2,55";"-0,76";"-3,07";"-11,78";"-0,52";"7,44";"15,14";"9,05"
"08317026";"Ettenheim, Stadt";"Gemeinden";"22,85";"-0,96";"11,09";"0,84";"4,02";"8,72";"5,69";"9,34";"10,42"
"08317029";"Fischerbach";"Gemeinden";"-7,28";"10,22";"-7,70";"-0,59";"13,37";"3,57";"-16,98";"-8,51";"-12,42"
"08317031";"Friesenheim";"Gemeinden";"8,39";"-7,45";"1,04";"4,24";"-4,57";"1,99";"13,56";"10,21";"12,95"
"08317034";"Gengenbach, Stadt";"Gemeinden";"-4,43";"21,23";"6,29";"8,46";"9,43";"15,47";"7,49";"7,67";"0,36"
"08317039";"Gutach (Schwarzwaldbahn)";"Gemeinden";"-6,91";"4,94";"-10,79";"5,41";"-2,70";"28,61";"1,77";"2,60";"8,26"
"08317040";"Haslach im Kinzigtal, Stadt";"Gemeinden";"34,30";"-2,02";"0,15";"0,58";"1,14";"-3,06";"-1,70";"1,96";"11,20"
"08317041";"Hausach, Stadt";"Gemeinden";"1,80";"1,24";"9,75";"8,58";"-5,34";"-5,74";"-2,43";"1,74";"-0,17"
"08317046";"Hofstetten";"Gemeinden";"-10,19";"0,62";"-5,47";"8,88";"-11,85";"1,19";"14,16";"-2,22";"-4,47"
"08317047";"Hohberg";"Gemeinden";"-9,72";"8,87";"13,01";"4,34";"-4,11";"-4,19";"-0,99";"0,73";"6,33"
"08317051";"Hornberg, Stadt";"Gemeinden";"-9,71";"-17,22";"-2,22";"-10,03";"-4,18";"12,11";"8,74";"-6,13";"5,29"
"08317056";"Kappelrodeck";"Gemeinden";"8,65";"-12,09";"-1,20";"6,53";"-10,15";"12,40";"14,22";"0,49";"17,84"
"08317057";"Kehl, Stadt";"Gemeinden";"22,15";"4,57";"6,98";"9,05";"3,69";"5,81";"9,50";"14,58";"17,33"
"08317059";"Kippenheim";"Gemeinden";"-12,15";"4,34";"0,58";"4,46";"5,45";"6,44";"9,04";"8,06";"-0,91"
"08317065";"Lahr/Schwarzwald, Stadt";"Gemeinden";"30,08";"1,90";"3,38";"1,01";"0,48";"9,28";"6,93";"7,96";"8,72"
"08317067";"Lautenbach";"Gemeinden";"-3,73";"18,72";"11,02";"-1,57";"5,84";"-0,54";"23,97";"14,52";"-2,02"
"08317068";"Lauf";"Gemeinden";"-2,80";"-6,12";"-1,01";"6,02";"-4,69";"-2,33";"7,08";"0,00";"8,94"
"08317073";"Mahlberg, Stadt";"Gemeinden";"0,91";"-2,90";"-5,15";"-4,03";"17,37";"7,92";"14,87";"12,39";"0,00"
"08317075";"Meißenheim";"Gemeinden";"7,63";"9,33";"11,58";"6,86";"11,75";"-5,59";"0,25";"7,86";"10,65"
"08317078";"Mühlenbach";"Gemeinden";"6,87";"5,50";"-4,11";"-3,50";"-5,37";"3,60";"3,55";"-10,70";"-6,67"
"08317085";"Nordrach";"Gemeinden";"-21,52";"-24,88";"17,27";"-1,96";"-7,52";"-1,56";"-5,78";"15,70";"37,45"
"08317088";"Oberharmersbach";"Gemeinden";"1,97";"-4,30";"-5,02";"-4,68";"-8,33";"2,75";"-11,20";"-8,19";"-3,31"
"08317089";"Oberkirch, Stadt";"Gemeinden";"6,39";"3,19";"3,64";"-6,21";"-0,75";"-0,97";"2,39";"2,26";"8,85"
"08317093";"Oberwolfach";"Gemeinden";"-9,79";"-0,37";"2,51";"-7,68";"-2,91";"-1,16";"8,46";"-14,37";"-0,79"
"08317096";"Offenburg, Stadt";"Gemeinden";"13,81";"3,62";"5,19";"0,02";"0,73";"3,46";"6,81";"9,00";"11,25"
"08317097";"Ohlsbach";"Gemeinden";"14,47";"24,77";"-1,98";"17,31";"0,00";"3,44";"15,40";"13,77";"1,79"
"08317098";"Oppenau, Stadt";"Gemeinden";"-12,59";"-15,59";"-0,98";"2,58";"-11,08";"4,08";"3,18";"9,75";"3,29"
"08317100";"Ortenberg";"Gemeinden";"18,86";"31,21";"7,98";"-5,83";"3,31";"-2,35";"-2,94";"-0,58";"5,18"
"08317102";"Ottenhöfen im Schwarzwald";"Gemeinden";"-12,22";"-9,37";"18,91";"4,82";"-4,86";"-0,64";"10,60";"2,80";"-12,43"
"08317110";"Renchen, Stadt";"Gemeinden";"-6,71";"2,95";"12,02";"10,51";"-6,02";"-2,87";"19,25";"3,51";"6,39"
"08317113";"Ringsheim";"Gemeinden";"-0,94";"-20,81";"-8,19";"23,07";"-8,23";"9,31";"14,49";"8,18";"41,70"
"08317114";"Rust";"Gemeinden";"5,45";"15,69";"10,27";"6,97";"6,66";"-13,70";"25,08";"26,81";"29,01"
"08317116";"Sasbach";"Gemeinden";"2,82";"9,79";"-1,09";"-12,49";"-6,19";"5,69";"1,32";"10,42";"7,82"
"08317118";"Sasbachwalden";"Gemeinden";"-12,64";"4,44";"28,98";"14,40";"17,21";"29,01";"50,94";"5,86";"-8,25"
"08317121";"Schuttertal";"Gemeinden";"-5,86";"-2,09";"-23,31";"0,91";"-4,61";"-9,49";"14,28";"-6,04";"-0,31"
"08317122";"Schutterwald";"Gemeinden";"0,15";"-0,29";"-4,84";"5,20";"-4,91";"1,56";"7,51";"4,43";"11,51"
"08317126";"Seebach";"Gemeinden";"-29,61";"-20,11";"10,59";"15,66";"-15,25";"-10,87";"0,00";"4,22";"-9,15"
"08317127";"Seelbach";"Gemeinden";"12,22";"2,69";"10,09";"-3,66";"-0,40";"4,46";"-6,15";"6,26";"-0,63"
"08317129";"Steinach";"Gemeinden";"1,05";"-7,53";"2,56";"1,27";"-6,80";"-5,68";"-9,20";"-5,34";"-5,77"
"08317141";"Willstätt";"Gemeinden";"1,63";"0,00";"0,88";"-4,15";"-0,88";"13,58";"10,63";"-3,74";"4,51"
"08317145";"Wolfach, Stadt";"Gemeinden";"-8,57";"-0,17";"-1,01";"-5,90";"1,20";"8,05";"12,52";"-5,27";"8,70"
"08317146";"Zell am Harmersbach, Stadt";"Gemeinden";"11,58";"12,16";"3,98";"0,50";"-1,74";"11,32";"7,95";"12,91";"14,05"
"08317150";"Schwanau";"Gemeinden";"3,65";"14,87";"-2,41";"2,50";"-4,85";"0,59";"5,80";"11,24";"13,88"
"08317151";"Neuried";"Gemeinden";"9,44";"5,98";"4,39";"8,60";"9,96";"-4,56";"18,76";"7,62";"1,32"
"08317152";"Kappel-Grafenhausen";"Gemeinden";"5,08";"7,00";"3,92";"1,65";"-4,32";"-0,21";"7,79";"8,08";"-1,53"
"08317153";"Rheinau, Stadt";"Gemeinden";"3,80";"-5,46";"5,64";"0,18";"5,24";"-5,91";"4,96";"-3,29";"4,77"
"08317971";"Rheinau, gemeindefreies Gebiet";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"08325001";"Aichhalden";"Gemeinden";"12,25";"-0,72";"-5,78";"-5,55";"-3,40";"-11,09";"9,34";"2,85";"9,01"
"08325009";"Bösingen";"Gemeinden";"0,92";"13,10";"-0,58";"3,42";"-9,41";"-4,47";"3,01";"5,36";"2,35"
"08325011";"Dietingen";"Gemeinden";"7,27";"0,26";"1,27";"4,80";"-11,99";"6,11";"1,75";"0,24";"1,91"
"08325012";"Dornhan, Stadt";"Gemeinden";"9,92";"3,59";"-2,94";"0,97";"-2,59";"-1,67";"4,99";"4,23";"-2,26"
"08325014";"Dunningen";"Gemeinden";"7,62";"3,45";"8,62";"11,09";"6,95";"-2,69";"7,71";"7,89";"5,56"
"08325015";"Epfendorf";"Gemeinden";"13,01";"-2,90";"5,38";"-0,28";"-12,70";"-11,06";"-3,93";"-8,69";"-3,80"
"08325024";"Hardt";"Gemeinden";"16,88";"-20,69";"1,95";"1,89";"-11,94";"-0,79";"3,12";"-11,94";"-1,21"
"08325036";"Lauterbach";"Gemeinden";"-4,50";"-4,75";"-2,49";"-5,38";"-10,49";"-18,32";"2,75";"-6,70";"5,42"
"08325045";"Oberndorf am Neckar, Stadt";"Gemeinden";"-1,09";"-3,00";"10,05";"-0,48";"-9,18";"-9,67";"11,40";"9,32";"5,52"
"08325049";"Rottweil, Stadt";"Gemeinden";"0,08";"-0,92";"2,80";"4,36";"2,41";"-0,29";"-0,48";"2,12";"4,56"
"08325050";"Schenkenzell";"Gemeinden";"6,54";"-5,08";"-19,39";"-11,58";"-9,55";"-18,13";"2,20";"3,81";"-20,19"
"08325051";"Schiltach, Stadt";"Gemeinden";"4,36";"-1,72";"6,37";"-3,71";"-3,80";"-0,52";"-2,11";"-7,75";"5,84"
"08325053";"Schramberg, Stadt";"Gemeinden";"-7,62";"-5,45";"-2,96";"-8,62";"-6,96";"1,88";"5,30";"0,38";"8,73"
"08325057";"Sulz am Neckar, Stadt";"Gemeinden";"19,43";"6,93";"6,21";"-0,40";"-4,00";"11,37";"12,64";"9,79";"3,05"
"08325060";"Villingendorf";"Gemeinden";"14,89";"37,79";"12,66";"-0,91";"-6,03";"2,18";"-6,43";"9,99";"-3,30"
"08325061";"Vöhringen";"Gemeinden";"16,19";"3,37";"18,67";"1,93";"-1,20";"11,52";"4,87";"10,71";"24,94"
"08325064";"Wellendingen";"Gemeinden";"-6,25";"9,11";"-1,66";"-10,48";"-5,44";"-4,00";"13,59";"7,54";"-0,61"
"08325069";"Zimmern ob Rottweil";"Gemeinden";"27,95";"-0,52";"9,15";"-2,82";"-5,57";"7,88";"13,99";"-0,94";"3,15"
"08325070";"Fluorn-Winzeln";"Gemeinden";"-9,29";"-7,12";"-3,07";"-12,73";"-5,65";"-6,15";"5,54";"10,45";"13,20"
"08325071";"Eschbronn";"Gemeinden";"16,62";"-0,48";"-8,20";"13,20";"-0,95";"5,76";"3,37";"-3,84";"8,10"
"08325072";"Deißlingen";"Gemeinden";"24,36";"-4,82";"13,04";"3,29";"-4,43";"5,23";"-5,11";"-0,80";"5,00"
"08326003";"Bad Dürrheim, Stadt";"Gemeinden";"14,29";"26,68";"20,59";"14,76";"10,34";"20,90";"11,31";"5,97";"18,24"
"08326005";"Blumberg, Stadt";"Gemeinden";"-2,24";"-1,86";"-0,19";"-7,89";"-5,68";"0,90";"9,21";"-1,58";"11,43"
"08326006";"Bräunlingen, Stadt";"Gemeinden";"2,18";"-11,38";"-3,70";"2,91";"-3,29";"2,43";"-0,35";"5,38";"6,75"
"08326010";"Dauchingen";"Gemeinden";"9,18";"6,60";"-14,72";"-0,83";"-9,24";"4,10";"14,32";"1,56";"-6,28"
"08326012";"Donaueschingen, Stadt";"Gemeinden";"11,15";"2,34";"6,31";"-2,61";"-7,95";"6,13";"5,87";"-0,86";"-3,44"
"08326017";"Furtwangen im Schwarzwald, Stadt";"Gemeinden";"-0,30";"-6,15";"3,16";"-3,74";"-9,04";"-4,13";"9,25";"-6,87";"7,44"
"08326020";"Gütenbach";"Gemeinden";"-16,38";"-12,63";"-31,41";"-3,78";"-16,43";"-0,85";"12,91";"-16,04";"-6,70"
"08326027";"Hüfingen, Stadt";"Gemeinden";"11,36";"8,32";"5,94";"2,05";"-13,43";"-0,53";"8,70";"-1,78";"13,29"
"08326031";"Königsfeld im Schwarzwald";"Gemeinden";"-5,71";"-8,45";"7,81";"9,41";"-3,51";"8,90";"1,66";"2,86";"6,26"
"08326037";"Mönchweiler";"Gemeinden";"19,31";"-6,77";"-7,30";"-2,51";"-13,80";"1,68";"9,40";"0,67";"12,54"
"08326041";"Niedereschach";"Gemeinden";"6,83";"0,18";"1,51";"-0,17";"-11,41";"8,69";"6,40";"3,85";"19,46"
"08326052";"St. Georgen im Schwarzwald, Stadt";"Gemeinden";"-12,69";"-3,70";"1,15";"-2,27";"-6,89";"-0,39";"4,73";"-0,85";"10,16"
"08326054";"Schönwald im Schwarzwald";"Gemeinden";"-2,59";"-17,91";"-5,96";"-2,01";"-10,43";"20,60";"17,81";"12,63";"27,31"
"08326055";"Schonach im Schwarzwald";"Gemeinden";"-16,59";"-1,40";"-4,56";"-13,46";"-15,35";"3,25";"2,99";"-6,26";"1,55"
"08326060";"Triberg im Schwarzwald, Stadt";"Gemeinden";"-8,40";"-12,73";"9,24";"-13,05";"-26,18";"3,15";"9,22";"3,01";"40,36"
"08326061";"Tuningen";"Gemeinden";"23,40";"-5,54";"4,25";"7,68";"-7,68";"-10,47";"-8,51";"23,47";"18,78"
"08326065";"Unterkirnach";"Gemeinden";"1,54";"-21,27";"2,01";"-24,81";"-6,91";"12,75";"13,16";"0,00";"-12,39"
"08326068";"Vöhrenbach, Stadt";"Gemeinden";"-10,85";"-13,15";"11,25";"-8,54";"-2,33";"10,86";"11,50";"-11,57";"10,77"
"08326074";"Villingen-Schwenningen, Stadt";"Gemeinden";"-0,61";"1,43";"3,53";"0,16";"-1,94";"3,80";"8,33";"11,60";"13,34"
"08326075";"Brigachtal";"Gemeinden";"-2,31";"-4,68";"-9,60";"-0,75";"-3,09";"-3,18";"-1,77";"-3,28";"4,54"
"08327002";"Aldingen";"Gemeinden";"15,37";"12,99";"11,52";"3,56";"-8,57";"-4,92";"3,04";"-4,76";"8,12"
"08327004";"Bärenthal";"Gemeinden";"-28,95";"-8,93";"-38,10";"7,08";"-4,47";"15,32";"-2,07";"29,05";"-20,62"
"08327005";"Balgheim";"Gemeinden";"2,18";"9,51";"-18,91";"-20,12";"14,29";"-7,66";"15,25";"0,00";"8,54"
"08327006";"Böttingen";"Gemeinden";"-9,43";"-7,05";"-1,37";"3,30";"-5,36";"-17,01";"-7,72";"-2,17";"15,18"
"08327007";"Bubsheim";"Gemeinden";"32,86";"59,67";"-5,47";"41,74";"-11,18";"18,61";"-1,48";"24,20";"-17,33"
"08327008";"Buchheim";"Gemeinden";"12,70";"12,27";"-12,56";"35,44";"-28,44";"0,00";"11,80";"19,44";"3,94"
"08327009";"Deilingen";"Gemeinden";"28,28";"-7,28";"19,53";"18,51";"-4,70";"1,75";"12,78";"11,90";"-4,21"
"08327010";"Denkingen";"Gemeinden";"13,58";"5,55";"12,48";"-9,43";"-3,54";"-7,11";"-3,80";"17,98";"3,00"
"08327011";"Dürbheim";"Gemeinden";"-2,07";"18,83";"22,53";"-11,88";"-10,13";"0,00";"1,80";"-0,59";"7,48"
"08327012";"Durchhausen";"Gemeinden";"0,00";"3,36";"-8,19";"26,26";"4,38";"0,00";"17,86";"4,88";"13,35"
"08327013";"Egesheim";"Gemeinden";"-17,27";"40,00";"-11,29";"-17,71";"-3,07";"-23,22";"10,85";"-25,32";"-18,90"
"08327016";"Fridingen an der Donau, Stadt";"Gemeinden";"0,90";"-8,42";"4,22";"-5,23";"-22,94";"4,84";"13,85";"2,58";"14,06"
"08327017";"Frittlingen";"Gemeinden";"0,00";"-11,52";"-10,85";"-0,48";"-0,94";"-14,04";"11,99";"-5,12";"-0,47"
"08327018";"Geisingen, Stadt";"Gemeinden";"25,03";"2,76";"2,30";"7,85";"-2,31";"5,15";"7,54";"9,77";"-15,12"
"08327019";"Gosheim";"Gemeinden";"-10,96";"6,57";"-2,58";"-11,97";"-16,98";"9,97";"-2,80";"9,21";"5,34"
"08327020";"Gunningen";"Gemeinden";"-2,99";"0,00";"5,76";"16,85";"5,71";"-19,03";"-32,30";"-33,81";"5,18"
"08327023";"Hausen ob Verena";"Gemeinden";"-1,46";"9,96";"-8,17";"-5,37";"22,28";"3,93";"20,65";"18,99";"21,48"
"08327025";"Immendingen";"Gemeinden";"13,13";"-19,29";"5,35";"-5,89";"-4,80";"32,51";"-10,74";"15,60";"-5,44"
"08327027";"Irndorf";"Gemeinden";"18,67";"-19,13";"-3,94";"2,57";"-9,04";"-7,04";"7,26";"-4,32";"7,34"
"08327029";"Königsheim";"Gemeinden";"7,80";"11,43";"0,00";"23,09";"0,00";"-12,41";"14,13";"38,27";"31,30"
"08327030";"Kolbingen";"Gemeinden";"-7,61";"9,88";"27,95";"1,51";"-13,89";"4,89";"7,20";"3,23";"-15,54"
"08327033";"Mahlstetten";"Gemeinden";"26,95";"-2,70";"11,95";"8,11";"-5,43";"6,63";"39,12";"11,18";"-8,39"
"08327036";"Mühlheim an der Donau, Stadt";"Gemeinden";"1,14";"-9,14";"-3,97";"-3,16";"6,98";"5,63";"10,26";"-2,24";"-9,05"
"08327038";"Neuhausen ob Eck";"Gemeinden";"11,72";"7,03";"14,79";"5,67";"9,53";"-17,58";"-8,43";"-2,86";"45,12"
"08327040";"Reichenbach am Heuberg";"Gemeinden";"-5,83";"16,26";"12,87";"1,82";"-70,71";"32,39";"3,86";"-51,28";"-35,56"
"08327041";"Renquishausen";"Gemeinden";"-26,47";"-1,40";"4,05";"18,57";"-8,21";"4,09";"-1,32";"6,57";"29,26"
"08327046";"Spaichingen, Stadt";"Gemeinden";"13,87";"13,75";"-0,57";"7,08";"-5,28";"4,70";"6,94";"15,51";"20,98"
"08327048";"Talheim";"Gemeinden";"36,14";"13,41";"0,83";"-1,64";"8,31";"-0,85";"5,78";"-3,19";"11,49"
"08327049";"Trossingen, Stadt";"Gemeinden";"-1,93";"-3,98";"0,87";"6,01";"10,19";"19,25";"15,68";"0,41";"9,22"
"08327050";"Tuttlingen, Stadt";"Gemeinden";"8,89";"-0,98";"1,34";"-3,12";"-2,72";"8,68";"13,76";"5,37";"10,01"
"08327051";"Wehingen";"Gemeinden";"-9,56";"-0,28";"-20,40";"-3,24";"-13,98";"2,24";"9,67";"10,59";"24,00"
"08327054";"Wurmlingen";"Gemeinden";"10,45";"4,80";"6,02";"-5,50";"1,32";"-6,89";"1,82";"9,64";"9,88"
"08327055";"Seitingen-Oberflacht";"Gemeinden";"0,47";"1,82";"6,03";"-15,66";"-6,00";"0,00";"59,38";"0,00";"19,05"
"08327056";"Rietheim-Weilheim";"Gemeinden";"-0,82";"14,78";"4,68";"3,73";"3,33";"15,06";"12,84";"-9,15";"22,49"
"08327057";"Emmingen-Liptingen";"Gemeinden";"13,01";"10,84";"18,07";"3,29";"-13,75";"8,47";"5,75";"6,06";"11,92"
"08335001";"Aach, Stadt";"Gemeinden";"44,10";"-5,24";"21,09";"13,45";"18,37";"-8,33";"10,43";"-0,87";"18,16"
"08335002";"Allensbach";"Gemeinden";"0,59";"7,17";"-7,64";"-3,38";"3,37";"6,50";"-1,97";"6,52";"14,54"
"08335015";"Büsingen am Hochrhein";"Gemeinden";"-13,50";"28,07";"-27,49";"-15,40";"10,45";"14,79";"16,63";"27,13";"29,09"
"08335021";"Eigeltingen";"Gemeinden";"14,53";"7,85";"10,60";"-9,39";"1,11";"15,10";"-7,89";"4,11";"9,95"
"08335022";"Engen, Stadt";"Gemeinden";"28,48";"16,92";"13,24";"10,76";"-1,37";"5,86";"9,30";"18,47";"7,95"
"08335025";"Gaienhofen";"Gemeinden";"20,79";"-3,88";"11,29";"9,01";"14,68";"9,04";"6,36";"5,95";"14,62"
"08335026";"Gailingen am Hochrhein";"Gemeinden";"9,03";"5,08";"41,23";"21,50";"8,46";"25,04";"-15,57";"-5,54";"23,65"
"08335028";"Gottmadingen";"Gemeinden";"1,02";"-0,81";"0,79";"11,44";"2,73";"-0,88";"12,60";"-7,16";"15,27"
"08335035";"Hilzingen";"Gemeinden";"13,71";"9,52";"11,04";"2,63";"1,08";"2,77";"1,16";"8,86";"15,69"
"08335043";"Konstanz, Universitätsstadt";"Gemeinden";"0,92";"0,64";"11,80";"2,04";"13,03";"20,19";"7,92";"4,07";"1,70"
"08335055";"Moos";"Gemeinden";"14,16";"0,33";"4,35";"-3,41";"-8,54";"13,85";"10,69";"10,03";"6,69"
"08335057";"Mühlingen";"Gemeinden";"10,40";"25,09";"-0,87";"0,85";"-3,86";"-11,67";"32,40";"25,51";"7,01"
"08335061";"Öhningen";"Gemeinden";"1,94";"4,47";"10,18";"0,27";"0,81";"14,24";"5,20";"-15,14";"-4,46"
"08335063";"Radolfzell am Bodensee, Stadt";"Gemeinden";"4,24";"0,28";"11,11";"5,85";"9,41";"6,44";"9,79";"3,26";"19,90"
"08335066";"Reichenau";"Gemeinden";"18,30";"36,25";"1,75";"-0,39";"6,21";"23,74";"-3,40";"-22,10";"15,28"
"08335075";"Singen (Hohentwiel), Stadt";"Gemeinden";"2,89";"-1,26";"10,88";"-0,57";"0,48";"11,16";"4,23";"12,86";"5,12"
"08335077";"Steißlingen";"Gemeinden";"10,47";"11,33";"14,82";"11,23";"0,22";"13,56";"13,59";"15,11";"23,08"
"08335079";"Stockach, Stadt";"Gemeinden";"15,70";"3,23";"6,26";"3,27";"2,35";"16,31";"9,12";"4,21";"1,99"
"08335080";"Tengen, Stadt";"Gemeinden";"9,59";"15,41";"15,83";"23,67";"4,31";"7,78";"9,19";"8,09";"12,45"
"08335081";"Volkertshausen";"Gemeinden";"30,80";"21,11";"6,90";"-4,30";"11,26";"9,75";"16,30";"10,58";"18,21"
"08335096";"Hohenfels";"Gemeinden";"9,23";"-3,77";"6,12";"-3,97";"8,98";"-5,62";"-8,25";"-10,09";"4,04"
"08335097";"Mühlhausen-Ehingen";"Gemeinden";"22,68";"10,25";"-2,44";"-5,44";"-7,91";"15,81";"6,49";"0,76";"16,56"
"08335098";"Bodman-Ludwigshafen";"Gemeinden";"3,29";"37,40";"27,76";"5,66";"2,72";"21,01";"3,60";"16,66";"19,90"
"08335099";"Orsingen-Nenzingen";"Gemeinden";"37,80";"13,37";"7,36";"5,12";"8,30";"3,05";"34,00";"8,19";"19,42"
"08335100";"Rielasingen-Worblingen";"Gemeinden";"-1,24";"8,53";"-0,42";"3,78";"0,67";"3,52";"6,07";"-0,42";"18,10"
"08336004";"Aitern";"Gemeinden";"-3,57";"1,77";"-15,79";"-5,46";"-23,17";"-34,55";"-47,17";"-27,29";"-16,19"
"08336006";"Bad Bellingen";"Gemeinden";"27,78";"7,66";"13,66";"24,16";"21,73";"20,63";"30,94";"32,74";"14,48"
"08336008";"Binzen";"Gemeinden";"34,57";"0,00";"7,79";"27,90";"-6,27";"3,72";"8,30";"-9,32";"6,07"
"08336010";"Böllen";"Gemeinden";"9,52";"-36,36";"-90,91";"19,42";"-30,61";"21,28";"41,67";"-58,82";"-54,35"
"08336014";"Efringen-Kirchen";"Gemeinden";"11,98";"6,97";"7,95";"6,43";"-7,76";"8,92";"-0,58";"-8,35";"3,33"
"08336019";"Eimeldingen";"Gemeinden";"14,56";"22,05";"8,26";"35,45";"9,32";"1,24";"-14,01";"-1,58";"13,11"
"08336024";"Fischingen";"Gemeinden";"26,76";"-10,20";"55,82";"16,76";"1,47";"-7,07";"35,85";"-26,53";"2,58"
"08336025";"Fröhnd";"Gemeinden";"-15,05";"2,04";"4,08";"-16,33";"-20,45";"-38,71";"26,80";"0,00";"-8,02"
"08336034";"Hasel";"Gemeinden";"-18,05";"17,86";"-7,92";"4,51";"20,44";"-4,47";"-14,51";"-2,64";"26,34"
"08336036";"Hausen im Wiesental";"Gemeinden";"31,97";"4,94";"8,72";"-6,68";"2,53";"24,27";"11,81";"3,45";"16,05"
"08336043";"Inzlingen";"Gemeinden";"-4,59";"-5,35";"-13,77";"-12,80";"-3,23";"-18,31";"49,10";"1,98";"-11,81"
"08336045";"Kandern, Stadt";"Gemeinden";"-0,92";"10,26";"19,61";"11,13";"8,36";"16,84";"6,94";"11,98";"-3,13"
"08336050";"Lörrach, Stadt";"Gemeinden";"3,59";"4,89";"11,23";"7,40";"1,76";"5,03";"2,44";"2,05";"19,62"
"08336057";"Maulburg";"Gemeinden";"5,19";"-4,38";"19,60";"-12,48";"-8,47";"2,40";"-22,89";"-7,99";"20,39"
"08336069";"Rheinfelden (Baden), Stadt";"Gemeinden";"6,65";"4,52";"4,18";"-0,59";"-5,09";"10,48";"2,40";"5,63";"10,53"
"08336073";"Rümmingen";"Gemeinden";"44,05";"-17,09";"-19,87";"29,39";"-12,85";"3,02";"21,42";"9,57";"38,35"
"08336075";"Schallbach";"Gemeinden";"-28,12";"2,99";"8,80";"-1,41";"-1,39";"-6,77";"13,96";"32,66";"-7,13"
"08336078";"Schliengen";"Gemeinden";"5,88";"-0,63";"9,84";"0,19";"-11,41";"9,10";"17,78";"6,69";"50,49"
"08336079";"Schönau im Schwarzwald, Stadt";"Gemeinden";"10,53";"-5,10";"-1,18";"12,95";"-11,19";"-9,57";"-4,50";"-6,63";"15,93"
"08336080";"Schönenberg";"Gemeinden";"-18,52";"-8,77";"2,89";"-17,29";"-5,93";"-8,60";"-25,94";"-5,87";"5,95"
"08336081";"Schopfheim, Stadt";"Gemeinden";"17,10";"14,77";"16,09";"10,56";"-1,00";"12,48";"10,95";"11,95";"9,22"
"08336082";"Schwörstadt";"Gemeinden";"-6,31";"-11,50";"-8,51";"1,22";"-3,34";"1,25";"-0,40";"-1,94";"-18,92"
"08336084";"Steinen";"Gemeinden";"9,47";"-7,75";"-2,40";"6,95";"0,98";"7,06";"5,65";"3,00";"-3,74"
"08336087";"Todtnau, Stadt";"Gemeinden";"-3,09";"0,58";"0,77";"-0,40";"-6,49";"20,71";"2,24";"-0,62";"9,36"
"08336089";"Tunau";"Gemeinden";"97,94";"0,00";"57,59";"-22,10";"-10,99";"-11,05";"31,09";"-33,71";"48,13"
"08336090";"Utzenfeld";"Gemeinden";"-16,77";"-19,97";"33,02";"-44,01";"-10,92";"-14,59";"-9,93";"-6,67";"32,52"
"08336091";"Weil am Rhein, Stadt";"Gemeinden";"6,23";"5,00";"2,32";"3,89";"5,36";"13,55";"0,60";"9,65";"13,03"
"08336094";"Wembach";"Gemeinden";"-11,15";"-10,87";"-13,65";"20,96";"-15,20";"5,87";"11,76";"2,98";"-18,63"
"08336096";"Wieden";"Gemeinden";"20,48";"5,09";"5,07";"-3,44";"-8,80";"-42,48";"-3,65";"-25,24";"39,15"
"08336100";"Wittlingen";"Gemeinden";"-13,07";"2,57";"9,99";"-4,18";"24,42";"-14,63";"-7,41";"-2,19";"8,55"
