Kennziffer;Raumeinheit;Aggregat;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben
"08216039";"Ötigheim";"Gemeinden";"0,00";;;"0,00";
"08216041";"Ottersweier";"Gemeinden";"0,00";;;"0,00";
"08216043";"Rastatt, Stadt";"Gemeinden";"2,26";"2,66";"3,48";"1,91";"3,57"
"08216049";"Sinzheim";"Gemeinden";"0,00";;;"0,00";
"08216052";"Steinmauern";"Gemeinden";"0,00";;;"0,00";
"08216059";"Weisenbach";"Gemeinden";"1,46";"2,67";"1,98";"0,59";"2,08"
"08216063";"Rheinmünster";"Gemeinden";"0,00";"7,33";"8,81";"5,89";"10,31"
"08221000";"Heidelberg, Stadt";"Gemeinden";"6,29";"7,87";"8,94";"5,08";"10,29"
"08222000";"Mannheim, Universitätsstadt";"Gemeinden";"2,66";"3,88";"4,54";"2,69";"5,72"
"08225001";"Adelsheim, Stadt";"Gemeinden";"0,00";"0,47";"0,60";"0,00";
"08225002";"Aglasterhausen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08225009";"Billigheim";"Gemeinden";"0,00";;;"0,00";"0,00"
"08225010";"Binau";"Gemeinden";"0,00";;;"0,00";
"08225014";"Buchen (Odenwald), Stadt";"Gemeinden";"7,02";"7,83";"8,03";"4,72";"7,25"
"08225024";"Fahrenbach";"Gemeinden";"0,00";;;"0,00";"0,00"
"08225032";"Hardheim";"Gemeinden";"1,20";"1,20";"1,07";"0,62";"0,72"
"08225033";"Haßmersheim";"Gemeinden";"2,91";"2,50";"2,58";"1,44";"3,57"
"08225039";"Höpfingen";"Gemeinden";"1,98";"1,62";;"0,00";
"08225042";"Hüffenhardt";"Gemeinden";"0,00";;;"0,00";"0,00"
"08225052";"Limbach";"Gemeinden";"3,07";"1,29";"4,92";"1,69";"1,46"
"08225058";"Mosbach, Stadt";"Gemeinden";"3,38";"3,96";"4,08";"2,01";"3,36"
"08225060";"Mudau";"Gemeinden";"0,00";;;"0,00";
"08225064";"Neckargerach";"Gemeinden";"0,00";;;"0,00";
"08225067";"Neckarzimmern";"Gemeinden";"23,47";"23,50";"26,54";"15,58";"35,78"
"08225068";"Neunkirchen";"Gemeinden";"6,19";"6,98";"10,23";"6,63";"9,81"
"08225074";"Obrigheim";"Gemeinden";"1,15";"1,80";"1,42";"0,00";
"08225075";"Osterburken, Stadt";"Gemeinden";"1,03";"1,24";"1,43";"0,00";
"08225082";"Rosenberg";"Gemeinden";"0,00";;;"0,00";
"08225091";"Seckach";"Gemeinden";"0,00";;;"0,00";
"08225109";"Walldürn, Stadt";"Gemeinden";"2,31";"2,82";"2,70";"0,71";"1,65"
"08225113";"Zwingenberg";"Gemeinden";"0,00";;;"0,00";
"08225114";"Ravenstein, Stadt";"Gemeinden";"1,20";"1,53";"1,76";"0,00";
"08225115";"Schefflenz";"Gemeinden";"0,00";;;"0,00";"0,00"
"08225116";"Schwarzach";"Gemeinden";"0,00";;;"0,00";
"08225117";"Elztal";"Gemeinden";"0,00";;;"0,00";
"08225118";"Waldbrunn";"Gemeinden";"7,26";"8,92";"10,85";"7,14";"10,77"
"08226003";"Altlußheim";"Gemeinden";"1,28";"1,39";;"0,00";
"08226006";"Bammental";"Gemeinden";"0,00";;;"0,00";
"08226009";"Brühl";"Gemeinden";"0,00";;;"0,00";"0,00"
"08226010";"Dielheim";"Gemeinden";"0,00";;;"0,00";
"08226012";"Dossenheim";"Gemeinden";"1,28";"3,12";"2,44";"0,00";
"08226013";"Eberbach, Stadt";"Gemeinden";"3,26";"3,15";"2,93";"1,67";"2,39"
"08226017";"Epfenbach";"Gemeinden";"0,00";;;"0,00";"0,00"
"08226018";"Eppelheim, Stadt";"Gemeinden";"0,82";"1,05";"1,17";"0,00";
"08226020";"Eschelbronn";"Gemeinden";"0,00";;;"0,00";"0,00"
"08226022";"Gaiberg";"Gemeinden";"0,00";;;"0,00";"0,00"
"08226027";"Heddesbach";"Gemeinden";"0,00";;;"0,00";"0,00"
"08226028";"Heddesheim";"Gemeinden";"0,00";;;"0,00";
"08226029";"Heiligkreuzsteinach";"Gemeinden";"2,77";;;"0,00";
"08226031";"Hemsbach, Stadt";"Gemeinden";"2,40";"1,85";;"0,00";
"08226032";"Hockenheim, Stadt";"Gemeinden";"3,19";"4,13";"4,14";"1,82";"3,31"
"08226036";"Ilvesheim";"Gemeinden";"0,00";;;"0,00";"0,00"
"08226037";"Ketsch";"Gemeinden";"0,00";;;"0,00";
"08226038";"Ladenburg, Stadt";"Gemeinden";"3,51";"4,82";"5,50";"0,00";"4,78"
"08226040";"Laudenbach";"Gemeinden";"0,00";;;"0,00";"0,00"
"08226041";"Leimen, Stadt";"Gemeinden";"2,75";"4,34";"3,92";"2,22";"3,51"
"08226046";"Malsch";"Gemeinden";"0,00";;;"0,00";"0,00"
"08226048";"Mauer";"Gemeinden";"0,00";;;"0,00";
"08226049";"Meckesheim";"Gemeinden";"0,00";"1,30";"1,17";"0,00";
"08226054";"Mühlhausen";"Gemeinden";"0,00";;;"0,00";
"08226055";"Neckarbischofsheim, Stadt";"Gemeinden";"0,00";;;"0,00";
"08226056";"Neckargemünd, Stadt";"Gemeinden";"4,59";"4,44";"4,11";"2,84";"4,66"
"08226058";"Neidenstein";"Gemeinden";"0,00";;;"0,00";"0,00"
"08226059";"Neulußheim";"Gemeinden";"0,00";;;"0,00";"0,00"
"08226060";"Nußloch";"Gemeinden";"0,00";;;"0,00";"0,75"
"08226062";"Oftersheim";"Gemeinden";"0,00";;;"0,00";
"08226063";"Plankstadt";"Gemeinden";"0,00";;;"0,00";
"08226065";"Rauenberg, Stadt";"Gemeinden";"4,25";"4,32";"4,57";"3,03";"5,51"
"08226066";"Reichartshausen";"Gemeinden";"0,00";;;"0,00";
"08226068";"Reilingen";"Gemeinden";"0,00";;;"0,00";
"08226076";"Sandhausen";"Gemeinden";"0,00";;;"0,00";
"08226080";"Schönau, Stadt";"Gemeinden";"1,68";"1,48";;"0,00";
"08226081";"Schönbrunn";"Gemeinden";"0,00";;;"0,00";
"08226082";"Schriesheim, Stadt";"Gemeinden";"4,12";"4,86";"5,70";"1,51";"5,03"
"08226084";"Schwetzingen, Stadt";"Gemeinden";"3,77";"4,04";"4,76";"3,81";"5,94"
"08226085";"Sinsheim, Stadt";"Gemeinden";"2,55";"2,67";"3,82";"2,12";"3,54"
"08226086";"Spechbach";"Gemeinden";"0,00";;;"0,00";"0,00"
"08226091";"Waibstadt, Stadt";"Gemeinden";"0,00";;;"0,00";
"08226095";"Walldorf, Stadt";"Gemeinden";"7,75";"10,77";"10,03";"3,70";"8,31"
"08226096";"Weinheim, Stadt";"Gemeinden";"2,68";"3,17";"2,74";"1,32";"2,24"
"08226097";"Wiesenbach";"Gemeinden";"0,00";;;"0,00";
"08226098";"Wiesloch, Stadt";"Gemeinden";"1,95";"2,59";"2,86";"0,84";"1,57"
"08226099";"Wilhelmsfeld";"Gemeinden";"0,00";;;"0,00";
"08226101";"Zuzenhausen";"Gemeinden";"0,00";;;"0,00";
"08226102";"Angelbachtal";"Gemeinden";"1,27";"1,08";"1,07";"0,42";"0,61"
"08226103";"St. Leon-Rot";"Gemeinden";"0,00";"3,95";"4,86";"3,51";"5,14"
"08226104";"Lobbach";"Gemeinden";"0,00";;;"0,00";
"08226105";"Edingen-Neckarhausen";"Gemeinden";"0,36";"0,63";"0,44";"0,00";
"08226106";"Helmstadt-Bargen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08226107";"Hirschberg an der Bergstraße";"Gemeinden";"3,34";"3,24";"3,91";"2,05";"3,48"
"08231000";"Pforzheim, Stadt";"Gemeinden";"1,70";"1,93";"1,98";"1,16";"1,82"
"08235006";"Altensteig, Stadt";"Gemeinden";"5,52";"5,96";"5,03";"4,18";"5,71"
"08235007";"Althengstett";"Gemeinden";"0,88";;;"0,00";
"08235008";"Bad Liebenzell, Stadt";"Gemeinden";"17,81";"18,65";"20,52";"7,89";"15,17"
"08235018";"Dobel";"Gemeinden";"15,21";;;"33,77";"49,53"
"08235020";"Ebhausen";"Gemeinden";"0,00";;;"0,00";
"08235022";"Egenhausen";"Gemeinden";"0,00";;;"0,00";
"08235025";"Enzklösterle";"Gemeinden";"68,92";"57,38";"57,66";"34,15";"45,86"
"08235029";"Gechingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08235032";"Haiterbach, Stadt";"Gemeinden";"0,00";;;"0,00";"0,00"
"08235033";"Bad Herrenalb, Stadt";"Gemeinden";"27,38";"28,36";"25,26";"26,37";"39,16"
"08235035";"Höfen an der Enz";"Gemeinden";"15,31";"11,80";"11,14";"9,27";"14,05"
"08235046";"Nagold, Stadt";"Gemeinden";"1,21";"1,90";"2,69";"1,38";"1,80"
"08235047";"Neubulach, Stadt";"Gemeinden";"2,57";"3,09";"3,53";"2,46";"3,00"
"08235050";"Neuweiler";"Gemeinden";"5,68";"4,64";"4,07";"2,12";"3,95"
"08235055";"Oberreichenbach";"Gemeinden";"0,00";;;"0,00";
"08235057";"Ostelsheim";"Gemeinden";"0,00";;;"0,00";
"08235060";"Rohrdorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"08235065";"Schömberg";"Gemeinden";"23,36";"24,12";"22,95";"17,85";"21,73"
"08235066";"Simmersfeld";"Gemeinden";"3,99";"8,08";"3,26";"0,00";
"08235067";"Simmozheim";"Gemeinden";"0,00";;;"0,00";"0,00"
"08235073";"Unterreichenbach";"Gemeinden";"0,00";;;"0,00";
"08235079";"Bad Wildbad, Stadt";"Gemeinden";"14,93";"17,41";"18,12";"11,27";"17,26"
"08235080";"Wildberg, Stadt";"Gemeinden";"4,86";"4,18";"6,16";"3,37";"6,96"
"08235084";"Bad Teinach-Zavelstein, Stadt";"Gemeinden";"21,47";"22,13";"30,14";"21,78";"36,05"
"08235085";"Calw, Stadt";"Gemeinden";"3,06";"3,93";"2,58";"2,84";"3,47"
"08236004";"Birkenfeld";"Gemeinden";"0,00";;;"0,00";
"08236011";"Eisingen";"Gemeinden";"0,00";;;"0,00";
"08236013";"Engelsbrand";"Gemeinden";"0,00";;;"0,00";"0,00"
"08236019";"Friolzheim";"Gemeinden";"0,00";;;"0,00";
"08236025";"Heimsheim, Stadt";"Gemeinden";"0,00";;;"0,00";
"08236028";"Illingen";"Gemeinden";"0,44";;;"0,00";
"08236030";"Ispringen";"Gemeinden";"0,00";;;"0,00";
"08236031";"Kieselbronn";"Gemeinden";"0,00";;;"0,00";"0,00"
"08236033";"Knittlingen, Stadt";"Gemeinden";"0,00";;;"0,00";
"08236038";"Maulbronn, Stadt";"Gemeinden";"2,48";"1,89";"1,62";"0,77";"1,27"
"08236039";"Mönsheim";"Gemeinden";"0,00";;;"0,00";
"08236040";"Mühlacker, Stadt";"Gemeinden";"0,47";"0,49";"0,51";"0,43";"0,67"
"08236043";"Neuenbürg, Stadt";"Gemeinden";"0,88";"1,17";"1,17";"0,00";
"08236044";"Neuhausen";"Gemeinden";"4,22";"3,18";"2,92";"0,00";"3,30"
"08236046";"Niefern-Öschelbronn";"Gemeinden";"2,48";"2,91";"4,00";"1,60";"3,27"
"08236050";"Ötisheim";"Gemeinden";"0,00";;;"0,00";
"08236061";"Sternenfels";"Gemeinden";"2,13";"1,99";"1,48";"1,12";"1,55"
"08236062";"Tiefenbronn";"Gemeinden";"1,58";"1,84";"2,77";"1,54";"2,80"
"08236065";"Wiernsheim";"Gemeinden";"0,00";;;"0,00";
"08236067";"Wimsheim";"Gemeinden";"0,00";;;"0,00";"0,00"
"08236068";"Wurmberg";"Gemeinden";"0,00";;;"0,00";"0,00"
"08236070";"Keltern";"Gemeinden";"0,00";"0,38";"0,37";"0,14";
"08236071";"Remchingen";"Gemeinden";"0,00";;;"0,00";
"08236072";"Straubenhardt";"Gemeinden";"0,75";"0,68";"0,68";"0,00";"0,00"
"08236073";"Neulingen";"Gemeinden";"0,00";;;"0,00";
"08236074";"Kämpfelbach";"Gemeinden";"0,00";;;"0,00";
"08236075";"Ölbronn-Dürrn";"Gemeinden";"0,00";;;"0,00";"0,00"
"08236076";"Königsbach-Stein";"Gemeinden";"0,81";"1,14";;"0,00";
"08237002";"Alpirsbach, Stadt";"Gemeinden";"5,73";"5,47";"6,38";"5,81";"7,92"
"08237004";"Baiersbronn";"Gemeinden";"45,67";"50,67";"47,89";"29,91";"40,18"
"08237019";"Dornstetten, Stadt";"Gemeinden";"3,27";;;"1,56";"2,24"
"08237024";"Empfingen";"Gemeinden";"0,00";;;"0,00";
"08237027";"Eutingen im Gäu";"Gemeinden";"0,00";;;"0,00";"0,00"
"08237028";"Freudenstadt, Stadt";"Gemeinden";"13,33";"15,37";"16,46";"10,01";"16,04"
"08237030";"Glatten";"Gemeinden";"2,16";"2,85";"3,05";"0,00";
"08237032";"Grömbach";"Gemeinden";"0,00";;;"0,00";"0,00"
"08237040";"Horb am Neckar, Stadt";"Gemeinden";"0,99";"1,21";"1,45";"0,96";"1,50"
"08237045";"Loßburg";"Gemeinden";"12,54";"12,10";"12,79";"6,61";"10,46"
"08237054";"Pfalzgrafenweiler";"Gemeinden";"7,54";"10,09";"9,14";"5,79";"8,18"
"08237061";"Schopfloch";"Gemeinden";"0,00";;;"0,00";"0,00"
"08237072";"Wörnersberg";"Gemeinden";"0,00";;;"0,00";
"08237073";"Seewald";"Gemeinden";"19,84";"27,57";"26,79";"15,85";"23,21"
"08237074";"Waldachtal";"Gemeinden";"37,36";"43,66";"41,05";"27,47";"37,02"
"08237075";"Bad Rippoldsau-Schapbach";"Gemeinden";"41,81";"22,75";"19,50";"15,62";"19,44"
"08311000";"Freiburg im Breisgau, Stadt";"Gemeinden";"5,65";"6,30";"6,76";"5,47";"8,99"
"08315003";"Au";"Gemeinden";"0,00";;;"0,00";"0,00"
"08315004";"Auggen";"Gemeinden";"0,00";;;"0,00";
"08315006";"Bad Krozingen, Stadt";"Gemeinden";"29,94";"28,01";"24,61";"15,76";"20,60"
"08315007";"Badenweiler";"Gemeinden";"103,98";"101,07";"94,52";"57,27";"78,53"
"08315008";"Ballrechten-Dottingen";"Gemeinden";"0,00";"3,15";;"0,00";
"08315013";"Bötzingen";"Gemeinden";"3,08";"2,63";"2,71";"1,98";
"08315014";"Bollschweil";"Gemeinden";"0,00";;;"0,00";
"08315015";"Breisach am Rhein, Stadt";"Gemeinden";"8,01";"7,81";"6,79";"3,82";"5,66"
"08315016";"Breitnau";"Gemeinden";"45,16";"62,45";"62,59";"41,73";"71,62"
"08315020";"Buchenbach";"Gemeinden";"11,14";"8,15";"9,59";"5,44";"9,34"
"08315022";"Buggingen";"Gemeinden";"0,00";;;"0,00";
"08315028";"Ebringen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08315030";"Eichstetten am Kaiserstuhl";"Gemeinden";"0,00";;;"0,00";
"08315031";"Eisenbach (Hochschwarzwald)";"Gemeinden";"8,24";"8,78";"9,50";"5,97";"8,02"
"08315033";"Eschbach";"Gemeinden";"2,16";"1,49";;"0,00";"3,69"
"08315037";"Feldberg (Schwarzwald)";"Gemeinden";"242,56";"264,26";"262,10";"184,82";"257,24"
"08315039";"Friedenweiler";"Gemeinden";"8,74";"11,14";"7,16";"2,62";"4,48"
"08315041";"Glottertal";"Gemeinden";"47,26";"48,31";"46,48";"34,93";"39,02"
"08315043";"Gottenheim";"Gemeinden";"0,00";;;"0,00";
"08315047";"Gundelfingen";"Gemeinden";"0,00";;;"0,00";
"08315048";"Hartheim am Rhein";"Gemeinden";"0,00";;;"0,00";
"08315050";"Heitersheim, Stadt";"Gemeinden";"3,84";"4,83";"5,00";"3,73";"5,06"
"08315051";"Heuweiler";"Gemeinden";"0,00";;;"0,00";
"08315052";"Hinterzarten";"Gemeinden";"171,70";"189,43";"187,44";"130,30";"205,85"
"08315056";"Horben";"Gemeinden";"10,29";;"5,22";"3,65";"9,40"
"08315059";"Ihringen";"Gemeinden";"10,19";"12,00";"14,84";"11,36";"15,27"
"08315064";"Kirchzarten";"Gemeinden";"14,65";"16,26";"14,77";"13,20";"17,26"
"08315068";"Lenzkirch";"Gemeinden";"32,36";"38,63";"44,86";"23,33";"35,34"
"08315070";"Löffingen, Stadt";"Gemeinden";"6,08";"7,18";"5,96";"5,57";"6,29"
"08315072";"Merdingen";"Gemeinden";"0,00";;;"0,00";
"08315073";"Merzhausen";"Gemeinden";"2,17";"2,27";"1,86";"1,22";"11,15"
"08315074";"Müllheim im Markgräflerland, Stadt";"Gemeinden";"3,64";"3,34";"3,21";"2,36";"3,09"
"08315076";"Neuenburg am Rhein, Stadt";"Gemeinden";"9,42";"9,58";"9,09";"7,52";"10,30"
"08315084";"Oberried";"Gemeinden";"22,82";"26,63";"27,94";"24,21";"38,19"
"08315089";"Pfaffenweiler";"Gemeinden";"0,00";;;"0,00";
"08315094";"St. Märgen";"Gemeinden";"24,65";"32,43";"34,36";"19,33";"24,20"
"08315095";"St. Peter";"Gemeinden";"12,54";"14,22";"14,92";"11,74";"9,38"
"08315098";"Schallstadt";"Gemeinden";"6,99";;;"0,00";
"08315102";"Schluchsee";"Gemeinden";"140,63";"142,46";"144,00";"91,99";"125,28"
"08315107";"Sölden";"Gemeinden";"0,00";;;"0,00";"0,00"
"08315108";"Staufen im Breisgau, Stadt";"Gemeinden";"13,64";"14,78";"13,66";"12,14";"17,02"
"08315109";"Stegen";"Gemeinden";"1,02";"0,72";;"0,00";
"08315111";"Sulzburg, Stadt";"Gemeinden";"17,77";"19,29";"20,01";"15,32";"18,71"
"08315113";"Titisee-Neustadt, Stadt";"Gemeinden";"35,22";"35,45";"38,75";"26,55";"36,08"
"08315115";"Umkirch";"Gemeinden";"0,00";;"7,98";"6,36";"9,50"
"08315125";"Wittnau";"Gemeinden";"0,00";;;"0,00";
"08315130";"Münstertal/Schwarzwald";"Gemeinden";"41,71";"47,07";"54,41";"41,21";"59,65"
"08315131";"Ehrenkirchen";"Gemeinden";"0,52";;;"0,00";
"08315132";"March";"Gemeinden";"1,69";"2,30";"1,67";"1,13";"1,89"
"08315133";"Vogtsburg im Kaiserstuhl, Stadt";"Gemeinden";"11,20";"9,27";"11,73";"7,93";"10,29"
"08316002";"Bahlingen am Kaiserstuhl";"Gemeinden";"0,00";;;"0,00";
"08316003";"Biederbach";"Gemeinden";"6,06";"5,92";"6,96";"6,62";"8,67"
"08316009";"Denzlingen";"Gemeinden";"0,70";"0,77";"0,66";"0,00";
"08316010";"Elzach, Stadt";"Gemeinden";"6,00";"5,27";"5,77";"5,01";"7,72"
"08316011";"Emmendingen, Stadt";"Gemeinden";"1,35";"1,52";"1,70";"0,87";"0,68"
"08316012";"Endingen am Kaiserstuhl, Stadt";"Gemeinden";"3,05";"5,04";"5,92";"4,39";"5,24"
"08316013";"Forchheim";"Gemeinden";"0,00";;;"0,00";"0,00"
"08316014";"Gutach im Breisgau";"Gemeinden";"3,33";"4,76";"5,03";"0,00";
"08316017";"Herbolzheim, Stadt";"Gemeinden";"3,92";"3,50";"3,92";"4,49";"6,74"
"08316020";"Kenzingen, Stadt";"Gemeinden";"2,20";"2,24";"2,53";"1,84";"3,52"
"08316024";"Malterdingen";"Gemeinden";"0,00";;;"0,00";
"08316036";"Reute";"Gemeinden";"0,00";;;"0,00";
"08316037";"Riegel am Kaiserstuhl";"Gemeinden";"10,51";"11,55";"14,74";"11,25";"15,27"
"08316038";"Sasbach am Kaiserstuhl";"Gemeinden";"2,41";"4,46";"3,74";"2,30";"2,96"
"08316039";"Sexau";"Gemeinden";"2,11";;;"0,00";
"08316042";"Simonswald";"Gemeinden";"34,20";"38,93";"26,87";"19,04";"27,47"
"08316043";"Teningen";"Gemeinden";"1,33";"1,48";;"0,81";"1,01"
"08316045";"Vörstetten";"Gemeinden";"0,00";;;"0,00";
"08316049";"Weisweil";"Gemeinden";"0,00";;;"0,00";
"08316051";"Wyhl am Kaiserstuhl";"Gemeinden";"0,00";;;"0,00";
"08316053";"Rheinhausen";"Gemeinden";"0,00";;;"3,81";"6,56"
"08316054";"Freiamt";"Gemeinden";"12,13";"12,55";"12,77";"8,68";"11,23"
"08316055";"Winden im Elztal";"Gemeinden";"15,18";"16,86";"24,06";"16,69";"25,02"
"08316056";"Waldkirch, Stadt";"Gemeinden";"2,04";"2,15";"2,71";"1,87";"2,86"
"08317001";"Achern, Stadt";"Gemeinden";"1,55";"1,62";"2,26";"1,77";"2,19"
"08317005";"Appenweier";"Gemeinden";"1,67";"1,83";"1,47";"0,99";"1,48"
"08317008";"Bad Peterstal-Griesbach";"Gemeinden";"68,44";"65,29";"60,80";"42,95";"47,14"
"08317009";"Berghaupten";"Gemeinden";"0,00";;;"0,00";
"08317011";"Biberach";"Gemeinden";"5,99";"7,72";"7,19";"5,00";"6,37"
"08317021";"Durbach";"Gemeinden";"40,21";"43,20";"50,38";"35,85";"46,03"
"08317026";"Ettenheim, Stadt";"Gemeinden";"4,04";"3,88";"4,03";"3,37";"6,30"
"08317029";"Fischerbach";"Gemeinden";"4,49";"7,19";"7,07";"6,13";"7,95"
"08317031";"Friesenheim";"Gemeinden";"5,07";"3,00";"4,24";"2,58";"4,84"
"08317034";"Gengenbach, Stadt";"Gemeinden";"14,88";"16,91";"16,52";"13,82";"18,23"
"08317039";"Gutach (Schwarzwaldbahn)";"Gemeinden";"4,50";"4,92";"7,42";"4,08";"5,71"
"08317040";"Haslach im Kinzigtal, Stadt";"Gemeinden";"2,40";"2,00";"3,10";"2,64";"5,25"
"08317041";"Hausach, Stadt";"Gemeinden";"1,97";"2,74";"2,90";"2,13";"2,77"
"08317046";"Hofstetten";"Gemeinden";"7,03";"7,40";"6,17";"3,58";"7,59"
"08317047";"Hohberg";"Gemeinden";"0,00";"1,29";"1,09";"1,10";"1,99"
"08317051";"Hornberg, Stadt";"Gemeinden";"12,89";"16,06";"16,46";"10,21";"15,73"
"08317056";"Kappelrodeck";"Gemeinden";"2,87";"4,11";"5,40";"3,50";"4,13"
"08317057";"Kehl, Stadt";"Gemeinden";"5,22";"6,51";"6,39";"3,72";"6,81"
"08317059";"Kippenheim";"Gemeinden";"1,26";;;"0,00";
"08317065";"Lahr/Schwarzwald, Stadt";"Gemeinden";"1,71";"1,63";"1,65";"1,12";"1,46"
"08317067";"Lautenbach";"Gemeinden";"4,72";"6,51";;"0,00";
"08317068";"Lauf";"Gemeinden";"0,00";;;"0,00";
"08317073";"Mahlberg, Stadt";"Gemeinden";"1,27";;;"0,00";
"08317075";"Meißenheim";"Gemeinden";"0,00";;;"0,00";
"08317078";"Mühlenbach";"Gemeinden";"5,35";"11,85";"10,40";"6,93";"10,51"
"08317085";"Nordrach";"Gemeinden";"78,04";"68,47";"58,10";"34,51";"42,61"
"08317088";"Oberharmersbach";"Gemeinden";"33,40";"31,04";"28,23";"19,81";"25,27"
"08317089";"Oberkirch, Stadt";"Gemeinden";"4,76";"5,54";"6,45";"4,24";"5,78"
"08317093";"Oberwolfach";"Gemeinden";"18,97";"19,83";"18,49";"9,73";"14,19"
"08317096";"Offenburg, Stadt";"Gemeinden";"2,29";"2,33";"2,69";"1,92";"3,29"
"08317097";"Ohlsbach";"Gemeinden";"6,00";"5,12";"4,87";"2,99";"2,81"
"08317098";"Oppenau, Stadt";"Gemeinden";"8,19";"9,65";"9,85";"6,86";"9,24"
"08317100";"Ortenberg";"Gemeinden";"0,00";;;"0,00";
"08317102";"Ottenhöfen im Schwarzwald";"Gemeinden";"4,60";"7,29";"6,97";"4,00";"6,31"
"08317110";"Renchen, Stadt";"Gemeinden";"0,37";;"0,51";"0,34";"0,48"
"08317113";"Ringsheim";"Gemeinden";"15,63";"13,04";"10,32";"31,20";"68,18"
"08317114";"Rust";"Gemeinden";"183,78";"232,13";"244,17";"220,74";"315,47"
"08317116";"Sasbach";"Gemeinden";"2,13";"2,89";"4,30";"1,14";"2,67"
"08317118";"Sasbachwalden";"Gemeinden";"41,11";"29,54";"32,54";"23,19";"25,61"
"08317121";"Schuttertal";"Gemeinden";"6,47";"6,48";"6,43";"2,75";"5,03"
"08317122";"Schutterwald";"Gemeinden";"0,00";;;"0,00";"0,00"
"08317126";"Seebach";"Gemeinden";"12,55";"23,10";"24,20";"16,20";"23,95"
"08317127";"Seelbach";"Gemeinden";"19,59";"20,90";"25,05";"23,43";"34,89"
"08317129";"Steinach";"Gemeinden";"2,86";"11,11";"12,31";"9,25";"13,31"
"08317141";"Willstätt";"Gemeinden";"0,60";"0,75";"1,07";"0,59";"0,79"
"08317145";"Wolfach, Stadt";"Gemeinden";"16,20";"21,82";"20,33";"16,58";"24,39"
"08317146";"Zell am Harmersbach, Stadt";"Gemeinden";"12,34";"13,44";"9,17";"6,09";"8,49"
"08317150";"Schwanau";"Gemeinden";"1,64";"1,90";;"0,00";"1,98"
"08317151";"Neuried";"Gemeinden";"1,47";"1,44";"2,10";"1,29";"1,50"
"08317152";"Kappel-Grafenhausen";"Gemeinden";"5,13";"6,23";"7,07";"5,22";"8,60"
"08317153";"Rheinau, Stadt";"Gemeinden";"0,93";"1,28";"1,62";"0,52";"1,28"
"08317971";"Rheinau, gemeindefreies Gebiet";"Gemeinden";"0,00";;;;
"08325001";"Aichhalden";"Gemeinden";"1,63";"1,33";;"0,00";
"08325009";"Bösingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08325011";"Dietingen";"Gemeinden";"0,00";;;"0,00";
"08325012";"Dornhan, Stadt";"Gemeinden";"1,89";"2,34";;"0,00";
"08325014";"Dunningen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08325015";"Epfendorf";"Gemeinden";"0,00";;;"0,00";
"08325024";"Hardt";"Gemeinden";"0,00";;;"0,00";
"08325036";"Lauterbach";"Gemeinden";"9,30";"9,01";"13,79";"10,48";"14,59"
"08325045";"Oberndorf am Neckar, Stadt";"Gemeinden";"1,05";"1,05";"1,38";"0,79";"0,95"
"08325049";"Rottweil, Stadt";"Gemeinden";"1,50";"2,05";"2,67";"1,40";"2,38"
"08325050";"Schenkenzell";"Gemeinden";"11,56";"7,25";"9,26";"6,64";"7,41"
"08325051";"Schiltach, Stadt";"Gemeinden";"3,06";"3,93";"3,75";"2,99";"4,28"
"08325053";"Schramberg, Stadt";"Gemeinden";"3,96";"4,31";"3,97";"2,70";"3,40"
"08325057";"Sulz am Neckar, Stadt";"Gemeinden";"3,99";"4,44";"3,94";"1,91";"2,90"
"08325060";"Villingendorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"08325061";"Vöhringen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08325064";"Wellendingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08325069";"Zimmern ob Rottweil";"Gemeinden";"0,00";"0,54";"0,55";"0,31";"0,62"
"08325070";"Fluorn-Winzeln";"Gemeinden";"0,00";;;"0,00";
"08325071";"Eschbronn";"Gemeinden";"0,00";;;"0,00";"0,00"
"08325072";"Deißlingen";"Gemeinden";"0,00";;;"0,00";
"08326003";"Bad Dürrheim, Stadt";"Gemeinden";"39,49";"40,65";"40,38";"27,63";"35,68"
"08326005";"Blumberg, Stadt";"Gemeinden";"2,15";"2,34";"2,86";"1,45";"1,79"
"08326006";"Bräunlingen, Stadt";"Gemeinden";"4,20";"4,21";"4,09";"3,52";"5,37"
"08326010";"Dauchingen";"Gemeinden";"0,00";;;"0,00";
"08326012";"Donaueschingen, Stadt";"Gemeinden";"8,00";"9,28";"9,54";"7,03";"10,55"
"08326017";"Furtwangen im Schwarzwald, Stadt";"Gemeinden";"11,55";"11,01";"12,73";"8,93";"13,80"
"08326020";"Gütenbach";"Gemeinden";"0,00";;;"0,00";"0,00"
