Kennziffer;Raumeinheit;Aggregat;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben
"08326027";"Hüfingen, Stadt";"Gemeinden";"2,16";"2,79";"3,28";"2,53";"2,81"
"08326031";"Königsfeld im Schwarzwald";"Gemeinden";"33,96";"29,73";"24,79";"16,99";"17,12"
"08326037";"Mönchweiler";"Gemeinden";"0,00";;;"0,00";
"08326041";"Niedereschach";"Gemeinden";"0,00";;;"0,00";
"08326052";"St. Georgen im Schwarzwald, Stadt";"Gemeinden";"2,79";"3,06";"3,44";"2,58";"3,99"
"08326054";"Schönwald im Schwarzwald";"Gemeinden";"29,72";"26,51";"26,92";"16,09";"17,79"
"08326055";"Schonach im Schwarzwald";"Gemeinden";"11,10";"10,70";"7,73";"4,48";"6,45"
"08326060";"Triberg im Schwarzwald, Stadt";"Gemeinden";"24,29";"22,52";"31,36";"17,31";"25,08"
"08326061";"Tuningen";"Gemeinden";"0,00";;;"0,00";
"08326065";"Unterkirnach";"Gemeinden";"21,56";"23,09";"21,45";"15,85";"24,64"
"08326068";"Vöhrenbach, Stadt";"Gemeinden";"2,77";"3,37";"4,33";"4,36";"6,11"
"08326074";"Villingen-Schwenningen, Stadt";"Gemeinden";"2,19";"2,36";"1,58";"1,01";"2,37"
"08326075";"Brigachtal";"Gemeinden";"0,00";;;"0,00";
"08327002";"Aldingen";"Gemeinden";"0,00";;;"0,00";"1,75"
"08327004";"Bärenthal";"Gemeinden";"0,00";;;"0,00";
"08327005";"Balgheim";"Gemeinden";"0,00";;;"0,00";
"08327006";"Böttingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08327007";"Bubsheim";"Gemeinden";"0,00";;;"0,00";"0,00"
"08327008";"Buchheim";"Gemeinden";"0,00";;;"0,00";"0,00"
"08327009";"Deilingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08327010";"Denkingen";"Gemeinden";"0,00";;;"0,00";
"08327011";"Dürbheim";"Gemeinden";"0,00";;;"0,00";
"08327012";"Durchhausen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08327013";"Egesheim";"Gemeinden";"0,00";;;"0,00";"0,00"
"08327016";"Fridingen an der Donau, Stadt";"Gemeinden";"3,85";"4,52";"3,29";"3,48";"5,44"
"08327017";"Frittlingen";"Gemeinden";"0,00";;;"0,00";
"08327018";"Geisingen, Stadt";"Gemeinden";"0,00";"4,14";"4,52";"2,20";"4,96"
"08327019";"Gosheim";"Gemeinden";"0,00";;;"0,00";"0,00"
"08327020";"Gunningen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08327023";"Hausen ob Verena";"Gemeinden";"0,00";;;"0,00";
"08327025";"Immendingen";"Gemeinden";"1,06";"2,03";"1,79";"0,96";"1,06"
"08327027";"Irndorf";"Gemeinden";"7,13";"6,36";;"0,00";
"08327029";"Königsheim";"Gemeinden";"0,00";;;"0,00";
"08327030";"Kolbingen";"Gemeinden";"0,00";;;"0,00";
"08327033";"Mahlstetten";"Gemeinden";"0,00";;;"0,00";
"08327036";"Mühlheim an der Donau, Stadt";"Gemeinden";"1,76";"1,97";"1,49";"1,24";"1,63"
"08327038";"Neuhausen ob Eck";"Gemeinden";"0,00";;;"0,00";
"08327040";"Reichenbach am Heuberg";"Gemeinden";"0,00";;;"0,00";"0,00"
"08327041";"Renquishausen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08327046";"Spaichingen, Stadt";"Gemeinden";"0,47";"0,66";"0,54";"0,28";"0,62"
"08327048";"Talheim";"Gemeinden";"0,00";;;"0,00";"0,00"
"08327049";"Trossingen, Stadt";"Gemeinden";"1,69";"2,00";"1,94";"1,15";"1,99"
"08327050";"Tuttlingen, Stadt";"Gemeinden";"1,68";"2,03";"3,40";"2,01";"3,25"
"08327051";"Wehingen";"Gemeinden";"0,00";;;"0,00";
"08327054";"Wurmlingen";"Gemeinden";"0,00";;;"0,00";
"08327055";"Seitingen-Oberflacht";"Gemeinden";"0,00";;;"0,00";"0,00"
"08327056";"Rietheim-Weilheim";"Gemeinden";"0,00";;"2,32";"1,84";
"08327057";"Emmingen-Liptingen";"Gemeinden";"0,00";;;"0,41";"0,45"
"08335001";"Aach, Stadt";"Gemeinden";"0,00";;;"0,00";"0,00"
"08335002";"Allensbach";"Gemeinden";"22,66";"22,06";"29,07";"27,54";"32,78"
"08335015";"Büsingen am Hochrhein";"Gemeinden";"0,00";;;"0,00";
"08335021";"Eigeltingen";"Gemeinden";"0,00";;"2,17";"0,00";
"08335022";"Engen, Stadt";"Gemeinden";"2,70";"2,80";"4,00";"1,59";"1,71"
"08335025";"Gaienhofen";"Gemeinden";"33,04";"39,70";"44,52";"41,59";"56,70"
"08335026";"Gailingen am Hochrhein";"Gemeinden";"0,00";"51,40";"60,95";"53,04";"58,77"
"08335028";"Gottmadingen";"Gemeinden";"2,24";"2,46";"1,92";"1,52";"2,09"
"08335035";"Hilzingen";"Gemeinden";"1,90";"1,79";"1,47";"1,55";"1,00"
"08335043";"Konstanz, Universitätsstadt";"Gemeinden";"6,76";"8,21";"10,61";"8,30";"12,77"
"08335055";"Moos";"Gemeinden";"7,42";"7,44";"5,81";"5,32";"4,91"
"08335057";"Mühlingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08335061";"Öhningen";"Gemeinden";"8,65";"8,42";"7,35";"7,38";"11,33"
"08335063";"Radolfzell am Bodensee, Stadt";"Gemeinden";"7,56";"8,47";"10,72";"8,82";"12,12"
"08335066";"Reichenau";"Gemeinden";"35,11";"28,41";"32,20";"27,52";"39,11"
"08335075";"Singen (Hohentwiel), Stadt";"Gemeinden";"2,01";"2,33";"2,35";"2,09";"3,10"
"08335077";"Steißlingen";"Gemeinden";"1,41";"1,85";;"3,86";"4,79"
"08335079";"Stockach, Stadt";"Gemeinden";"2,54";"2,97";"3,04";"2,42";"2,77"
"08335080";"Tengen, Stadt";"Gemeinden";"0,00";"14,48";"22,55";"21,20";
"08335081";"Volkertshausen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08335096";"Hohenfels";"Gemeinden";"0,00";;;"0,00";"0,00"
"08335097";"Mühlhausen-Ehingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08335098";"Bodman-Ludwigshafen";"Gemeinden";"17,92";"21,06";"24,23";"19,41";"26,32"
"08335099";"Orsingen-Nenzingen";"Gemeinden";"2,31";"11,69";"15,99";"18,46";"22,32"
"08335100";"Rielasingen-Worblingen";"Gemeinden";"0,73";"1,30";"2,20";"1,75";"2,00"
"08336004";"Aitern";"Gemeinden";"40,67";"41,97";"42,56";"33,91";"49,59"
"08336006";"Bad Bellingen";"Gemeinden";"57,22";"58,75";"47,83";"29,87";"37,96"
"08336008";"Binzen";"Gemeinden";"5,35";"5,64";"4,96";"2,64";"5,55"
"08336010";"Böllen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08336014";"Efringen-Kirchen";"Gemeinden";"1,16";"1,35";"1,67";"1,12";"2,46"
"08336019";"Eimeldingen";"Gemeinden";"1,22";;;"0,00";
"08336024";"Fischingen";"Gemeinden";"0,00";;;"0,00";
"08336025";"Fröhnd";"Gemeinden";"6,60";"15,98";"17,58";"13,77";"18,64"
"08336034";"Hasel";"Gemeinden";"0,00";;;"0,00";
"08336036";"Hausen im Wiesental";"Gemeinden";"0,00";;;"0,00";"0,00"
"08336043";"Inzlingen";"Gemeinden";"0,00";;;"0,00";
"08336045";"Kandern, Stadt";"Gemeinden";"3,47";"2,22";"2,02";"0,58";
"08336050";"Lörrach, Stadt";"Gemeinden";"2,32";"2,83";"3,17";"1,71";"4,69"
"08336057";"Maulburg";"Gemeinden";"0,00";;;"0,00";
"08336069";"Rheinfelden (Baden), Stadt";"Gemeinden";"1,70";"2,10";"1,74";"1,15";"1,76"
"08336073";"Rümmingen";"Gemeinden";"0,00";;;"0,00";
"08336075";"Schallbach";"Gemeinden";"0,00";;;"0,00";
"08336078";"Schliengen";"Gemeinden";"2,73";"2,40";"1,79";"1,82";"2,08"
"08336079";"Schönau im Schwarzwald, Stadt";"Gemeinden";"5,79";"9,86";"10,04";"5,34";"8,23"
"08336080";"Schönenberg";"Gemeinden";"0,00";;;"0,00";"0,00"
"08336081";"Schopfheim, Stadt";"Gemeinden";"2,47";"2,42";"2,27";"1,55";"2,50"
"08336082";"Schwörstadt";"Gemeinden";"0,00";;;"0,00";
"08336084";"Steinen";"Gemeinden";"2,88";"4,06";"3,54";"2,35";"4,01"
"08336087";"Todtnau, Stadt";"Gemeinden";"54,67";"58,36";"56,93";"40,09";"56,23"
"08336089";"Tunau";"Gemeinden";"0,00";;;"0,00";
"08336090";"Utzenfeld";"Gemeinden";"0,00";;;"0,00";
"08336091";"Weil am Rhein, Stadt";"Gemeinden";"3,65";"4,90";"6,62";"4,74";"7,76"
"08336094";"Wembach";"Gemeinden";"0,00";;;"0,00";"0,00"
"08336096";"Wieden";"Gemeinden";"57,76";"36,11";"50,02";"29,73";"38,95"
"08336100";"Wittlingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08336103";"Zell im Wiesental, Stadt";"Gemeinden";"2,25";"2,54";"2,61";"1,47";"2,43"
"08336104";"Malsburg-Marzell";"Gemeinden";"0,00";;;"0,00";"0,00"
"08336105";"Grenzach-Wyhlen";"Gemeinden";"1,46";"2,03";"3,46";"2,39";"3,31"
"08336106";"Häg-Ehrsberg";"Gemeinden";"0,00";;;"0,00";"0,00"
"08336107";"Kleines Wiesental";"Gemeinden";"8,92";"9,05";"5,69";"5,16";"5,85"
"08337002";"Albbruck";"Gemeinden";"0,00";;;"0,00";
"08337013";"Bernau im Schwarzwald";"Gemeinden";"40,28";"45,63";"49,82";"31,24";"49,62"
"08337022";"Bonndorf im Schwarzwald, Stadt";"Gemeinden";"11,94";"10,76";"10,39";"5,90";"7,73"
"08337027";"Dachsberg (Südschwarzwald)";"Gemeinden";"11,45";"13,71";"10,99";"7,51";"12,81"
"08337030";"Dettighofen";"Gemeinden";"0,00";;;"0,00";
"08337032";"Dogern";"Gemeinden";"0,00";;;"0,00";"0,00"
"08337038";"Görwihl";"Gemeinden";"2,47";"3,81";"3,26";"1,76";"1,33"
"08337039";"Grafenhausen";"Gemeinden";"27,90";"26,83";"35,55";"21,41";"34,88"
"08337045";"Häusern";"Gemeinden";"32,09";"41,00";"39,52";"29,31";"46,75"
"08337049";"Herrischried";"Gemeinden";"10,94";"10,65";"8,52";"3,83";"8,36"
"08337051";"Höchenschwand";"Gemeinden";"63,07";"72,35";"62,24";"34,88";"44,46"
"08337053";"Hohentengen am Hochrhein";"Gemeinden";"0,53";"0,94";"0,92";"1,79";"2,55"
"08337059";"Ibach";"Gemeinden";"17,07";"21,32";;"0,00";
"08337060";"Jestetten";"Gemeinden";"1,29";;"1,52";"0,00";"1,25"
"08337062";"Klettgau";"Gemeinden";"0,00";;;"0,97";"1,84"
"08337065";"Lauchringen";"Gemeinden";"1,63";"2,03";"1,98";"1,58";"2,69"
"08337066";"Laufenburg (Baden), Stadt";"Gemeinden";"1,86";"1,85";"1,93";"1,52";"2,18"
"08337070";"Lottstetten";"Gemeinden";"0,00";;;"0,00";"5,64"
"08337076";"Murg";"Gemeinden";"0,00";;"1,10";"0,85";
"08337090";"Rickenbach";"Gemeinden";"22,01";"23,44";"25,23";"20,92";"26,98"
"08337096";"Bad Säckingen, Stadt";"Gemeinden";"9,69";"10,20";"8,55";"6,16";"8,16"
"08337097";"St. Blasien, Stadt";"Gemeinden";"45,42";"45,24";"42,23";"30,56";"38,33"
"08337106";"Stühlingen, Stadt";"Gemeinden";"4,14";"5,80";"6,68";"4,42";"5,47"
"08337108";"Todtmoos";"Gemeinden";"106,32";"117,14";"91,92";"51,22";"65,57"
"08337116";"Wehr, Stadt";"Gemeinden";"0,00";;"0,99";"0,72";"0,92"
"08337118";"Weilheim";"Gemeinden";"2,81";"2,31";"2,05";"0,86";"1,64"
"08337123";"Wutöschingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08337124";"Eggingen";"Gemeinden";"0,00";;;"0,00";
"08337125";"Küssaberg";"Gemeinden";"1,62";"1,69";"1,31";"0,76";"1,32"
"08337126";"Waldshut-Tiengen, Stadt";"Gemeinden";"2,21";"3,01";"3,21";"1,99";"2,41"
"08337127";"Wutach";"Gemeinden";"8,81";"8,10";"6,12";"6,47";"8,28"
"08337128";"Ühlingen-Birkendorf";"Gemeinden";"5,25";"7,83";"9,07";"5,85";"8,54"
"08415014";"Dettingen an der Erms";"Gemeinden";"1,01";"1,88";"1,92";"0,80";"1,48"
"08415019";"Eningen unter Achalm";"Gemeinden";"0,71";"0,66";"0,65";"0,00";"0,34"
"08415027";"Gomadingen";"Gemeinden";"16,48";"12,08";"4,68";"2,85";"4,60"
"08415028";"Grabenstetten";"Gemeinden";"0,00";;;"0,00";
"08415029";"Grafenberg";"Gemeinden";"0,00";;;"0,00";
"08415034";"Hayingen, Stadt";"Gemeinden";"32,52";"30,91";"33,44";"23,30";"30,23"
"08415039";"Hülben";"Gemeinden";"0,00";;;"0,00";
"08415048";"Mehrstetten";"Gemeinden";"4,02";"3,35";;"0,00";
"08415050";"Metzingen, Stadt";"Gemeinden";"1,99";"2,72";"3,01";"1,94";"3,46"
"08415053";"Münsingen, Stadt";"Gemeinden";"2,10";"4,11";"5,55";"4,81";"6,27"
"08415058";"Pfronstetten";"Gemeinden";"0,00";;;"0,00";
"08415059";"Pfullingen, Stadt";"Gemeinden";"0,98";"1,31";"1,22";"0,54";
"08415060";"Pliezhausen";"Gemeinden";"0,00";;;"0,00";
"08415061";"Reutlingen, Stadt";"Gemeinden";"1,24";"1,51";"1,64";"0,86";"1,94"
"08415062";"Riederich";"Gemeinden";"0,00";"5,09";"5,18";"2,59";"5,35"
"08415073";"Trochtelfingen, Stadt";"Gemeinden";"0,00";"2,68";"2,76";"1,51";"2,16"
"08415078";"Bad Urach, Stadt";"Gemeinden";"29,59";"30,56";"30,32";"21,25";"27,68"
"08415080";"Wannweil";"Gemeinden";"0,00";;;"0,00";"0,00"
"08415085";"Zwiefalten";"Gemeinden";"3,23";"3,20";"5,31";"2,51";"3,23"
"08415087";"Walddorfhäslach";"Gemeinden";"0,00";;;"0,00";
"08415088";"Römerstein";"Gemeinden";"2,14";"1,64";"2,03";"0,92";"0,93"
"08415089";"Engstingen";"Gemeinden";"0,00";;;"1,77";"2,45"
"08415090";"Hohenstein";"Gemeinden";"0,00";;;"0,00";
"08415091";"Sonnenbühl";"Gemeinden";"12,70";"12,85";"14,10";"8,70";"12,78"
"08415092";"Lichtenstein";"Gemeinden";"1,52";"1,50";"1,63";"1,24";"2,04"
"08415093";"St. Johann";"Gemeinden";"2,10";"3,59";"4,46";"1,97";"3,83"
"08415971";"Gutsbezirk Münsingen, gemeindefreies Gebiet";"Gemeinden";"0,00";;;;
"08416006";"Bodelshausen";"Gemeinden";"0,00";;;"0,00";
"08416009";"Dettenhausen";"Gemeinden";"0,00";;;"0,00";
"08416011";"Dußlingen";"Gemeinden";"0,00";;;"0,00";
"08416015";"Gomaringen";"Gemeinden";"2,20";"1,91";"2,10";"1,26";
"08416018";"Hirrlingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08416022";"Kirchentellinsfurt";"Gemeinden";"0,00";;;"0,00";
"08416023";"Kusterdingen";"Gemeinden";"0,00";"1,77";"1,80";"1,42";"1,90"
"08416025";"Mössingen, Stadt";"Gemeinden";"0,64";"0,74";"0,80";"0,79";"1,08"
"08416026";"Nehren";"Gemeinden";"0,00";;;"0,00";
"08416031";"Ofterdingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08416036";"Rottenburg am Neckar, Stadt";"Gemeinden";"1,28";"1,48";"1,37";"0,76";"1,31"
"08416041";"Tübingen, Universitätsstadt";"Gemeinden";"2,35";"2,76";"3,01";"1,68";"3,15"
"08416048";"Ammerbuch";"Gemeinden";"0,39";"0,59";"0,85";"0,00";
"08416049";"Neustetten";"Gemeinden";"0,00";;;"0,00";
"08416050";"Starzach";"Gemeinden";"0,00";;;"0,00";
"08417002";"Balingen, Stadt";"Gemeinden";"1,70";"1,80";"1,78";"0,74";"1,30"
"08417008";"Bisingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08417010";"Bitz";"Gemeinden";"0,00";;;"0,00";"0,00"
"08417013";"Burladingen, Stadt";"Gemeinden";"0,33";"0,28";"0,40";"0,21";"0,44"
"08417014";"Dautmergen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08417015";"Dormettingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08417016";"Dotternhausen";"Gemeinden";"0,00";;;"0,00";
"08417022";"Geislingen, Stadt";"Gemeinden";"0,00";;;"0,00";
"08417023";"Grosselfingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08417025";"Haigerloch, Stadt";"Gemeinden";"1,20";"1,18";"1,23";"0,61";"0,61"
"08417029";"Hausen am Tann";"Gemeinden";"0,00";;;"0,00";"0,00"
"08417031";"Hechingen, Stadt";"Gemeinden";"1,76";"1,89";"2,10";"1,12";"1,47"
"08417036";"Jungingen";"Gemeinden";"0,00";;;"0,00";
"08417044";"Meßstetten, Stadt";"Gemeinden";"5,03";"4,89";"4,99";"2,32";"5,11"
"08417045";"Nusplingen";"Gemeinden";"0,65";;;"0,00";
"08417047";"Obernheim";"Gemeinden";"0,00";;;"0,00";
"08417051";"Rangendingen";"Gemeinden";"0,00";;;"0,00";
"08417052";"Ratshausen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08417054";"Rosenfeld, Stadt";"Gemeinden";"0,00";;;"0,00";
"08417057";"Schömberg, Stadt";"Gemeinden";"3,54";"2,62";"4,00";"2,31";"3,74"
"08417063";"Straßberg";"Gemeinden";"0,00";;;"0,00";
"08417071";"Weilen unter den Rinnen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08417075";"Winterlingen";"Gemeinden";"0,00";;;"0,00";
"08417078";"Zimmern unter der Burg";"Gemeinden";"0,00";;;"0,00";
"08417079";"Albstadt, Stadt";"Gemeinden";"2,36";"2,38";"2,28";"1,67";"2,78"
"08421000";"Ulm, Universitätsstadt";"Gemeinden";"3,19";"4,33";"5,10";"3,62";"6,49"
"08425002";"Allmendingen";"Gemeinden";"0,00";;;"0,00";
"08425004";"Altheim";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425005";"Altheim (Alb)";"Gemeinden";"0,00";;;"0,00";
"08425008";"Amstetten";"Gemeinden";"0,00";;;"0,00";
"08425011";"Asselfingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425013";"Ballendorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425014";"Beimerstetten";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425017";"Berghülen";"Gemeinden";"0,00";;;"0,00";
"08425019";"Bernstadt";"Gemeinden";"0,00";;;"0,00";
"08425020";"Blaubeuren, Stadt";"Gemeinden";"5,04";"8,49";"7,47";"4,98";"7,47"
"08425022";"Börslingen";"Gemeinden";"0,00";;;"0,00";
"08425024";"Breitingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425028";"Dietenheim, Stadt";"Gemeinden";"1,76";"1,55";;"0,00";
"08425031";"Dornstadt";"Gemeinden";"0,00";;;"0,00";"2,06"
"08425033";"Ehingen (Donau), Stadt";"Gemeinden";"2,13";"2,88";"2,89";"2,48";"3,56"
"08425035";"Emeringen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425036";"Emerkingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425039";"Erbach, Stadt";"Gemeinden";"1,11";"0,99";"1,51";"1,07";"1,57"
"08425050";"Griesingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425052";"Grundsheim";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425055";"Hausen am Bussen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425062";"Holzkirch";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425064";"Hüttisheim";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425066";"Illerrieden";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425071";"Laichingen, Stadt";"Gemeinden";"3,54";"3,09";"4,31";"3,77";"6,28"
"08425072";"Langenau, Stadt";"Gemeinden";"2,29";"4,70";"5,36";"2,70";"5,07"
"08425073";"Lauterach";"Gemeinden";"0,00";;;"0,00";
"08425075";"Lonsee";"Gemeinden";"0,00";;;"0,00";
"08425079";"Merklingen";"Gemeinden";"4,06";"6,77";"7,19";"6,68";"14,33"
"08425081";"Munderkingen, Stadt";"Gemeinden";"1,17";"0,88";"0,87";"0,00";
"08425083";"Neenstetten";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425084";"Nellingen";"Gemeinden";"0,00";;;"0,00";
"08425085";"Nerenstetten";"Gemeinden";"0,00";;;"0,00";
"08425088";"Oberdischingen";"Gemeinden";"0,00";;;"0,00";
"08425090";"Obermarchtal";"Gemeinden";"0,00";;;"0,00";
"08425091";"Oberstadion";"Gemeinden";"0,00";;;"0,00";
"08425092";"Öllingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425093";"Öpfingen";"Gemeinden";"0,00";;;"0,00";
"08425097";"Rammingen";"Gemeinden";"0,00";;;"0,00";
"08425098";"Rechtenstein";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425104";"Rottenacker";"Gemeinden";"0,00";;;"0,00";
"08425108";"Schelklingen, Stadt";"Gemeinden";"2,06";"2,18";"1,84";"1,49";"2,43"
"08425110";"Schnürpflingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425112";"Setzingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425123";"Untermarchtal";"Gemeinden";"0,00";;;"0,00";
"08425124";"Unterstadion";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425125";"Unterwachingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425130";"Weidenstetten";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425134";"Westerheim";"Gemeinden";"4,64";"5,64";"6,14";"7,16";"9,28"
"08425135";"Westerstetten";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425137";"Illerkirchberg";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425138";"Staig";"Gemeinden";"0,00";;;"0,00";
"08425139";"Heroldstatt";"Gemeinden";"0,00";;;"0,00";
"08425140";"Balzheim";"Gemeinden";"0,00";;;"0,00";"0,00"
"08425141";"Blaustein, Stadt";"Gemeinden";"2,41";"2,78";"2,70";"1,04";"1,44"
"08426001";"Achstetten";"Gemeinden";"0,00";;;"0,00";"0,00"
"08426005";"Alleshausen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08426006";"Allmannsweiler";"Gemeinden";"0,00";;;"0,00";"0,00"
"08426008";"Altheim";"Gemeinden";"0,00";;;"0,00";
"08426011";"Attenweiler";"Gemeinden";"0,00";;;"0,00";"0,00"
"08426013";"Bad Buchau, Stadt";"Gemeinden";"58,17";"69,55";"67,31";"54,12";"62,22"
"08426014";"Bad Schussenried, Stadt";"Gemeinden";"1,70";"1,94";"2,54";"1,78";"4,62"
"08426019";"Berkheim";"Gemeinden";"6,50";"6,21";"7,07";"2,77";"5,50"
"08426020";"Betzenweiler";"Gemeinden";"0,00";;;"0,00";"0,00"
"08426021";"Biberach an der Riß, Stadt";"Gemeinden";"3,10";"4,04";"3,84";"2,62";"4,30"
"08426028";"Burgrieden";"Gemeinden";"0,00";;;"0,00";
"08426031";"Dettingen an der Iller";"Gemeinden";"0,00";;;"0,00";"0,00"
"08426035";"Dürmentingen";"Gemeinden";"0,00";;;"0,00";
"08426036";"Dürnau";"Gemeinden";"0,00";;;"0,00";"0,00"
"08426038";"Eberhardzell";"Gemeinden";"2,83";"1,56";"2,29";"0,94";"1,71"
"08426043";"Erlenmoos";"Gemeinden";"0,00";;;"0,00";"0,00"
"08426044";"Erolzheim";"Gemeinden";"0,00";;;"0,00";
"08426045";"Ertingen";"Gemeinden";"0,00";;;"0,00";
"08426058";"Hochdorf";"Gemeinden";"0,00";;;"0,00";
"08426062";"Ingoldingen";"Gemeinden";"0,00";;;"0,00";
"08426064";"Kanzach";"Gemeinden";"0,00";;;"0,00";"0,00"
"08426065";"Kirchberg an der Iller";"Gemeinden";"0,00";;;"0,00";
"08426066";"Kirchdorf an der Iller";"Gemeinden";"0,00";;;"0,00";
"08426067";"Langenenslingen";"Gemeinden";"0,00";;;"0,00";
"08426070";"Laupheim, Stadt";"Gemeinden";"1,22";"1,70";"1,63";"1,60";"2,80"
"08426071";"Maselheim";"Gemeinden";"0,00";;;"0,00";
"08426073";"Mietingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"08426074";"Mittelbiberach";"Gemeinden";"0,00";;;"0,00";"0,00"
"08426078";"Moosburg";"Gemeinden";"0,00";;;"0,00";"0,00"
"08426087";"Ochsenhausen, Stadt";"Gemeinden";"5,23";"6,37";"7,18";"3,83";"6,82"
"08426090";"Oggelshausen";"Gemeinden";"0,00";;;"0,00";
"08426097";"Riedlingen, Stadt";"Gemeinden";"1,27";"0,88";"0,78";"0,28";"0,69"
"08426100";"Rot an der Rot";"Gemeinden";"5,88";"6,44";"6,43";"2,95";"6,48"
"08426108";"Schwendi";"Gemeinden";"1,59";;;"0,00";
"08426109";"Seekirch";"Gemeinden";"0,00";;;"0,00";"0,00"
"08426113";"Steinhausen an der Rottum";"Gemeinden";"0,00";;;"0,00";"0,00"
"08426117";"Tannheim";"Gemeinden";"0,00";;;"0,00";"0,00"
"08426118";"Tiefenbach";"Gemeinden";"0,00";;;"0,00";"0,00"
"08426120";"Ummendorf";"Gemeinden";"1,94";"2,80";"2,97";"1,51";"1,94"
"08426121";"Unlingen";"Gemeinden";"0,00";;;"0,00";
"08426124";"Uttenweiler";"Gemeinden";"0,00";;;"0,00";
"08426125";"Wain";"Gemeinden";"0,00";;;"0,00";"0,00"
"08426128";"Warthausen";"Gemeinden";"0,00";;;"0,00";
"08426134";"Schemmerhofen";"Gemeinden";"0,00";;;"0,00";
"08426135";"Gutenzell-Hürbel";"Gemeinden";"0,00";;;"0,00";
"08435005";"Bermatingen";"Gemeinden";"2,66";"3,35";"3,06";"1,82";"2,95"
"08435010";"Daisendorf";"Gemeinden";"0,00";;;"0,00";
"08435013";"Eriskirch";"Gemeinden";"0,00";"3,84";;"0,00";
"08435015";"Frickingen";"Gemeinden";"4,21";"3,71";"3,78";"2,35";"2,41"
"08435016";"Friedrichshafen, Stadt";"Gemeinden";"9,55";"10,13";"12,57";"7,73";"12,38"
"08435018";"Hagnau am Bodensee";"Gemeinden";"113,48";"126,50";"140,21";"109,41";"146,95"
"08435020";"Heiligenberg";"Gemeinden";"5,37";"6,60";"5,56";"3,60";"4,35"
"08435024";"Immenstaad am Bodensee";"Gemeinden";"41,90";"45,48";"49,49";"40,00";"50,39"
"08435029";"Kressbronn am Bodensee";"Gemeinden";"23,91";"29,56";"31,18";"26,80";"31,35"
"08435030";"Langenargen";"Gemeinden";"21,28";"23,14";"22,62";"17,84";"21,95"
"08435034";"Markdorf, Stadt";"Gemeinden";"8,35";"6,82";"9,16";"7,02";"8,19"
"08435035";"Meckenbeuren";"Gemeinden";"2,62";"4,72";"5,80";"4,04";"6,16"
"08435036";"Meersburg, Stadt";"Gemeinden";"30,63";"40,11";"39,17";"25,38";"36,12"
"08435042";"Neukirch";"Gemeinden";"0,00";;;"0,00";"4,31"
"08435045";"Oberteuringen";"Gemeinden";"7,09";"8,33";"8,66";"8,20";"9,57"
"08435047";"Owingen";"Gemeinden";"1,94";"2,50";"2,45";"1,90";"2,35"
