Kennziffer;Raumeinheit;Aggregat;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte
;;;2000;2004;2009;2013;2017;2021;2023
"08425124";"Unterstadion";"Gemeinden";"94,68";"100,00";"105,20";"112,78";"123,33";"121,97";
"08425125";"Unterwachingen";"Gemeinden";"76,92";"80,77";"92,31";"82,31";"77,69";"76,54";
"08425130";"Weidenstetten";"Gemeinden";"79,43";"84,02";"78,15";"82,16";"86,23";"87,80";"90,30"
"08425134";"Westerheim";"Gemeinden";"159,01";"161,58";"161,01";"164,37";"171,41";"173,99";"178,31"
"08425135";"Westerstetten";"Gemeinden";"170,66";"177,69";"180,21";"177,69";"181,60";"190,08";"177,71"
"08425137";"Illerkirchberg";"Gemeinden";"433,80";"437,21";"450,48";"445,59";"455,81";"467,34";"479,04"
"08425138";"Staig";"Gemeinden";"195,55";"196,34";"195,26";"192,56";"202,03";"209,30";"208,23"
"08425139";"Heroldstatt";"Gemeinden";"129,67";"135,99";"147,78";"151,82";"165,23";"160,63";"165,01"
"08425140";"Balzheim";"Gemeinden";"144,20";"144,60";"154,15";"153,53";"162,09";"166,42";"166,65"
"08425141";"Blaustein, Stadt";"Gemeinden";"300,79";"301,87";"310,81";"310,25";"333,02";"343,64";"350,46"
"08426001";"Achstetten";"Gemeinden";"189,18";"197,73";"212,23";"224,89";"248,93";"278,02";"281,31"
"08426005";"Alleshausen";"Gemeinden";"45,18";"46,07";"45,53";"45,00";"45,31";"48,36";"50,75"
"08426006";"Allmannsweiler";"Gemeinden";"77,07";"79,51";"78,29";"75,85";"79,51";"80,00";"86,34"
"08426008";"Altheim";"Gemeinden";"106,74";"110,45";"108,51";"102,11";"105,35";"107,88";"107,84"
"08426011";"Attenweiler";"Gemeinden";"62,51";"66,14";"65,85";"67,57";"75,11";"76,62";"75,74"
"08426013";"Bad Buchau, Stadt";"Gemeinden";"233,54";"234,37";"237,69";"249,43";"266,61";"266,72";"279,37"
"08426014";"Bad Schussenried, Stadt";"Gemeinden";"199,38";"203,36";"210,18";"213,87";"226,69";"238,59";"239,05"
"08426019";"Berkheim";"Gemeinden";"120,54";"124,22";"133,49";"136,93";"155,16";"176,50";"186,01"
"08426020";"Betzenweiler";"Gemeinden";"95,77";"103,61";"106,91";"114,85";"126,03";"126,14";"119,32"
"08426021";"Biberach an der Riß, Stadt";"Gemeinden";"702,11";"725,06";"765,31";"774,94";"838,71";"876,91";"901,77"
"08426028";"Burgrieden";"Gemeinden";"168,63";"176,77";"180,25";"179,10";"200,78";"214,73";"229,83"
"08426031";"Dettingen an der Iller";"Gemeinden";"227,83";"243,72";"246,77";"253,77";"290,04";"311,58";"337,07"
"08426035";"Dürmentingen";"Gemeinden";"156,87";"158,99";"162,93";"160,56";"169,49";"178,90";"183,25"
"08426036";"Dürnau";"Gemeinden";"63,91";"65,70";"63,91";"60,61";"63,60";"69,92";"68,82"
"08426038";"Eberhardzell";"Gemeinden";"80,24";"86,20";"87,58";"92,35";"97,91";"103,53";"104,96"
"08426043";"Erlenmoos";"Gemeinden";"71,35";"76,59";"78,61";"82,40";"86,69";"85,94";"88,38"
"08426044";"Erolzheim";"Gemeinden";"127,90";"133,52";"138,54";"142,27";"156,92";"162,43";"164,75"
"08426045";"Ertingen";"Gemeinden";"184,02";"184,57";"182,27";"183,76";"189,03";"190,36";"189,32"
"08426058";"Hochdorf";"Gemeinden";"93,35";"95,88";"103,24";"112,16";"126,38";"126,34";"126,25"
"08426062";"Ingoldingen";"Gemeinden";"66,64";"68,15";"68,35";"71,47";"75,85";"80,56";"82,75"
"08426064";"Kanzach";"Gemeinden";"50,98";"48,66";"47,05";"50,54";"54,13";"55,43";"52,38"
"08426065";"Kirchberg an der Iller";"Gemeinden";"118,24";"121,46";"122,16";"129,13";"131,71";"136,27";"141,36"
"08426066";"Kirchdorf an der Iller";"Gemeinden";"220,91";"227,08";"235,74";"248,78";"269,98";"312,82";"338,91"
"08426067";"Langenenslingen";"Gemeinden";"47,21";"47,93";"50,10";"50,19";"51,57";"52,41";"53,82"
"08426070";"Laupheim, Stadt";"Gemeinden";"426,90";"452,23";"478,73";"505,60";"564,10";"574,74";"575,25"
"08426071";"Maselheim";"Gemeinden";"113,59";"115,54";"111,12";"114,21";"109,76";"112,95";"115,61"
"08426073";"Mietingen";"Gemeinden";"167,77";"177,68";"180,37";"184,51";"198,14";"204,10";"213,41"
"08426074";"Mittelbiberach";"Gemeinden";"167,65";"179,86";"185,52";"189,06";"206,55";"203,25";"207,60"
"08426078";"Moosburg";"Gemeinden";"122,04";"119,35";"111,29";"119,35";"111,35";"115,68";
"08426087";"Ochsenhausen, Stadt";"Gemeinden";"211,44";"214,96";"217,63";"218,93";"230,10";"236,07";"246,46"
"08426090";"Oggelshausen";"Gemeinden";"85,67";"83,00";"82,77";"81,63";"86,19";"88,25";"85,81"
"08426097";"Riedlingen, Stadt";"Gemeinden";"217,18";"215,65";"212,02";"209,78";"219,26";"223,01";"230,88"
"08426100";"Rot an der Rot";"Gemeinden";"78,60";"79,36";"78,61";"81,10";"85,79";"88,12";"87,83"
"08426108";"Schwendi";"Gemeinden";"169,67";"173,78";"173,43";"170,91";"180,26";"186,49";"190,86"
"08426109";"Seekirch";"Gemeinden";"45,93";"52,86";"54,07";"54,42";"51,30";"52,43";
"08426113";"Steinhausen an der Rottum";"Gemeinden";"67,50";"67,97";"69,01";"70,78";"74,09";"76,50";"77,57"
"08426117";"Tannheim";"Gemeinden";"91,55";"93,21";"91,73";"93,64";"97,04";"100,29";"99,49"
"08426118";"Tiefenbach";"Gemeinden";"72,81";"77,41";"81,29";"78,71";"75,94";"79,54";"82,28"
"08426120";"Ummendorf";"Gemeinden";"242,93";"252,35";"276,27";"284,70";"291,57";"300,53";"303,00"
"08426121";"Unlingen";"Gemeinden";"100,78";"99,44";"97,73";"97,62";"100,15";"97,99";"98,33"
"08426124";"Uttenweiler";"Gemeinden";"78,04";"80,17";"78,34";"79,24";"82,76";"87,02";"90,44"
"08426125";"Wain";"Gemeinden";"102,73";"101,29";"99,40";"101,29";"106,70";"112,66";"113,31"
"08426128";"Warthausen";"Gemeinden";"227,03";"240,43";"257,59";"262,52";"274,67";"273,15";"269,59"
"08426134";"Schemmerhofen";"Gemeinden";"165,58";"172,67";"177,86";"184,62";"193,58";"201,53";"203,31"
"08426135";"Gutenzell-Hürbel";"Gemeinden";"51,22";"51,40";"50,87";"51,37";"51,45";"51,64";"51,19"
"08435005";"Bermatingen";"Gemeinden";"276,63";"286,73";"301,49";"307,96";"326,28";"326,47";"337,93"
"08435010";"Daisendorf";"Gemeinden";"597,13";"640,98";"675,82";"670,49";"690,57";"684,02";"656,97"
"08435013";"Eriskirch";"Gemeinden";"340,74";"336,97";"353,43";"363,58";"387,06";"392,27";"379,33"
"08435015";"Frickingen";"Gemeinden";"115,50";"119,99";"125,96";"149,36";"144,46";"149,49";"150,55"
"08435016";"Friedrichshafen, Stadt";"Gemeinden";"1.193,58";"1.230,04";"1.283,25";"1.321,48";"1.368,50";"1.415,16";"1.471,29"
"08435018";"Hagnau am Bodensee";"Gemeinden";"547,78";"539,80";"581,63";"605,44";"621,43";"626,19";"603,40"
"08435020";"Heiligenberg";"Gemeinden";"86,61";"89,55";"85,58";"96,59";"104,25";"107,88";"101,25"
"08435024";"Immenstaad am Bodensee";"Gemeinden";"1.091,36";"1.119,01";"1.134,56";"1.164,04";"1.184,27";"1.174,68";"1.193,21"
"08435029";"Kressbronn am Bodensee";"Gemeinden";"459,60";"506,61";"526,63";"556,53";"583,89";"585,16";"540,70"
"08435030";"Langenargen";"Gemeinden";"586,24";"597,77";"603,80";"611,20";"622,92";"624,36";"622,33"
"08435034";"Markdorf, Stadt";"Gemeinden";"395,01";"401,83";"432,34";"453,21";"487,39";"484,01";"485,46"
"08435035";"Meckenbeuren";"Gemeinden";"507,77";"521,85";"551,27";"574,91";"593,07";"630,39";"646,79"
"08435036";"Meersburg, Stadt";"Gemeinden";"570,86";"590,56";"583,53";"603,23";"636,37";"651,53";"654,43"
"08435042";"Neukirch";"Gemeinden";"123,51";"122,84";"121,52";"113,54";"115,64";"117,22";"116,66"
"08435045";"Oberteuringen";"Gemeinden";"232,24";"239,76";"254,71";"260,34";"287,70";"302,39";"300,35"
"08435047";"Owingen";"Gemeinden";"129,70";"130,98";"136,35";"136,05";"139,50";"150,20";"151,37"
"08435052";"Salem";"Gemeinden";"207,94";"215,23";"218,60";"214,72";"231,60";"243,90";"251,97"
"08435053";"Sipplingen";"Gemeinden";"607,94";"586,92";"562,85";"567,76";"569,79";"554,10";"573,07"
"08435054";"Stetten";"Gemeinden";"230,70";"240,00";"236,28";"258,60";"262,33";"269,53";"254,42"
"08435057";"Tettnang, Stadt";"Gemeinden";"335,13";"341,49";"358,47";"374,02";"393,52";"411,90";"426,76"
"08435059";"Überlingen, Stadt";"Gemeinden";"513,86";"508,79";"517,44";"538,62";"561,39";"576,11";"585,79"
"08435066";"Uhldingen-Mühlhofen";"Gemeinden";"554,53";"563,54";"569,09";"578,16";"608,75";"614,50";"613,35"
"08435067";"Deggenhausertal";"Gemeinden";"73,16";"76,74";"80,15";"80,36";"84,38";"89,36";"90,07"
"08436001";"Achberg";"Gemeinden";"132,04";"140,25";"151,55";"157,97";"164,78";"172,76";"172,14"
"08436003";"Aichstetten";"Gemeinden";"93,21";"99,17";"101,57";"103,23";"109,37";"112,69";"109,10"
"08436004";"Aitrach";"Gemeinden";"111,46";"107,68";"106,79";"107,35";"118,68";"126,56";"133,08"
"08436005";"Altshausen";"Gemeinden";"309,91";"318,95";"320,70";"289,79";"309,22";"318,26";"307,57"
"08436006";"Amtzell";"Gemeinden";"128,70";"135,37";"151,28";"177,53";"172,61";"178,03";"176,20"
"08436008";"Aulendorf, Stadt";"Gemeinden";"216,20";"228,40";"226,39";"225,98";"247,71";"254,79";"258,69"
"08436009";"Bad Waldsee, Stadt";"Gemeinden";"235,69";"242,92";"245,41";"245,67";"274,36";"279,81";"286,56"
"08436010";"Bad Wurzach, Stadt";"Gemeinden";"95,93";"95,44";"95,72";"96,24";"99,92";"103,18";"105,02"
"08436011";"Baienfurt";"Gemeinden";"544,44";"566,67";"552,06";"549,72";"587,51";"607,25";"608,87"
"08436012";"Baindt";"Gemeinden";"230,43";"225,70";"246,51";"266,19";"282,92";"281,79";"282,70"
"08436013";"Berg";"Gemeinden";"181,06";"181,41";"195,85";"203,91";"213,90";"223,22";"216,92"
"08436014";"Bergatreute";"Gemeinden";"142,88";"145,08";"147,63";"143,83";"146,74";"151,66";"152,01"
"08436018";"Bodnegg";"Gemeinden";"152,36";"154,72";"158,47";"162,01";"170,74";"172,41";"175,62"
"08436019";"Boms";"Gemeinden";"63,04";"64,19";"68,93";"70,61";"70,16";"82,22";"83,14"
"08436024";"Ebenweiler";"Gemeinden";"112,44";"115,30";"123,79";"128,53";"131,00";"144,52";"154,20"
"08436027";"Eichstegen";"Gemeinden";"38,69";"39,68";"38,18";"37,40";"38,06";"41,12";"40,56"
"08436032";"Fleischwangen";"Gemeinden";"121,90";"122,24";"126,55";"123,10";"117,73";"136,49";"133,56"
"08436039";"Grünkraut";"Gemeinden";"218,53";"217,25";"245,92";"248,78";"268,34";"269,91";"270,26"
"08436040";"Guggenhausen";"Gemeinden";"25,82";"25,82";"23,27";"22,67";"21,91";"23,24";"23,37"
"08436047";"Hoßkirch";"Gemeinden";"48,32";"47,38";"50,54";"51,23";"51,93";"51,68";"50,22"
"08436049";"Isny im Allgäu, Stadt";"Gemeinden";"238,98";"244,38";"247,18";"233,72";"243,04";"256,46";"267,29"
"08436052";"Kißlegg";"Gemeinden";"119,81";"114,78";"113,60";"119,98";"124,01";"128,93";"133,48"
"08436053";"Königseggwald";"Gemeinden";"110,51";"105,69";"109,20";"107,59";"108,45";"114,87";"115,74"
"08436055";"Leutkirch im Allgäu, Stadt";"Gemeinden";"164,05";"165,97";"164,20";"166,87";"177,00";"186,36";"192,91"
"08436064";"Ravensburg, Stadt";"Gemeinden";"822,25";"833,57";"840,07";"892,60";"941,48";"969,88";"970,34"
"08436067";"Riedhausen";"Gemeinden";"79,93";"85,51";"81,83";"84,20";"87,40";"103,69";"112,60"
"08436069";"Schlier";"Gemeinden";"127,41";"126,61";"126,18";"130,60";"137,52";"136,99";"142,30"
"08436077";"Unterwaldhausen";"Gemeinden";"71,53";"72,75";"70,32";"73,24";"71,53";"70,80";"69,59"
"08436078";"Vogt";"Gemeinden";"238,95";"242,99";"241,77";"234,78";"249,15";"256,82";"267,44"
"08436079";"Waldburg";"Gemeinden";"137,40";"148,19";"154,67";"158,46";"164,95";"168,82";"168,96"
"08436081";"Wangen im Allgäu, Stadt";"Gemeinden";"355,59";"363,99";"366,17";"362,99";"382,06";"393,16";"407,01"
"08436082";"Weingarten, Stadt";"Gemeinden";"2.753,33";"2.748,97";"2.801,89";"2.894,17";"3.028,54";"3.010,36";"3.045,81"
"08436083";"Wilhelmsdorf";"Gemeinden";"155,70";"162,81";"167,53";"179,32";"183,28";"182,44";"177,74"
"08436085";"Wolfegg";"Gemeinden";"103,34";"104,48";"103,29";"107,82";"114,43";"119,49";"118,58"
"08436087";"Wolpertswende";"Gemeinden";"175,94";"174,91";"173,59";"175,90";"175,10";"177,15";"175,22"
"08436093";"Ebersbach-Musbach";"Gemeinden";"69,92";"71,78";"70,81";"65,38";"68,89";"70,68";"71,46"
"08436094";"Argenbühl";"Gemeinden";"86,07";"88,07";"89,09";"92,13";"97,76";"101,56";"101,78"
"08436095";"Horgenzell";"Gemeinden";"90,63";"96,24";"99,93";"109,17";"114,38";"120,42";"116,93"
"08436096";"Fronreute";"Gemeinden";"100,28";"101,24";"107,64";"109,81";"116,47";"123,02";"123,13"
"08437005";"Beuron";"Gemeinden";"24,81";"23,04";"23,33";"22,44";"21,91";"21,91";"22,48"
"08437008";"Bingen";"Gemeinden";"85,71";"86,25";"82,36";"78,79";"78,90";"79,19";"79,25"
"08437031";"Gammertingen, Stadt";"Gemeinden";"169,30";"172,93";"171,13";"172,93";"179,61";"186,73";"183,46"
"08437044";"Herbertingen";"Gemeinden";"156,32";"154,50";"156,89";"156,06";"160,36";"161,42";"159,46"
"08437047";"Hettingen, Stadt";"Gemeinden";"59,25";"58,81";"58,51";"57,71";"60,96";"61,51";"65,13"
"08437053";"Hohentengen";"Gemeinden";"143,24";"141,74";"141,37";"135,55";"137,01";"145,10";"144,77"
"08437056";"Illmensee";"Gemeinden";"96,35";"99,24";"98,80";"98,80";"106,06";"110,79";"109,43"
"08437059";"Inzigkofen";"Gemeinden";"116,38";"116,72";"118,32";"113,50";"115,00";"118,06";"122,10"
"08437065";"Krauchenwies";"Gemeinden";"139,32";"138,74";"138,42";"137,44";"139,17";"139,73";"141,34"
"08437072";"Leibertingen";"Gemeinden";"51,63";"55,38";"56,84";"53,70";"57,09";"59,25";"57,98"
"08437076";"Mengen, Stadt";"Gemeinden";"263,84";"259,14";"259,40";"263,19";"268,39";"270,84";"278,40"
"08437078";"Meßkirch, Stadt";"Gemeinden";"143,93";"140,92";"136,26";"135,03";"142,72";"148,99";"154,67"
"08437082";"Neufra";"Gemeinden";"82,88";"81,51";"74,71";"76,61";"76,58";"74,65";"76,27"
"08437086";"Ostrach";"Gemeinden";"74,86";"74,93";"75,44";"76,36";"81,16";"83,21";"83,26"
"08437088";"Pfullendorf, Stadt";"Gemeinden";"215,27";"206,91";"212,20";"211,50";"220,32";"222,83";"222,67"
"08437100";"Bad Saulgau, Stadt";"Gemeinden";"241,29";"238,83";"238,93";"238,60";"250,06";"257,51";"262,29"
"08437101";"Scheer, Stadt";"Gemeinden";"177,30";"170,83";"168,70";"170,19";"165,01";"167,63";"174,48"
"08437102";"Schwenningen";"Gemeinden";"99,38";"94,83";"92,14";"94,46";"98,09";"99,79";"97,88"
"08437104";"Sigmaringen, Stadt";"Gemeinden";"260,44";"259,48";"260,04";"255,68";"273,88";"282,27";"284,03"
"08437105";"Sigmaringendorf";"Gemeinden";"424,86";"435,93";"436,89";"432,00";"439,21";"429,59";"436,81"
"08437107";"Stetten am kalten Markt";"Gemeinden";"124,85";"121,25";"116,89";"111,44";"112,27";"111,39";"111,65"
"08437114";"Veringenstadt, Stadt";"Gemeinden";"91,42";"86,14";"81,41";"78,14";"78,40";"78,14";"77,95"
"08437118";"Wald";"Gemeinden";"69,71";"69,27";"68,89";"67,13";"69,40";"71,20";"72,13"
"08437123";"Sauldorf";"Gemeinden";"58,99";"61,67";"63,09";"62,73";"65,93";"66,55";"68,20"
"08437124";"Herdwangen-Schönach";"Gemeinden";"96,60";"101,48";"107,42";"111,31";"115,91";"120,43";"119,75"
"09161000";"Ingolstadt";"Gemeinden";"1.400,50";"1.447,80";"1.522,81";"1.656,08";"1.806,87";"1.812,70";"1.822,41"
"09162000";"München, Landeshauptstadt";"Gemeinden";"6.076,03";"6.163,46";"6.503,43";"6.963,20";"7.423,11";"7.712,15";"7.882,44"
"09163000";"Rosenheim";"Gemeinden";"2.350,08";"2.372,95";"2.418,03";"2.477,19";"2.646,96";"2.665,99";"2.707,17"
"09171111";"Altötting, St";"Gemeinden";"792,40";"822,28";"830,24";"865,64";"893,37";"910,58";"924,36"
"09171112";"Burghausen, St";"Gemeinden";"1.872,40";"1.740,45";"1.778,47";"1.780,67";"1.832,86";"1.895,51";"1.962,14"
"09171113";"Burgkirchen a.d.Alz";"Gemeinden";"343,97";"342,13";"331,48";"330,76";"341,76";"356,40";"362,46"
"09171114";"Emmerting";"Gemeinden";"431,63";"309,16";"310,43";"309,65";"316,92";"316,84";"331,13"
"09171115";"Erlbach";"Gemeinden";"46,68";"46,29";"44,85";"43,82";"43,16";"46,11";"44,65"
"09171116";"Feichten a.d.Alz";"Gemeinden";"67,06";"69,85";"70,41";"70,91";"70,70";"74,16";"78,52"
"09171117";"Garching a.d.Alz";"Gemeinden";"390,18";"376,85";"364,48";"383,15";"388,28";"388,59";"380,32"
"09171118";"Haiming";"Gemeinden";"114,76";"90,85";"92,03";"96,00";"99,06";"98,71";"100,90"
"09171119";"Halsbach";"Gemeinden";"41,26";"42,21";"44,86";"46,76";"46,83";"51,86";"51,70"
"09171121";"Kastl";"Gemeinden";"112,61";"112,50";"106,81";"108,62";"114,24";"127,50";"125,22"
"09171122";"Kirchweidach";"Gemeinden";"127,28";"127,43";"128,52";"133,93";"155,68";"174,29";"187,05"
"09171123";"Marktl, M";"Gemeinden";"142,67";"111,28";"112,57";"113,54";"118,93";"121,12";"124,86"
"09171124";"Mehring";"Gemeinden";"165,92";"114,38";"116,43";"122,04";"146,32";"139,52";"138,15"
"09171125";"Neuötting, St";"Gemeinden";"180,54";"300,74";"305,57";"310,14";"326,56";"334,02";"334,92"
"09171126";"Perach";"Gemeinden";"97,88";"96,68";"95,47";"100,92";"103,11";"109,77";"107,43"
"09171127";"Pleiskirchen";"Gemeinden";"48,74";"49,63";"49,42";"51,02";"53,65";"54,77";"55,32"
"09171129";"Reischach";"Gemeinden";"98,95";"101,44";"101,62";"102,57";"105,87";"107,59";"106,43"
"09171130";"Stammham";"Gemeinden";"205,11";"199,30";"202,46";"189,08";"190,49";"195,77";"191,20"
"09171131";"Teising";"Gemeinden";"429,18";"431,97";"436,06";"437,55";"463,31";"460,04";"435,50"
"09171132";"Töging a.Inn, St";"Gemeinden";"829,21";"813,26";"824,54";"832,23";"861,47";"895,60";"902,20"
"09171133";"Tüßling, M";"Gemeinden";"160,19";"172,92";"184,10";"195,55";"201,28";"212,54";"204,20"
"09171134";"Tyrlaching";"Gemeinden";"49,22";"53,36";"52,39";"49,42";"51,44";"56,01";"56,25"
"09171135";"Unterneukirchen";"Gemeinden";"163,50";"157,54";"155,42";"157,95";"172,57";"197,03";"209,29"
"09171137";"Winhöring";"Gemeinden";"233,73";"233,97";"223,68";"227,91";"250,47";"238,71";"238,47"
"09172111";"Ainring";"Gemeinden";"354,72";"367,70";"370,54";"367,66";"389,38";"393,69";"390,93"
"09172112";"Anger";"Gemeinden";"105,16";"106,56";"105,38";"110,52";"116,23";"116,12";"110,41"
"09172114";"Bad Reichenhall, GKSt";"Gemeinden";"610,22";"605,53";"611,84";"573,66";"601,46";"625,81";"628,60"
"09172115";"Bayerisch Gmain";"Gemeinden";"315,16";"336,67";"345,84";"335,66";"353,53";"353,28";"346,55"
"09172116";"Berchtesgaden, M";"Gemeinden";"309,87";"305,61";"302,10";"311,37";"310,30";"306,88";"313,75"
"09172117";"Bischofswiesen";"Gemeinden";"259,58";"266,02";"264,94";"149,39";"150,41";"148,69";"148,53"
"09172118";"Freilassing, St";"Gemeinden";"1.530,49";"1.519,37";"1.557,56";"1.579,08";"1.670,29";"1.736,53";"1.723,30"
"09172122";"Laufen, St";"Gemeinden";"215,09";"222,29";"219,92";"229,05";"246,88";"259,92";"256,43"
"09172124";"Marktschellenberg, M";"Gemeinden";"118,86";"119,48";"116,98";"114,04";"119,25";"118,86";"115,69"
"09172128";"Piding";"Gemeinden";"363,02";"386,10";"392,19";"383,08";"413,64";"420,20";"415,28"
"09172129";"Ramsau b.Berchtesgaden";"Gemeinden";"16,93";"16,92";"17,08";"17,16";"17,06";"17,11";"16,71"
"09172130";"Saaldorf-Surheim";"Gemeinden";"143,82";"148,08";"147,07";"167,67";"176,96";"183,71";"181,00"
"09172131";"Schneizlreuth";"Gemeinden";"18,25";"17,87";"17,44";"15,43";"15,38";"15,62";"16,06"
"09172132";"Schönau a.Königssee";"Gemeinden";"53,11";"51,62";"51,83";"54,39";"56,75";"57,86";"56,07"
"09172134";"Teisendorf, M";"Gemeinden";"117,33";"119,02";"121,22";"123,55";"126,80";"128,03";"129,82"
"09172452";"Eck";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;"0,00";"0,00"
"09172454";"Schellenberger Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;"0,00";"0,00"
"09173111";"Bad Heilbrunn";"Gemeinden";"105,90";"110,44";"113,86";"115,60";"124,73";"125,00";"124,50"
"09173112";"Bad Tölz, St";"Gemeinden";"762,11";"773,86";"792,63";"823,92";"856,72";"887,01";"909,81"
"09173113";"Benediktbeuern";"Gemeinden";"101,56";"106,37";"110,78";"110,86";"116,37";"118,54";"119,80"
"09173115";"Bichl";"Gemeinden";"156,82";"162,07";"167,67";"170,55";"183,41";"185,20";"189,58"
"09173118";"Dietramszell";"Gemeinden";"58,83";"61,61";"62,90";"63,86";"66,48";"68,47";"68,35"
"09173120";"Egling";"Gemeinden";"76,88";"80,83";"81,43";"84,17";"86,35";"86,94";"86,81"
"09173123";"Eurasburg";"Gemeinden";"114,82";"123,67";"120,97";"120,36";"122,09";"120,60";"122,36"
"09173124";"Gaißach";"Gemeinden";"92,40";"93,80";"91,70";"109,75";"116,01";"115,98";"118,11"
"09173126";"Geretsried, St";"Gemeinden";"1.241,85";"1.247,42";"1.232,41";"1.271,25";"1.340,04";"1.389,51";"1.455,53"
"09173127";"Greiling";"Gemeinden";"182,35";"198,95";"203,01";"204,58";"207,70";"208,88";"202,48"
"09173130";"Icking";"Gemeinden";"228,25";"222,66";"235,67";"239,38";"244,59";"238,88";"246,00"
"09173131";"Jachenau";"Gemeinden";"7,54";"7,42";"7,48";"7,08";"7,43";"7,19";"7,27"
"09173133";"Kochel a.See";"Gemeinden";"65,35";"64,65";"63,58";"62,59";"65,25";"65,10";"64,76"
"09173134";"Königsdorf";"Gemeinden";"72,49";"73,20";"72,64";"76,53";"80,72";"81,99";"82,25"
"09173135";"Lenggries";"Gemeinden";"47,66";"48,62";"48,31";"48,81";"49,14";"49,87";"49,90"
"09173137";"Münsing";"Gemeinden";"86,57";"91,68";"91,44";"95,06";"98,53";"101,32";"103,25"
"09173140";"Reichersbeuern";"Gemeinden";"154,32";"158,08";"162,08";"164,61";"178,65";"179,17";"173,46"
"09173141";"Sachsenkam";"Gemeinden";"83,18";"92,66";"98,68";"103,45";"106,97";"107,73";"110,87"
"09173142";"Schlehdorf";"Gemeinden";"47,42";"51,40";"52,19";"52,66";"54,08";"59,91";"59,98"
"09173145";"Wackersberg";"Gemeinden";"56,95";"59,37";"60,99";"58,63";"60,40";"62,95";"63,69"
"09173147";"Wolfratshausen, St";"Gemeinden";"2.642,06";"2.655,64";"2.772,84";"2.825,96";"2.978,53";"3.027,60";"3.027,16"
"09173451";"Pupplinger Au";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;"0,00";"0,00"
"09173452";"Wolfratshauser Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;"0,00";"0,00"
"09174111";"Altomünster, M";"Gemeinden";"102,65";"106,47";"111,37";"115,69";"124,36";"125,92";"120,58"
"09174113";"Bergkirchen";"Gemeinden";"133,91";"138,35";"150,79";"181,82";"205,24";"218,21";"220,06"
"09174115";"Dachau, GKSt";"Gemeinden";"1.444,65";"1.500,11";"1.555,26";"1.700,97";"1.795,91";"1.821,40";"1.801,54"
"09174118";"Erdweg";"Gemeinden";"166,11";"179,49";"173,41";"181,00";"188,77";"196,95";"195,54"
"09174121";"Haimhausen";"Gemeinden";"188,85";"190,90";"202,64";"218,53";"240,59";"246,45";"248,72"
"09174122";"Hebertshausen";"Gemeinden";"182,55";"195,74";"199,32";"206,09";"214,54";"223,94";"227,32"
"09174126";"Karlsfeld";"Gemeinden";"1.408,42";"1.409,93";"1.495,71";"1.562,76";"1.724,15";"1.831,45";"1.791,61"
"09174131";"Markt Indersdorf, M";"Gemeinden";"150,47";"153,96";"158,20";"167,17";"180,32";"188,46";"181,55"
"09174135";"Odelzhausen";"Gemeinden";"177,62";"180,87";"183,41";"203,65";"225,53";"242,28";"257,16"
"09174136";"Petershausen";"Gemeinden";"199,21";"203,84";"207,11";"218,82";"232,27";"239,43";"232,33"
"09174137";"Pfaffenhofen a.d.Glonn";"Gemeinden";"86,32";"91,29";"95,36";"102,01";"121,50";"133,81";"133,81"
"09174141";"Röhrmoos";"Gemeinden";"231,51";"239,87";"249,39";"266,39";"279,78";"282,93";"280,79"
"09174143";"Schwabhausen";"Gemeinden";"206,85";"213,79";"224,08";"229,11";"240,95";"242,74";"231,52"
"09174146";"Sulzemoos";"Gemeinden";"142,12";"147,48";"162,34";"164,34";"193,49";"229,36";"218,64"
"09174147";"Hilgertshausen-Tandern";"Gemeinden";"118,89";"125,73";"123,74";"128,03";"136,89";"138,56";"135,32"
"09174150";"Vierkirchen";"Gemeinden";"231,94";"250,77";"265,53";"280,44";"292,52";"296,23";"303,66"
"09174151";"Weichs";"Gemeinden";"178,55";"183,31";"182,35";"192,24";"209,89";"211,32";"214,46"
"09175111";"Anzing";"Gemeinden";"246,08";"251,27";"264,11";"295,80";"338,81";"355,44";"348,45"
"09175112";"Aßling";"Gemeinden";"146,75";"153,89";"154,51";"155,47";"166,27";"170,90";"171,37"
"09175113";"Baiern";"Gemeinden";"83,27";"87,37";"82,52";"80,62";"84,58";"91,09";"89,18"
"09175114";"Bruck";"Gemeinden";"54,40";"60,56";"58,27";"59,75";"62,90";"64,75";"67,81"
"09175115";"Ebersberg, St";"Gemeinden";"361,53";"369,22";"386,58";"399,07";"435,60";"466,94";"449,85"
"09175116";"Egmating";"Gemeinden";"100,83";"113,62";"126,46";"130,69";"130,85";"134,66";"131,84"
"09175118";"Forstinning";"Gemeinden";"321,45";"347,55";"435,73";"408,39";"438,47";"458,03";"449,96"
"09175119";"Frauenneuharting";"Gemeinden";"66,58";"69,66";"72,57";"76,20";"76,29";"79,33";"78,18"
