Kennziffer;Raumeinheit;Aggregat;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte
;;;2000;2004;2009;2013;2017;2021;2023
"09175121";"Glonn, M";"Gemeinden";"172,72";"182,31";"188,43";"209,49";"223,88";"230,63";"222,89"
"09175122";"Grafing b.München, St";"Gemeinden";"475,19";"493,85";"510,55";"530,70";"550,22";"572,18";"578,43"
"09175123";"Hohenlinden";"Gemeinden";"180,48";"189,15";"202,48";"223,21";"245,15";"253,32";"250,06"
"09175124";"Kirchseeon, M";"Gemeinden";"625,06";"618,25";"615,35";"664,04";"706,03";"725,07";"710,44"
"09175127";"Markt Schwaben, M";"Gemeinden";"1.267,62";"1.296,41";"1.389,32";"1.562,25";"1.720,06";"1.786,75";"1.764,77"
"09175128";"Moosach";"Gemeinden";"80,72";"80,23";"93,85";"106,64";"114,89";"95,44";"90,22"
"09175131";"Oberpframmern";"Gemeinden";"133,73";"139,04";"141,36";"152,79";"163,40";"169,63";"168,87"
"09175132";"Vaterstetten";"Gemeinden";"740,99";"749,84";"766,79";"793,40";"859,24";"925,56";"971,45"
"09175133";"Pliening";"Gemeinden";"234,36";"249,89";"263,84";"273,63";"296,14";"312,11";"308,29"
"09175135";"Poing";"Gemeinden";"1.186,57";"1.372,29";"1.488,62";"1.518,73";"1.693,65";"1.729,88";"1.794,50"
"09175136";"Emmering";"Gemeinden";"80,44";"85,60";"88,10";"89,95";"95,76";"95,01";"92,22"
"09175137";"Steinhöring";"Gemeinden";"121,41";"128,49";"132,07";"138,29";"142,14";"142,83";"135,44"
"09175139";"Zorneding";"Gemeinden";"387,91";"399,54";"428,76";"428,05";"461,33";"456,16";"464,73"
"09175451";"Anzinger Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;"0,00";"0,00"
"09175452";"Ebersberger Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;"0,00";"0,00"
"09175453";"Eglhartinger Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;"0,00";"0,00"
"09176111";"Adelschlag";"Gemeinden";"53,05";"54,04";"55,93";"58,85";"61,17";"61,92";"62,12"
"09176112";"Altmannstein, M";"Gemeinden";"65,52";"66,18";"63,79";"64,16";"67,01";"67,73";"68,43"
"09176114";"Beilngries, St";"Gemeinden";"108,14";"110,91";"111,37";"117,11";"129,25";"132,14";"133,00"
"09176116";"Böhmfeld";"Gemeinden";"105,04";"107,19";"107,81";"108,24";"109,53";"115,99";"114,70"
"09176118";"Buxheim";"Gemeinden";"167,64";"172,40";"176,83";"175,10";"183,22";"182,69";"184,42"
"09176120";"Denkendorf";"Gemeinden";"114,07";"116,26";"115,51";"122,60";"137,55";"134,25";"139,97"
"09176121";"Dollnstein, M";"Gemeinden";"83,80";"78,67";"76,15";"78,01";"83,98";"82,82";"85,93"
"09176122";"Egweil";"Gemeinden";"120,55";"122,47";"121,94";"127,69";"137,49";"144,20";"143,13"
"09176123";"Eichstätt, GKSt";"Gemeinden";"418,70";"421,59";"433,91";"426,75";"452,01";"453,46";"461,06"
"09176124";"Eitensheim";"Gemeinden";"158,65";"175,38";"185,87";"202,93";"212,79";"220,37";"224,57"
"09176126";"Gaimersheim, M";"Gemeinden";"507,83";"565,66";"612,16";"712,09";"789,12";"807,52";"817,69"
"09176129";"Großmehring";"Gemeinden";"142,93";"152,91";"159,85";"161,73";"184,99";"201,45";"210,35"
"09176131";"Hepberg";"Gemeinden";"620,91";"655,05";"661,54";"723,08";"792,07";"807,93";"833,17"
"09176132";"Hitzhofen";"Gemeinden";"79,39";"85,33";"88,55";"87,72";"90,91";"94,52";"95,35"
"09176137";"Kinding, M";"Gemeinden";"73,84";"67,20";"63,59";"66,16";"71,24";"70,60";"70,85"
"09176138";"Kipfenberg, M";"Gemeinden";"85,16";"86,12";"85,22";"87,27";"90,73";"91,45";"90,57"
"09176139";"Kösching, M";"Gemeinden";"153,16";"167,73";"193,19";"205,53";"221,22";"235,00";"240,80"
"09176143";"Lenting";"Gemeinden";"664,82";"684,32";"679,72";"703,66";"735,38";"744,10";"721,46"
"09176147";"Mindelstetten";"Gemeinden";"74,47";"76,00";"77,57";"79,59";"83,60";"88,76";"91,18"
"09176148";"Mörnsheim, M";"Gemeinden";"57,08";"53,11";"51,06";"49,28";"49,42";"52,17";"51,24"
"09176149";"Nassenfels, M";"Gemeinden";"98,43";"107,21";"112,21";"118,39";"131,52";"135,54";"138,86"
"09176150";"Oberdolling";"Gemeinden";"79,76";"80,79";"86,22";"88,69";"89,26";"80,99";"82,75"
"09176153";"Pförring, M";"Gemeinden";"85,46";"91,64";"94,16";"99,26";"105,79";"112,85";"116,85"
"09176155";"Pollenfeld";"Gemeinden";"68,49";"69,53";"71,06";"72,64";"76,23";"81,72";"83,48"
"09176160";"Schernfeld";"Gemeinden";"63,42";"65,54";"64,38";"66,33";"69,82";"72,42";"72,54"
"09176161";"Stammham";"Gemeinden";"89,47";"98,00";"102,66";"107,99";"113,53";"119,76";"118,73"
"09176164";"Titting, M";"Gemeinden";"45,01";"46,03";"46,50";"45,26";"46,24";"47,31";"48,69"
"09176165";"Walting";"Gemeinden";"68,18";"66,90";"69,21";"67,37";"65,26";"63,52";"63,24"
"09176166";"Wellheim, M";"Gemeinden";"89,17";"89,33";"87,22";"86,51";"87,28";"90,71";"91,27"
"09176167";"Wettstetten";"Gemeinden";"383,67";"402,64";"416,60";"427,11";"441,46";"451,64";"451,40"
"09176451";"Haunstetter Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;"0,00";"0,00"
"09177112";"Berglern";"Gemeinden";"118,25";"126,01";"136,87";"144,92";"158,60";"165,09";"163,08"
"09177113";"Bockhorn";"Gemeinden";"73,28";"79,26";"82,38";"86,51";"92,83";"98,85";"97,41"
"09177114";"Buch a.Buchrain";"Gemeinden";"60,22";"63,52";"65,76";"69,27";"73,18";"74,76";"78,23"
"09177115";"Dorfen, St";"Gemeinden";"156,48";"161,49";"164,65";"172,86";"179,81";"186,24";"186,16"
"09177116";"Eitting";"Gemeinden";"67,71";"73,11";"82,18";"105,16";"111,68";"123,66";"129,39"
"09177117";"Erding, GKSt";"Gemeinden";"767,55";"805,70";"840,95";"879,75";"921,90";"927,47";"943,34"
"09177118";"Finsing";"Gemeinden";"187,48";"196,12";"207,55";"224,30";"246,25";"252,50";"250,30"
"09177119";"Forstern";"Gemeinden";"206,50";"229,39";"246,97";"259,99";"280,56";"281,47";"286,02"
"09177120";"Fraunberg";"Gemeinden";"80,60";"83,10";"85,01";"89,78";"95,51";"104,18";"103,14"
"09177121";"Hohenpolding";"Gemeinden";"48,98";"58,21";"60,47";"58,75";"66,48";"67,18";"68,38"
"09177122";"Inning a.Holz";"Gemeinden";"126,37";"130,09";"126,46";"133,56";"136,06";"142,48";"143,33"
"09177123";"Isen, M";"Gemeinden";"133,60";"137,51";"139,26";"148,54";"156,10";"153,24";"148,33"
"09177124";"Kirchberg";"Gemeinden";"58,05";"60,27";"62,38";"65,48";"65,56";"73,10";"73,98"
"09177126";"Langenpreising";"Gemeinden";"92,91";"98,11";"100,36";"104,07";"112,91";"116,95";"115,02"
"09177127";"Lengdorf";"Gemeinden";"78,88";"83,44";"85,50";"85,53";"89,13";"90,81";"89,33"
"09177130";"Moosinning";"Gemeinden";"134,13";"144,16";"154,09";"159,39";"168,42";"174,50";"175,45"
"09177131";"Neuching";"Gemeinden";"129,94";"134,16";"137,20";"145,07";"154,22";"161,43";"179,27"
"09177133";"Oberding";"Gemeinden";"106,35";"111,74";"137,05";"209,87";"281,17";"266,35";"266,97"
"09177134";"Ottenhofen";"Gemeinden";"166,99";"179,84";"186,67";"197,27";"207,98";"198,54";"196,40"
"09177135";"Pastetten";"Gemeinden";"119,66";"125,00";"130,25";"137,09";"139,36";"156,39";"156,75"
"09177137";"Sankt Wolfgang";"Gemeinden";"98,10";"106,97";"113,17";"118,03";"122,69";"125,42";"126,34"
"09177138";"Steinkirchen";"Gemeinden";"70,52";"67,81";"71,18";"73,56";"81,58";"88,22";"89,66"
"09177139";"Taufkirchen (Vils)";"Gemeinden";"160,78";"162,52";"165,62";"178,13";"191,94";"201,70";"204,43"
"09177142";"Walpertskirchen";"Gemeinden";"106,29";"113,33";"118,54";"118,21";"123,04";"126,02";"126,72"
"09177143";"Wartenberg, M";"Gemeinden";"290,88";"303,47";"323,48";"334,96";"372,60";"398,66";"396,48"
"09177144";"Wörth";"Gemeinden";"222,95";"229,88";"231,40";"233,40";"240,43";"253,35";"259,86"
"09178113";"Allershausen";"Gemeinden";"228,43";"245,07";"263,33";"290,85";"305,99";"309,00";"306,70"
"09178115";"Attenkirchen";"Gemeinden";"164,17";"173,06";"185,35";"181,81";"200,06";"205,40";"199,01"
"09178116";"Au i.d.Hallertau, M";"Gemeinden";"110,62";"116,88";"120,97";"125,95";"134,86";"138,99";"142,23"
"09178120";"Eching";"Gemeinden";"508,94";"520,82";"533,77";"551,78";"544,16";"560,66";"580,92"
"09178122";"Rudelzhausen";"Gemeinden";"82,39";"84,39";"85,47";"88,02";"92,60";"98,33";"99,66"
"09178123";"Fahrenzhausen";"Gemeinden";"123,09";"136,34";"144,61";"153,08";"163,47";"171,17";"172,87"
"09178124";"Freising, GKSt";"Gemeinden";"811,87";"879,11";"939,01";"929,58";"986,89";"1.018,78";"1.013,88"
"09178125";"Gammelsdorf";"Gemeinden";"77,99";"83,31";"85,85";"74,80";"79,83";"82,98";"91,54"
"09178129";"Haag a.d.Amper";"Gemeinden";"144,38";"142,72";"143,39";"139,84";"147,28";"153,23";"139,59"
"09178130";"Hallbergmoos";"Gemeinden";"325,12";"369,86";"503,48";"611,83";"640,15";"563,24";"571,70"
"09178132";"Hörgertshausen";"Gemeinden";"93,53";"99,44";"98,37";"95,81";"103,31";"103,54";"103,31"
"09178133";"Hohenkammer";"Gemeinden";"96,46";"103,92";"107,07";"115,97";"132,05";"137,18";"138,85"
"09178136";"Kirchdorf a.d.Amper";"Gemeinden";"86,35";"88,66";"93,78";"100,70";"112,13";"116,35";"117,86"
"09178137";"Kranzberg";"Gemeinden";"106,84";"109,04";"116,23";"125,84";"130,99";"134,91";"136,96"
"09178138";"Langenbach";"Gemeinden";"150,54";"160,28";"169,77";"181,70";"193,01";"197,51";"196,62"
"09178140";"Marzling";"Gemeinden";"154,68";"158,03";"164,34";"169,41";"178,00";"180,68";"180,73"
"09178142";"Mauern";"Gemeinden";"115,12";"122,20";"123,20";"135,63";"137,18";"147,49";"147,41"
"09178143";"Moosburg a.d.Isar, St";"Gemeinden";"489,67";"499,82";"508,76";"508,80";"548,67";"575,39";"592,06"
"09178144";"Nandlstadt, M";"Gemeinden";"147,10";"156,73";"155,77";"159,42";"168,72";"178,72";"186,30"
"09178145";"Neufahrn b.Freising";"Gemeinden";"517,46";"527,30";"531,19";"519,00";"553,71";"575,27";"607,80"
"09178150";"Paunzhausen";"Gemeinden";"125,45";"124,82";"130,09";"129,14";"124,02";"129,98";"131,87"
"09178155";"Wang";"Gemeinden";"79,22";"87,69";"94,20";"94,00";"100,71";"105,55";"110,26"
"09178156";"Wolfersdorf";"Gemeinden";"91,81";"97,31";"102,19";"102,92";"107,33";"107,29";"106,68"
"09178157";"Zolling";"Gemeinden";"132,21";"137,90";"145,11";"156,43";"167,22";"169,56";"176,83"
"09179111";"Adelshofen";"Gemeinden";"110,77";"121,84";"126,96";"127,94";"136,90";"144,73";"153,09"
"09179113";"Alling";"Gemeinden";"172,07";"182,44";"192,29";"202,38";"227,07";"236,54";"245,24"
"09179114";"Althegnenberg";"Gemeinden";"119,45";"121,07";"123,00";"122,31";"134,80";"139,59";"138,10"
"09179117";"Egenhofen";"Gemeinden";"98,98";"105,09";"107,28";"109,34";"113,23";"120,33";"119,70"
"09179118";"Eichenau";"Gemeinden";"1.754,38";"1.812,18";"1.921,03";"1.904,58";"1.930,47";"1.917,02";"1.884,55"
"09179119";"Emmering";"Gemeinden";"640,51";"635,83";"647,49";"713,61";"747,67";"774,52";"767,58"
"09179121";"Fürstenfeldbruck, GKSt";"Gemeinden";"1.310,45";"1.354,49";"1.428,40";"1.473,83";"1.589,27";"1.594,71";"1.592,74"
"09179123";"Germering, GKSt";"Gemeinden";"1.951,41";"1.954,05";"1.993,34";"2.073,44";"2.198,56";"2.279,18";"2.291,58"
"09179125";"Grafrath";"Gemeinden";"272,63";"292,93";"287,11";"291,82";"303,40";"318,23";"313,44"
"09179126";"Gröbenzell";"Gemeinden";"3.388,99";"3.445,75";"3.516,51";"3.613,05";"3.676,89";"3.710,38";"3.694,18"
"09179128";"Hattenhofen";"Gemeinden";"203,21";"203,34";"206,00";"218,13";"231,06";"239,28";"232,87"
"09179130";"Jesenwang";"Gemeinden";"108,95";"113,20";"118,17";"117,39";"121,96";"129,28";"130,59"
"09179131";"Kottgeisering";"Gemeinden";"201,95";"189,65";"196,71";"199,39";"195,74";"203,41";"198,54"
"09179132";"Landsberied";"Gemeinden";"125,62";"138,90";"148,10";"148,67";"163,00";"170,47";"166,00"
"09179134";"Maisach";"Gemeinden";"279,78";"287,45";"296,91";"311,92";"339,27";"355,90";"358,45"
"09179136";"Mammendorf";"Gemeinden";"227,86";"250,12";"263,79";"276,47";"291,05";"303,68";"306,17"
"09179137";"Mittelstetten";"Gemeinden";"91,51";"95,27";"96,78";"95,33";"97,05";"98,44";"95,70"
"09179138";"Moorenweis";"Gemeinden";"85,67";"94,04";"98,22";"100,77";"106,56";"108,51";"107,70"
"09179140";"Oberschweinbach";"Gemeinden";"195,16";"218,81";"239,92";"256,63";"276,52";"265,61";"258,84"
"09179142";"Olching, St";"Gemeinden";"911,47";"944,15";"948,46";"1.007,79";"1.093,28";"1.118,18";"1.118,62"
"09179145";"Puchheim, St";"Gemeinden";"2.064,10";"2.007,03";"1.996,57";"2.107,11";"2.227,86";"2.253,68";"2.248,28"
"09179147";"Schöngeising";"Gemeinden";"153,97";"155,60";"155,79";"159,05";"161,12";"167,03";"170,53"
"09179149";"Türkenfeld";"Gemeinden";"227,34";"235,42";"256,87";"261,57";"271,22";"271,10";"260,19"
"09180112";"Bad Kohlgrub";"Gemeinden";"87,17";"86,59";"89,66";"89,20";"99,08";"100,18";"101,69"
"09180113";"Bad Bayersoien";"Gemeinden";"80,06";"81,66";"79,00";"74,87";"80,01";"85,55";"85,72"
"09180114";"Eschenlohe";"Gemeinden";"39,91";"36,70";"35,97";"34,45";"37,10";"37,12";"37,25"
"09180115";"Ettal";"Gemeinden";"81,69";"74,03";"74,37";"78,92";"74,56";"71,57";"72,05"
"09180116";"Farchant";"Gemeinden";"168,59";"168,01";"168,75";"169,02";"169,94";"169,51";"168,43"
"09180117";"Garmisch-Partenkirchen, M";"Gemeinden";"178,18";"173,89";"172,71";"178,77";"188,10";"192,80";"199,12"
"09180118";"Grainau";"Gemeinden";"91,96";"90,10";"88,05";"85,04";"87,97";"85,96";"88,84"
"09180119";"Großweil";"Gemeinden";"69,92";"72,10";"72,82";"75,64";"75,26";"80,39";"83,66"
"09180122";"Krün";"Gemeinden";"66,27";"66,24";"68,64";"70,57";"74,06";"75,60";"77,28"
"09180123";"Mittenwald, M";"Gemeinden";"77,85";"74,52";"68,68";"66,55";"67,40";"66,26";"67,43"
"09180124";"Murnau a.Staffelsee, M";"Gemeinden";"438,55";"445,10";"449,99";"448,23";"480,79";"481,77";"480,27"
"09180125";"Oberammergau";"Gemeinden";"268,70";"221,15";"222,82";"221,22";"240,62";"238,19";"234,03"
"09180126";"Oberau";"Gemeinden";"194,18";"204,93";"200,45";"207,33";"222,56";"216,13";"217,92"
"09180127";"Ohlstadt";"Gemeinden";"92,01";"91,76";"90,40";"90,84";"92,83";"97,23";"97,69"
"09180128";"Riegsee";"Gemeinden";"59,64";"58,64";"60,79";"62,31";"58,95";"63,70";"65,31"
"09180129";"Saulgrub";"Gemeinden";"54,69";"56,20";"55,58";"55,78";"58,74";"62,97";"63,67"
"09180131";"Schwaigen";"Gemeinden";"29,90";"28,88";"28,63";"27,57";"26,47";"27,03";"27,41"
"09180132";"Seehausen a.Staffelsee";"Gemeinden";"156,14";"166,14";"181,80";"175,05";"179,44";"182,69";"182,37"
"09180133";"Spatzenhausen";"Gemeinden";"111,38";"112,55";"106,60";"104,14";"108,79";"108,66";"108,66"
"09180134";"Uffing a.Staffelsee";"Gemeinden";"77,54";"79,35";"76,75";"78,25";"80,26";"83,18";"85,10"
"09180135";"Unterammergau";"Gemeinden";"51,69";"53,99";"53,29";"57,30";"57,87";"58,64";"63,88"
"09180136";"Wallgau";"Gemeinden";"48,06";"47,91";"46,53";"48,29";"51,33";"51,30";"50,85"
"09180451";"Ettaler Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;"0,00";"0,00"
"09181111";"Apfeldorf";"Gemeinden";"95,04";"93,50";"95,21";"97,32";"103,25";"109,83";"108,94"
"09181113";"Denklingen";"Gemeinden";"67,83";"76,17";"78,95";"84,90";"96,30";"96,39";"99,17"
"09181114";"Dießen am Ammersee, M";"Gemeinden";"135,29";"138,77";"143,32";"144,14";"151,08";"153,31";"153,11"
"09181115";"Eching am Ammersee";"Gemeinden";"283,63";"297,91";"301,92";"318,11";"333,97";"343,91";"331,89"
"09181116";"Egling a.d.Paar";"Gemeinden";"109,44";"116,75";"117,09";"116,56";"121,52";"125,76";"127,06"
"09181118";"Eresing";"Gemeinden";"153,20";"152,57";"171,68";"172,38";"182,28";"197,61";"202,67"
"09181120";"Finning";"Gemeinden";"73,68";"78,14";"81,65";"83,71";"92,46";"99,06";"95,46"
"09181121";"Fuchstal";"Gemeinden";"95,17";"97,58";"100,98";"104,88";"113,11";"121,92";"122,50"
"09181122";"Geltendorf";"Gemeinden";"165,84";"171,28";"172,14";"169,87";"179,58";"183,92";"185,35"
"09181123";"Greifenberg";"Gemeinden";"285,63";"306,82";"331,79";"343,36";"368,78";"375,12";"370,37"
"09181124";"Hofstetten";"Gemeinden";"113,51";"117,63";"116,98";"115,98";"127,61";"128,67";"128,55"
"09181126";"Hurlach";"Gemeinden";"97,38";"102,04";"106,99";"114,44";"121,71";"140,94";"136,87"
"09181127";"Igling";"Gemeinden";"100,42";"112,51";"117,24";"134,21";"147,25";"151,80";"149,15"
"09181128";"Kaufering, M";"Gemeinden";"700,17";"716,80";"744,49";"784,17";"833,14";"876,47";"907,58"
"09181129";"Kinsau";"Gemeinden";"89,86";"93,18";"94,32";"98,08";"104,63";"108,73";"106,29"
"09181130";"Landsberg am Lech, GKSt";"Gemeinden";"628,07";"653,68";"687,58";"718,10";"759,51";"788,07";"790,12"
"09181131";"Obermeitingen";"Gemeinden";"187,41";"190,13";"183,89";"184,39";"200,70";"206,34";"202,92"
"09181132";"Penzing";"Gemeinden";"136,90";"139,50";"136,30";"133,90";"132,04";"128,93";"137,31"
"09181133";"Vilgertshofen";"Gemeinden";"95,62";"99,30";"101,73";"103,17";"108,27";"111,81";"110,89"
"09181134";"Prittriching";"Gemeinden";"103,71";"103,63";"107,01";"111,23";"114,38";"119,91";"122,59"
"09181135";"Reichling";"Gemeinden";"75,38";"77,27";"76,18";"77,73";"80,95";"81,86";"84,57"
"09181137";"Rott";"Gemeinden";"78,47";"82,62";"81,97";"83,99";"90,63";"96,76";"98,58"
"09181138";"Scheuring";"Gemeinden";"91,76";"95,18";"95,11";"99,15";"102,40";"103,01";"102,16"
"09181139";"Schondorf am Ammersee";"Gemeinden";"657,53";"668,03";"708,03";"686,06";"716,84";"728,38";"713,81"
"09181140";"Schwifting";"Gemeinden";"71,62";"76,84";"81,40";"83,67";"93,19";"96,42";"97,03"
"09181141";"Pürgen";"Gemeinden";"140,56";"157,32";"170,40";"178,31";"189,22";"196,77";"199,41"
"09181142";"Thaining";"Gemeinden";"118,05";"117,13";"115,29";"123,19";"135,98";"135,29";"137,24"
"09181143";"Unterdießen";"Gemeinden";"107,51";"112,67";"116,72";"117,28";"123,16";"123,79";"127,62"
"09181144";"Utting am Ammersee";"Gemeinden";"254,39";"273,44";"292,58";"310,15";"307,89";"305,52";"308,42"
"09181145";"Weil";"Gemeinden";"82,45";"86,58";"88,42";"91,03";"93,37";"96,34";"97,50"
"09181146";"Windach";"Gemeinden";"150,87";"159,88";"174,61";"186,28";"200,00";"206,88";"215,98"
"09181451";"Ammersee";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;"0,00";"0,00"
"09182111";"Bad Wiessee";"Gemeinden";"195,46";"192,56";"200,18";"199,48";"210,38";"209,58";"200,76"
"09182112";"Bayrischzell";"Gemeinden";"25,18";"24,80";"24,59";"25,03";"25,85";"27,17";"25,66"
"09182114";"Fischbachau";"Gemeinden";"81,86";"82,14";"81,17";"83,62";"85,18";"84,50";"83,91"
"09182116";"Gmund a.Tegernsee";"Gemeinden";"214,33";"226,98";"231,10";"235,66";"250,09";"253,17";"242,50"
"09182119";"Hausham";"Gemeinden";"486,05";"480,31";"462,63";"467,79";"489,95";"506,59";"482,37"
"09182120";"Holzkirchen, M";"Gemeinden";"407,06";"421,89";"451,62";"476,66";"517,00";"536,77";"536,13"
"09182123";"Irschenberg";"Gemeinden";"62,18";"66,91";"71,55";"78,13";"80,47";"82,12";"82,06"
"09182124";"Kreuth";"Gemeinden";"35,71";"35,61";"35,72";"34,79";"36,42";"37,39";"36,80"
"09182125";"Miesbach, St";"Gemeinden";"450,74";"466,17";"477,86";"489,12";"507,21";"508,42";"513,04"
"09182127";"Otterfing";"Gemeinden";"276,41";"285,49";"297,28";"263,99";"287,71";"295,84";"286,43"
"09182129";"Rottach-Egern";"Gemeinden";"123,08";"121,39";"129,15";"129,93";"136,06";"135,17";"130,33"
"09182131";"Schliersee, M";"Gemeinden";"98,83";"97,97";"102,78";"105,31";"107,71";"108,74";"105,37"
"09182132";"Tegernsee, St";"Gemeinden";"231,84";"225,69";"231,71";"225,21";"234,21";"233,42";"239,36"
"09182133";"Valley";"Gemeinden";"83,51";"86,65";"90,21";"97,84";"106,28";"110,55";"113,49"
"09182134";"Waakirchen";"Gemeinden";"148,43";"148,19";"148,50";"155,71";"165,64";"168,22";"156,43"
"09182136";"Warngau";"Gemeinden";"74,90";"80,97";"88,52";"93,99";"98,32";"101,64";"103,38"
"09182137";"Weyarn";"Gemeinden";"85,26";"82,17";"90,37";"87,00";"97,41";"108,95";"108,05"
"09183112";"Ampfing";"Gemeinden";"255,07";"258,29";"257,18";"263,15";"293,96";"324,25";"339,38"
"09183113";"Aschau a.Inn";"Gemeinden";"239,44";"246,61";"238,34";"270,42";"293,30";"294,17";"283,14"
"09183114";"Buchbach, M";"Gemeinden";"137,09";"139,77";"143,17";"147,52";"162,31";"164,40";"177,28"
"09183115";"Egglkofen";"Gemeinden";"93,50";"94,50";"93,07";"97,36";"96,78";"102,86";"115,74"
"09183116";"Erharting";"Gemeinden";"84,43";"84,72";"83,26";"88,01";"117,84";"120,25";"125,00"
"09183118";"Gars a.Inn, M";"Gemeinden";"102,27";"102,47";"103,55";"103,69";"108,52";"113,24";"115,03"
"09183119";"Haag i.OB, M";"Gemeinden";"360,11";"381,98";"396,07";"398,82";"427,93";"430,83";"436,03"
"09183120";"Heldenstein";"Gemeinden";"134,01";"136,79";"136,57";"142,52";"152,75";"163,38";"169,72"
"09183122";"Jettenbach";"Gemeinden";"89,22";"88,78";"84,41";"85,71";"83,22";"82,79";"84,97"
"09183123";"Kirchdorf";"Gemeinden";"67,14";"67,81";"86,54";"109,03";"87,87";"76,99";"82,98"
"09183124";"Kraiburg a.Inn, M";"Gemeinden";"169,67";"167,71";"161,79";"166,04";"167,22";"166,42";"169,07"
"09183125";"Lohkirchen";"Gemeinden";"49,53";"49,93";"52,55";"51,81";"57,23";"61,31";"63,72"
"09183126";"Maitenbeth";"Gemeinden";"61,47";"66,00";"67,45";"70,69";"73,95";"79,15";"79,48"
"09183127";"Mettenheim";"Gemeinden";"117,08";"126,69";"131,50";"133,88";"148,86";"152,24";"157,79"
"09183128";"Mühldorf a.Inn, St";"Gemeinden";"858,82";"869,41";"895,00";"966,21";"1.079,81";"1.161,52";"1.216,69"
"09183129";"Neumarkt-Sankt Veit, St";"Gemeinden";"123,63";"122,29";"118,99";"118,06";"123,01";"126,43";"125,20"
"09183130";"Niederbergkirchen";"Gemeinden";"51,74";"53,44";"53,16";"52,39";"52,71";"55,10";"53,60"
"09183131";"Niedertaufkirchen";"Gemeinden";"53,13";"55,45";"53,02";"53,58";"55,49";"58,34";"57,36"
"09183132";"Oberbergkirchen";"Gemeinden";"65,21";"64,00";"64,00";"63,93";"68,97";"70,93";"72,82"
"09183134";"Oberneukirchen";"Gemeinden";"42,76";"45,87";"47,09";"47,19";"49,69";"49,64";"49,74"
"09183135";"Obertaufkirchen";"Gemeinden";"87,96";"89,63";"87,95";"88,31";"95,99";"100,41";"102,37"
"09183136";"Polling";"Gemeinden";"111,34";"108,51";"104,90";"106,00";"101,71";"100,91";"101,66"
"09183138";"Rattenkirchen";"Gemeinden";"49,47";"52,84";"55,11";"53,60";"56,72";"59,99";"68,75"
"09183139";"Rechtmehring";"Gemeinden";"74,56";"79,53";"83,84";"88,68";"94,26";"103,85";"110,70"
"09183140";"Reichertsheim";"Gemeinden";"57,55";"58,92";"60,23";"61,00";"63,23";"64,13";"66,69"
"09183143";"Schönberg";"Gemeinden";"38,93";"39,04";"38,97";"42,36";"45,68";"49,15";"49,47"
