Kennziffer;Raumeinheit;Aggregat;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen
;;;1995;1998;2002;2005;2009;2013;2017;2021;2023
"08136046";"Neuler";"Gemeinden";"352,13";"390,37";"425,56";"448,39";"643,99";"838,95";"1.071,60";"1.303,58";"1.413,09"
"08136049";"Obergröningen";"Gemeinden";"306,79";"368,04";"391,01";"358,70";"442,01";"500,00";"652,06";"767,02";"881,05"
"08136050";"Oberkochen, Stadt";"Gemeinden";"517,46";"703,76";"570,06";"785,16";"850,71";"3.040,13";"4.407,78";"17.587,74";"15.909,58"
"08136060";"Rosenberg";"Gemeinden";"387,28";"1.767,92";"1.354,72";"2.132,34";"1.964,52";"1.557,35";"3.905,03";"4.830,95";"6.652,78"
"08136061";"Ruppertshofen";"Gemeinden";"358,20";"403,74";"364,65";"399,25";"455,04";"632,48";"792,03";"960,25";"1.196,53"
"08136062";"Schechingen";"Gemeinden";"318,71";"325,21";"399,01";"409,33";"548,52";"694,69";"934,51";"1.140,99";"1.134,06"
"08136065";"Schwäbisch Gmünd, Stadt";"Gemeinden";"554,32";"625,46";"601,48";"618,84";"714,59";"1.020,81";"1.138,53";"1.276,39";"1.306,29"
"08136066";"Spraitbach";"Gemeinden";"440,45";"467,32";"466,02";"583,88";"560,13";"699,88";"824,33";"866,94";"953,76"
"08136068";"Stödtlen";"Gemeinden";"281,10";"303,71";"342,76";"328,98";"495,45";"654,05";"862,06";"1.172,67";"1.298,23"
"08136070";"Täferrot";"Gemeinden";"354,46";"356,71";"538,92";"463,18";"556,41";"731,68";"724,91";"784,40";"890,41"
"08136071";"Tannhausen";"Gemeinden";"304,18";"363,64";"387,47";"350,19";"511,38";"871,43";"832,17";"1.263,11";"1.409,79"
"08136075";"Unterschneidheim";"Gemeinden";"333,41";"374,28";"383,72";"398,71";"536,24";"753,49";"811,12";"1.128,07";"1.160,26"
"08136079";"Waldstetten";"Gemeinden";"414,66";"488,45";"518,90";"530,72";"716,39";"1.089,41";"1.435,81";"1.414,04";"1.397,92"
"08136082";"Westhausen";"Gemeinden";"562,86";"763,98";"710,44";"671,83";"690,86";"1.105,54";"1.474,54";"1.438,58";"1.792,97"
"08136084";"Wört";"Gemeinden";"1.823,82";"1.310,53";"1.140,78";"2.988,87";"332,37";"1.773,50";"3.528,48";"3.644,36";"3.756,08"
"08136087";"Riesbürg";"Gemeinden";"396,63";"394,90";"464,33";"804,69";"611,06";"579,51";"1.016,70";"1.235,47";"1.430,36"
"08136088";"Aalen, Stadt";"Gemeinden";"656,45";"714,47";"753,06";"744,48";"759,74";"1.065,54";"1.312,34";"1.567,95";"1.621,32"
"08136089";"Rainau";"Gemeinden";"376,97";"382,78";"396,58";"484,53";"530,64";"706,06";"1.042,28";"1.229,25";"1.218,89"
"08211000";"Baden-Baden, Stadt";"Gemeinden";"732,96";"705,69";"835,15";"1.130,98";"1.311,69";"1.590,73";"1.798,76";"1.773,09";"1.910,98"
"08212000";"Karlsruhe, Stadt";"Gemeinden";"806,98";"940,25";"907,53";"1.121,89";"1.219,69";"1.467,85";"1.838,48";"1.982,56";"2.431,19"
"08215007";"Bretten, Stadt";"Gemeinden";"599,86";"645,87";"702,34";"782,86";"964,17";"1.161,29";"1.477,57";"1.373,04";"1.726,72"
"08215009";"Bruchsal, Stadt";"Gemeinden";"691,78";"724,61";"787,69";"924,86";"1.284,27";"1.570,53";"1.526,35";"2.060,61";"1.821,72"
"08215017";"Ettlingen, Stadt";"Gemeinden";"912,47";"1.064,00";"875,40";"1.032,44";"1.228,39";"1.511,19";"1.821,60";"1.734,47";"2.095,26"
"08215021";"Forst";"Gemeinden";"466,52";"489,01";"498,93";"584,29";"634,79";"856,96";"1.037,48";"1.529,10";"1.445,21"
"08215025";"Gondelsheim";"Gemeinden";"320,75";"426,36";"433,70";"431,01";"619,92";"747,28";"1.198,08";"1.078,42";"1.098,99"
"08215029";"Hambrücken";"Gemeinden";"399,05";"407,07";"431,51";"492,76";"548,65";"662,90";"833,85";"904,32";"1.028,47"
"08215039";"Kronau";"Gemeinden";"490,02";"520,13";"518,19";"668,50";"677,43";"841,30";"976,75";"1.094,00";"1.267,25"
"08215040";"Kürnbach";"Gemeinden";"406,07";"429,76";"511,69";"436,48";"549,27";"635,88";"820,80";"975,20";"1.159,74"
"08215046";"Malsch";"Gemeinden";"610,35";"620,41";"587,23";"675,86";"884,69";"1.027,44";"1.241,35";"1.429,29";"1.590,82"
"08215047";"Marxzell";"Gemeinden";"401,16";"436,61";"450,29";"492,92";"579,06";"758,55";"964,01";"1.141,43";"1.237,88"
"08215059";"Oberderdingen, Stadt";"Gemeinden";"466,91";"488,77";"505,24";"747,86";"487,39";"710,09";"1.135,28";"1.223,05";"1.268,80"
"08215064";"Östringen, Stadt";"Gemeinden";"425,57";"399,55";"492,40";"477,51";"566,49";"754,93";"935,52";"1.025,87";"1.088,85"
"08215066";"Philippsburg, Stadt";"Gemeinden";"732,55";"1.162,33";"1.526,32";"781,40";"1.049,57";"1.429,87";"885,05";"1.011,45";"2.179,95"
"08215082";"Sulzfeld";"Gemeinden";"485,99";"498,08";"512,01";"588,06";"550,95";"772,14";"924,93";"1.262,77";"1.245,89"
"08215084";"Ubstadt-Weiher";"Gemeinden";"440,94";"443,65";"491,68";"458,81";"557,04";"710,16";"882,03";"987,64";"1.157,60"
"08215089";"Walzbachtal";"Gemeinden";"407,82";"440,71";"478,25";"473,28";"608,55";"793,90";"949,01";"1.055,50";"1.398,90"
"08215090";"Weingarten (Baden)";"Gemeinden";"529,33";"544,63";"489,00";"542,16";"640,87";"872,51";"1.144,59";"1.322,02";"1.677,33"
"08215094";"Zaisenhausen";"Gemeinden";"508,59";"642,59";"678,76";"657,76";"937,21";"636,42";"994,62";"1.156,40";"1.225,04"
"08215096";"Karlsbad";"Gemeinden";"488,00";"528,50";"686,59";"1.777,87";"631,90";"989,41";"1.163,84";"1.325,79";"1.560,82"
"08215097";"Kraichtal, Stadt";"Gemeinden";"372,68";"407,57";"407,44";"439,26";"529,33";"709,50";"847,21";"862,83";"1.037,87"
"08215099";"Graben-Neudorf";"Gemeinden";"597,55";"529,18";"799,90";"888,19";"1.641,17";"1.483,16";"1.538,68";"1.918,66";"1.518,25"
"08215100";"Bad Schönborn";"Gemeinden";"526,03";"498,65";"497,23";"549,81";"615,40";"798,94";"902,33";"973,80";"1.138,73"
"08215101";"Pfinztal";"Gemeinden";"432,59";"466,83";"495,54";"538,74";"634,93";"845,58";"956,95";"1.023,85";"1.144,13"
"08215102";"Eggenstein-Leopoldshafen";"Gemeinden";"649,12";"493,81";"583,07";"656,57";"714,63";"895,38";"1.100,57";"1.291,26";"1.431,62"
"08215103";"Karlsdorf-Neuthard";"Gemeinden";"535,79";"489,87";"511,98";"526,60";"584,35";"760,53";"910,40";"1.145,82";"1.267,06"
"08215105";"Linkenheim-Hochstetten";"Gemeinden";"412,84";"425,79";"434,69";"460,69";"515,14";"686,88";"880,61";"956,50";"1.051,80"
"08215106";"Waghäusel, Stadt";"Gemeinden";"503,84";"522,27";"613,74";"646,72";"736,21";"766,13";"1.101,93";"1.219,66";"1.292,65"
"08215107";"Oberhausen-Rheinhausen";"Gemeinden";"438,24";"430,63";"440,47";"430,06";"511,89";"692,16";"906,88";"937,54";"1.039,75"
"08215108";"Rheinstetten, Stadt";"Gemeinden";"497,46";"484,14";"576,99";"628,74";"764,25";"965,33";"1.098,88";"1.252,70";"1.447,08"
"08215109";"Stutensee, Stadt";"Gemeinden";"543,93";"545,23";"600,01";"578,55";"788,17";"835,83";"966,95";"1.146,94";"1.399,92"
"08215110";"Waldbronn";"Gemeinden";"735,05";"924,97";"646,32";"820,72";"771,57";"1.016,86";"1.270,08";"1.584,96";"1.304,00"
"08215111";"Dettenheim";"Gemeinden";"420,57";"430,16";"444,54";"445,45";"555,01";"723,87";"886,88";"1.021,90";"1.106,82"
"08216002";"Au am Rhein";"Gemeinden";"514,48";"406,45";"465,47";"506,40";"610,40";"893,80";"1.065,51";"1.152,43";"1.219,19"
"08216005";"Bietigheim";"Gemeinden";"470,42";"490,57";"576,96";"547,00";"658,76";"774,16";"1.024,77";"1.205,45";"1.309,32"
"08216006";"Bischweier";"Gemeinden";"487,59";"479,38";"456,78";"563,98";"717,51";"1.160,39";"1.256,19";"1.488,59";"1.771,45"
"08216007";"Bühl, Stadt";"Gemeinden";"1.059,62";"1.165,79";"1.182,98";"1.634,55";"1.568,54";"1.637,82";"1.634,51";"1.607,60";"1.883,10"
"08216008";"Bühlertal";"Gemeinden";"479,15";"569,65";"637,02";"720,33";"608,41";"752,13";"901,50";"923,78";"1.042,05"
"08216009";"Durmersheim";"Gemeinden";"525,14";"494,32";"538,87";"607,95";"614,33";"821,40";"1.016,26";"1.042,35";"1.251,65"
"08216012";"Elchesheim-Illingen";"Gemeinden";"462,46";"474,70";"454,11";"440,19";"621,38";"758,61";"892,48";"957,68";"1.017,20"
"08216013";"Forbach";"Gemeinden";"485,51";"1.346,49";"742,75";"701,56";"547,93";"724,24";"1.021,58";"903,47";"1.108,74"
"08216015";"Gaggenau, Stadt";"Gemeinden";"606,07";"609,22";"662,97";"695,41";"653,00";"1.215,30";"1.601,71";"1.350,12";"1.806,39"
"08216017";"Gernsbach, Stadt";"Gemeinden";"540,53";"678,09";"580,08";"623,22";"819,97";"1.069,35";"1.187,11";"1.264,66";"1.484,63"
"08216022";"Hügelsheim";"Gemeinden";"233,94";"213,42";"378,55";"400,64";"496,91";"662,71";"944,22";"1.362,06";"1.070,64"
"08216023";"Iffezheim";"Gemeinden";"680,01";"672,56";"700,06";"739,94";"919,70";"1.220,82";"1.498,10";"1.648,23";"2.008,84"
"08216024";"Kuppenheim, Stadt";"Gemeinden";"563,63";"584,90";"676,16";"611,60";"749,61";"764,71";"1.179,14";"1.185,96";"2.319,86"
"08216028";"Lichtenau, Stadt";"Gemeinden";"546,32";"500,50";"532,81";"574,56";"686,69";"782,55";"874,49";"1.079,56";"1.310,20"
"08216029";"Loffenau";"Gemeinden";"406,37";"430,47";"476,70";"469,37";"563,52";"746,99";"862,01";"1.045,99";"1.143,43"
"08216033";"Muggensturm";"Gemeinden";"650,77";"779,58";"782,05";"1.215,17";"1.525,74";"1.442,82";"1.959,16";"2.733,35";"2.406,44"
"08216039";"Ötigheim";"Gemeinden";"553,77";"533,11";"448,83";"594,48";"842,54";"977,94";"1.050,27";"1.315,18";"1.334,29"
"08216041";"Ottersweier";"Gemeinden";"572,85";"586,66";"674,01";"638,37";"720,72";"1.064,55";"1.049,64";"1.293,75";"1.520,02"
"08216043";"Rastatt, Stadt";"Gemeinden";"583,24";"675,12";"605,80";"708,04";"675,26";"1.283,99";"1.945,71";"1.538,75";"2.583,05"
"08216049";"Sinzheim";"Gemeinden";"526,21";"609,46";"573,17";"631,99";"744,41";"946,96";"1.055,18";"1.292,62";"1.337,97"
"08216052";"Steinmauern";"Gemeinden";"461,15";"526,84";"496,67";"472,20";"668,75";"827,14";"1.042,14";"1.173,20";"1.254,60"
"08216059";"Weisenbach";"Gemeinden";"453,60";"934,43";"563,62";"629,37";"540,90";"751,72";"856,49";"904,91";"1.185,77"
"08216063";"Rheinmünster";"Gemeinden";"356,44";"1.378,37";"1.195,31";"884,62";"701,68";"1.186,38";"1.497,35";"2.120,10";"2.223,91"
"08221000";"Heidelberg, Stadt";"Gemeinden";"708,97";"762,13";"803,84";"748,53";"1.146,38";"1.157,40";"1.260,47";"1.667,23";"1.923,62"
"08222000";"Mannheim, Universitätsstadt";"Gemeinden";"812,78";"856,05";"891,53";"1.031,26";"1.202,08";"1.404,04";"1.717,67";"2.115,73";"2.225,96"
"08225001";"Adelsheim, Stadt";"Gemeinden";"405,73";"423,23";"367,17";"388,31";"461,21";"608,45";"763,39";"799,53";"924,19"
"08225002";"Aglasterhausen";"Gemeinden";"403,06";"441,22";"439,83";"493,54";"532,45";"710,59";"803,01";"1.026,34";"1.126,93"
"08225009";"Billigheim";"Gemeinden";"400,84";"423,63";"457,71";"448,99";"547,40";"757,23";"850,87";"979,95";"1.170,32"
"08225010";"Binau";"Gemeinden";"429,66";"448,43";"520,88";"507,63";"643,32";"728,97";"916,84";"927,29";"1.113,49"
"08225014";"Buchen (Odenwald), Stadt";"Gemeinden";"519,48";"579,10";"527,13";"580,72";"641,33";"994,13";"1.112,00";"1.203,09";"1.394,61"
"08225024";"Fahrenbach";"Gemeinden";"303,90";"348,97";"409,15";"390,16";"469,43";"651,27";"769,31";"896,56";"1.007,04"
"08225032";"Hardheim";"Gemeinden";"390,41";"456,14";"479,09";"625,20";"635,18";"656,51";"1.077,78";"1.082,66";"1.401,48"
"08225033";"Haßmersheim";"Gemeinden";"434,56";"598,47";"637,47";"703,68";"852,18";"915,12";"1.215,71";"1.154,31";"1.235,17"
"08225039";"Höpfingen";"Gemeinden";"442,42";"466,20";"442,65";"443,29";"556,63";"732,45";"810,53";"1.014,81";"1.162,02"
"08225042";"Hüffenhardt";"Gemeinden";"298,37";"412,64";"379,19";"725,52";"563,31";"796,81";"903,72";"975,01";"1.191,78"
"08225052";"Limbach";"Gemeinden";"362,58";"425,15";"456,14";"507,00";"636,80";"856,95";"1.059,52";"1.184,54";"1.479,77"
"08225058";"Mosbach, Stadt";"Gemeinden";"537,69";"585,37";"541,86";"667,08";"733,33";"960,94";"1.165,10";"1.350,61";"1.552,81"
"08225060";"Mudau";"Gemeinden";"435,40";"430,73";"413,94";"558,26";"539,51";"683,43";"934,03";"902,17";"1.332,82"
"08225064";"Neckargerach";"Gemeinden";"402,08";"416,49";"425,57";"392,95";"463,30";"553,96";"720,40";"771,91";"987,36"
"08225067";"Neckarzimmern";"Gemeinden";"451,20";"468,55";"476,71";"496,79";"558,00";"785,62";"738,17";"816,25";"1.043,69"
"08225068";"Neunkirchen";"Gemeinden";"374,40";"390,12";"417,09";"407,57";"494,75";"573,29";"761,36";"835,33";"978,00"
"08225074";"Obrigheim";"Gemeinden";"545,22";"1.886,61";"1.384,30";"1.764,59";"893,58";"1.229,07";"1.422,70";"794,11";"1.857,94"
"08225075";"Osterburken, Stadt";"Gemeinden";"551,55";"496,56";"488,49";"473,60";"734,05";"784,00";"1.278,73";"1.259,44";"1.210,07"
"08225082";"Rosenberg";"Gemeinden";"344,69";"349,82";"547,35";"354,77";"477,32";"659,34";"1.276,91";"1.737,65";"3.608,13"
"08225091";"Seckach";"Gemeinden";"385,59";"356,20";"362,27";"462,73";"504,83";"759,62";"703,66";"819,58";"903,76"
"08225109";"Walldürn, Stadt";"Gemeinden";"664,42";"835,73";"990,64";"706,81";"654,98";"955,99";"1.876,70";"1.252,84";"1.488,42"
"08225113";"Zwingenberg";"Gemeinden";"649,79";"602,24";"536,27";"615,59";"647,40";"1.389,04";"856,97";"1.243,15";"1.327,40"
"08225114";"Ravenstein, Stadt";"Gemeinden";"303,60";"394,26";"385,43";"420,83";"561,63";"721,99";"836,56";"981,70";"1.208,05"
"08225115";"Schefflenz";"Gemeinden";"397,37";"423,49";"461,88";"475,52";"553,83";"736,55";"794,60";"967,98";"1.059,51"
"08225116";"Schwarzach";"Gemeinden";"245,77";"262,02";"303,58";"351,27";"327,09";"517,23";"648,10";"944,91";"760,95"
"08225117";"Elztal";"Gemeinden";"125,40";"536,99";"485,29";"548,14";"538,39";"705,99";"881,69";"1.053,97";"1.187,43"
"08225118";"Waldbrunn";"Gemeinden";"465,77";"513,84";"471,45";"469,46";"509,88";"718,54";"803,23";"976,06";"1.135,25"
"08226003";"Altlußheim";"Gemeinden";"516,65";"559,42";"579,51";"694,56";"779,29";"967,47";"1.051,20";"1.341,50";"1.555,17"
"08226006";"Bammental";"Gemeinden";"466,47";"470,30";"513,14";"497,47";"587,41";"759,34";"1.049,70";"1.138,72";"1.465,73"
"08226009";"Brühl";"Gemeinden";"604,82";"524,06";"553,15";"557,68";"590,02";"823,49";"1.001,96";"1.125,14";"1.148,54"
"08226010";"Dielheim";"Gemeinden";"421,68";"438,32";"472,02";"513,47";"620,34";"796,94";"880,63";"963,25";"1.145,87"
"08226012";"Dossenheim";"Gemeinden";"496,74";"491,65";"683,99";"566,84";"611,61";"864,42";"951,58";"1.219,83";"1.475,15"
"08226013";"Eberbach, Stadt";"Gemeinden";"644,92";"870,13";"740,07";"802,32";"831,98";"900,15";"1.256,86";"1.257,31";"1.363,06"
"08226017";"Epfenbach";"Gemeinden";"413,76";"544,29";"433,21";"518,08";"645,58";"599,68";"1.022,23";"965,63";"1.191,69"
"08226018";"Eppelheim, Stadt";"Gemeinden";"647,68";"624,56";"801,20";"666,23";"868,22";"685,60";"1.119,66";"1.273,12";"1.207,69"
"08226020";"Eschelbronn";"Gemeinden";"582,99";"484,84";"482,03";"557,58";"583,07";"676,13";"769,37";"853,41";"1.053,72"
"08226022";"Gaiberg";"Gemeinden";"432,47";"434,46";"480,55";"537,90";"1.105,95";"767,52";"981,51";"910,04";"1.010,49"
"08226027";"Heddesbach";"Gemeinden";"370,79";"400,00";"441,18";"425,10";"531,38";"605,60";"741,33";"867,39";"749,03"
"08226028";"Heddesheim";"Gemeinden";"574,20";"550,00";"609,50";"612,11";"672,59";"928,93";"1.121,64";"1.321,16";"1.276,94"
"08226029";"Heiligkreuzsteinach";"Gemeinden";"381,83";"415,41";"432,76";"400,19";"539,48";"756,29";"831,80";"837,94";"950,96"
"08226031";"Hemsbach, Stadt";"Gemeinden";"503,43";"439,82";"554,49";"573,74";"624,24";"684,85";"841,21";"885,40";"966,02"
"08226032";"Hockenheim, Stadt";"Gemeinden";"634,87";"646,68";"678,86";"728,05";"821,25";"1.086,37";"1.403,81";"1.630,93";"2.080,15"
"08226036";"Ilvesheim";"Gemeinden";"602,08";"515,21";"506,79";"475,63";"589,46";"691,46";"940,15";"994,98";"1.131,52"
"08226037";"Ketsch";"Gemeinden";"631,34";"605,80";"647,66";"690,58";"686,36";"1.058,92";"1.427,89";"1.084,06";"1.284,76"
"08226038";"Ladenburg, Stadt";"Gemeinden";"745,61";"951,08";"945,46";"1.101,82";"1.033,93";"1.411,61";"1.336,21";"1.538,25";"1.647,92"
"08226040";"Laudenbach";"Gemeinden";"514,74";"507,14";"595,73";"508,06";"775,47";"854,61";"994,06";"959,23";"1.164,82"
"08226041";"Leimen, Stadt";"Gemeinden";"423,22";"627,60";"466,44";"492,00";"730,67";"829,27";"968,34";"987,26";"1.111,89"
"08226046";"Malsch";"Gemeinden";"477,28";"483,16";"616,56";"619,83";"733,57";"896,59";"1.398,86";"1.599,66";"1.564,46"
"08226048";"Mauer";"Gemeinden";"435,40";"451,66";"488,35";"464,72";"552,99";"700,20";"852,57";"907,41";"1.211,12"
"08226049";"Meckesheim";"Gemeinden";"434,34";"439,36";"524,62";"601,75";"829,61";"953,82";"1.108,61";"1.292,77";"1.641,66"
"08226054";"Mühlhausen";"Gemeinden";"419,62";"423,28";"495,70";"516,51";"626,73";"817,23";"957,10";"1.078,05";"1.093,99"
"08226055";"Neckarbischofsheim, Stadt";"Gemeinden";"461,34";"533,03";"475,95";"467,53";"618,30";"1.208,06";"1.191,12";"950,73";"1.415,53"
"08226056";"Neckargemünd, Stadt";"Gemeinden";"510,61";"543,03";"581,92";"545,73";"637,24";"827,41";"1.050,34";"1.112,64";"1.299,36"
"08226058";"Neidenstein";"Gemeinden";"437,24";"472,57";"549,59";"451,21";"818,13";"747,84";"955,54";"1.239,62";"1.551,72"
"08226059";"Neulußheim";"Gemeinden";"482,78";"431,80";"430,48";"441,15";"566,76";"711,94";"858,73";"981,64";"1.074,54"
"08226060";"Nußloch";"Gemeinden";"588,60";"536,96";"513,36";"814,97";"732,50";"1.057,78";"1.258,19";"1.108,07";"1.264,77"
"08226062";"Oftersheim";"Gemeinden";"441,87";"433,98";"468,54";"475,91";"501,72";"693,84";"867,07";"975,83";"1.109,59"
"08226063";"Plankstadt";"Gemeinden";"553,78";"822,66";"608,96";"568,91";"541,08";"696,07";"855,71";"969,98";"1.218,27"
"08226065";"Rauenberg, Stadt";"Gemeinden";"466,30";"443,58";"526,53";"640,01";"923,47";"965,74";"1.015,40";"1.068,18";"1.227,59"
"08226066";"Reichartshausen";"Gemeinden";"521,81";"515,20";"479,14";"447,02";"562,22";"596,34";"879,80";"1.238,51";"957,88"
"08226068";"Reilingen";"Gemeinden";"460,60";"453,69";"536,59";"552,02";"683,84";"749,83";"980,01";"996,40";"1.107,80"
"08226076";"Sandhausen";"Gemeinden";"539,99";"494,23";"509,53";"542,66";"609,37";"746,93";"865,02";"1.030,67";"1.062,12"
"08226080";"Schönau, Stadt";"Gemeinden";"565,06";"520,92";"542,36";"520,76";"675,38";"852,06";"1.025,61";"1.327,86";"1.229,46"
"08226081";"Schönbrunn";"Gemeinden";"344,95";"384,94";"426,33";"465,02";"536,92";"644,12";"839,64";"829,21";"950,00"
"08226082";"Schriesheim, Stadt";"Gemeinden";"620,87";"488,43";"698,28";"593,13";"702,35";"888,17";"1.608,20";"1.134,98";"1.254,40"
"08226084";"Schwetzingen, Stadt";"Gemeinden";"549,06";"496,25";"599,51";"654,29";"746,08";"1.053,10";"1.215,43";"1.387,30";"1.646,15"
"08226085";"Sinsheim, Stadt";"Gemeinden";"516,60";"528,79";"562,74";"625,55";"709,24";"996,83";"1.229,29";"1.461,16";"1.593,92"
"08226086";"Spechbach";"Gemeinden";"356,34";"403,42";"467,39";"428,15";"530,80";"560,20";"719,83";"713,29";"863,79"
"08226091";"Waibstadt, Stadt";"Gemeinden";"433,21";"468,47";"641,41";"882,50";"498,33";"748,15";"927,41";"1.207,13";"1.404,53"
"08226095";"Walldorf, Stadt";"Gemeinden";"1.265,93";"3.759,02";"3.587,83";"12.270,14";"5.831,45";"9.709,07";"9.176,26";"14.558,60";"15.516,81"
"08226096";"Weinheim, Stadt";"Gemeinden";"755,82";"676,76";"765,45";"729,76";"908,98";"1.308,25";"1.668,04";"1.623,85";"2.005,23"
"08226097";"Wiesenbach";"Gemeinden";"462,87";"458,33";"511,87";"517,83";"603,55";"723,23";"927,00";"967,54";"1.204,74"
"08226098";"Wiesloch, Stadt";"Gemeinden";"986,08";"1.116,73";"1.142,73";"778,99";"967,25";"1.076,31";"1.285,36";"1.472,01";"1.487,55"
"08226099";"Wilhelmsfeld";"Gemeinden";"439,49";"471,58";"554,95";"496,10";"576,48";"710,75";"896,15";"970,71";"1.007,98"
"08226101";"Zuzenhausen";"Gemeinden";"655,37";"668,18";"442,09";"288,52";"567,64";"1.231,05";"1.537,14";"3.081,04";"1.639,60"
"08226102";"Angelbachtal";"Gemeinden";"407,73";"407,82";"477,75";"457,80";"567,59";"699,33";"797,81";"932,25";"1.025,97"
"08226103";"St. Leon-Rot";"Gemeinden";"448,85";"536,10";"855,30";"2.192,18";"2.146,88";"3.832,77";"3.436,21";"4.181,65";"3.696,37"
"08226104";"Lobbach";"Gemeinden";"385,39";"489,86";"535,79";"624,69";"563,33";"852,06";"1.180,11";"1.343,84";"1.575,41"
"08226105";"Edingen-Neckarhausen";"Gemeinden";"610,96";"531,20";"535,42";"528,66";"574,90";"787,56";"991,26";"1.083,26";"1.131,80"
"08226106";"Helmstadt-Bargen";"Gemeinden";"482,46";"553,51";"621,21";"621,42";"684,89";"708,13";"866,17";"1.091,44";"1.102,66"
"08226107";"Hirschberg an der Bergstraße";"Gemeinden";"559,52";"548,00";"607,21";"708,63";"770,70";"1.042,01";"1.496,47";"1.358,23";"1.769,12"
"08231000";"Pforzheim, Stadt";"Gemeinden";"732,84";"773,77";"825,46";"849,46";"852,11";"1.358,23";"1.330,57";"1.631,91";"1.624,49"
"08235006";"Altensteig, Stadt";"Gemeinden";"497,28";"538,56";"607,68";"541,85";"621,73";"1.062,05";"1.148,56";"1.499,19";"1.316,35"
"08235007";"Althengstett";"Gemeinden";"429,97";"512,76";"709,43";"771,67";"625,63";"1.073,88";"1.338,65";"1.474,43";"1.511,30"
"08235008";"Bad Liebenzell, Stadt";"Gemeinden";"458,28";"426,67";"476,40";"475,12";"658,42";"773,21";"916,60";"1.103,74";"1.177,58"
"08235018";"Dobel";"Gemeinden";"380,44";"446,87";"477,74";"476,00";"574,97";"716,29";"791,81";"843,94";"876,59"
"08235020";"Ebhausen";"Gemeinden";"478,17";"407,49";"460,56";"473,77";"498,21";"687,87";"832,85";"930,64";"1.041,57"
"08235022";"Egenhausen";"Gemeinden";"414,00";"409,26";"448,87";"540,60";"543,85";"643,85";"717,39";"974,43";"1.157,40"
"08235025";"Enzklösterle";"Gemeinden";"406,18";"439,67";"504,65";"502,76";"640,37";"823,43";"869,94";"905,96";"1.015,19"
"08235029";"Gechingen";"Gemeinden";"556,17";"523,56";"582,66";"515,10";"727,20";"938,84";"1.133,09";"1.106,29";"1.352,27"
"08235032";"Haiterbach, Stadt";"Gemeinden";"574,52";"519,09";"573,20";"632,35";"693,77";"907,07";"1.113,30";"1.088,40";"1.595,40"
"08235033";"Bad Herrenalb, Stadt";"Gemeinden";"462,64";"487,65";"558,75";"500,40";"583,98";"688,33";"809,17";"871,57";"935,14"
"08235035";"Höfen an der Enz";"Gemeinden";"510,35";"499,42";"584,22";"533,18";"887,00";"1.744,80";"1.125,97";"1.277,10";"1.454,98"
"08235046";"Nagold, Stadt";"Gemeinden";"694,72";"700,98";"797,87";"1.148,70";"855,39";"1.234,08";"1.409,68";"1.519,04";"1.945,25"
"08235047";"Neubulach, Stadt";"Gemeinden";"606,09";"657,18";"628,12";"669,99";"644,40";"981,09";"1.095,12";"1.314,94";"1.454,03"
