Kennziffer;Raumeinheit;Aggregat;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose
;;;1998;2002;2005;2009;2013;2017;2021;2023
"08336094";"Wembach";"Gemeinden";"6,00";"3,00";"6,00";"8,00";"5,00";"4,00";"8,00";"4,00"
"08336096";"Wieden";"Gemeinden";"11,00";"6,00";"10,00";"10,00";"3,00";"2,00";"5,00";"5,00"
"08336100";"Wittlingen";"Gemeinden";"18,00";"14,00";"17,00";"19,00";"13,00";"8,00";"16,00";"14,00"
"08336103";"Zell im Wiesental, Stadt";"Gemeinden";"267,00";"208,00";"236,00";"198,00";"166,00";"121,00";"197,00";"165,00"
"08336104";"Malsburg-Marzell";"Gemeinden";"30,00";"24,00";"29,00";"28,00";"20,00";"18,00";"29,00";"28,00"
"08336105";"Grenzach-Wyhlen";"Gemeinden";"489,00";"357,00";"473,00";"304,00";"251,00";"245,00";"382,00";"358,00"
"08336106";"Häg-Ehrsberg";"Gemeinden";"27,00";"19,00";"29,00";"20,00";"11,00";"11,00";"17,00";"10,00"
"08336107";"Kleines Wiesental";"Gemeinden";"56,00";"52,00";"59,00";"47,00";"36,00";"33,00";"47,00";"46,00"
"08337002";"Albbruck";"Gemeinden";"253,00";"139,00";"231,00";"135,00";"127,00";"88,00";"127,00";"120,00"
"08337013";"Bernau im Schwarzwald";"Gemeinden";"49,00";"45,00";"57,00";"35,00";"17,00";"21,00";"31,00";"25,00"
"08337022";"Bonndorf im Schwarzwald, Stadt";"Gemeinden";"216,00";"165,00";"190,00";"147,00";"112,00";"97,00";"113,00";"110,00"
"08337027";"Dachsberg (Südschwarzwald)";"Gemeinden";"40,00";"26,00";"23,00";"16,00";"17,00";"23,00";"17,00";"21,00"
"08337030";"Dettighofen";"Gemeinden";"31,00";"25,00";"31,00";"21,00";"16,00";"16,00";"16,00";"15,00"
"08337032";"Dogern";"Gemeinden";"66,00";"40,00";"63,00";"31,00";"38,00";"18,00";"37,00";"33,00"
"08337038";"Görwihl";"Gemeinden";"102,00";"86,00";"120,00";"63,00";"56,00";"46,00";"60,00";"63,00"
"08337039";"Grafenhausen";"Gemeinden";"44,00";"42,00";"48,00";"33,00";"19,00";"19,00";"30,00";"32,00"
"08337045";"Häusern";"Gemeinden";"25,00";"24,00";"26,00";"24,00";"12,00";"19,00";"24,00";"30,00"
"08337049";"Herrischried";"Gemeinden";"66,00";"50,00";"67,00";"43,00";"29,00";"44,00";"47,00";"39,00"
"08337051";"Höchenschwand";"Gemeinden";"91,00";"50,00";"63,00";"49,00";"31,00";"41,00";"54,00";"68,00"
"08337053";"Hohentengen am Hochrhein";"Gemeinden";"101,00";"77,00";"84,00";"60,00";"39,00";"52,00";"62,00";"61,00"
"08337059";"Ibach";"Gemeinden";"18,00";"10,00";"5,00";"7,00";"2,00";"1,00";"3,00";"5,00"
"08337060";"Jestetten";"Gemeinden";"242,00";"175,00";"183,00";"114,00";"75,00";"85,00";"109,00";"120,00"
"08337062";"Klettgau";"Gemeinden";"230,00";"175,00";"216,00";"179,00";"129,00";"108,00";"140,00";"141,00"
"08337065";"Lauchringen";"Gemeinden";"346,00";"235,00";"237,00";"223,00";"133,00";"129,00";"173,00";"160,00"
"08337066";"Laufenburg (Baden), Stadt";"Gemeinden";"308,00";"212,00";"275,00";"199,00";"166,00";"167,00";"213,00";"206,00"
"08337070";"Lottstetten";"Gemeinden";"105,00";"61,00";"95,00";"53,00";"52,00";"46,00";"72,00";"73,00"
"08337076";"Murg";"Gemeinden";"241,00";"157,00";"193,00";"142,00";"109,00";"93,00";"137,00";"144,00"
"08337090";"Rickenbach";"Gemeinden";"116,00";"76,00";"99,00";"60,00";"46,00";"51,00";"67,00";"66,00"
"08337096";"Bad Säckingen, Stadt";"Gemeinden";"680,00";"549,00";"681,00";"463,00";"316,00";"367,00";"460,00";"472,00"
"08337097";"St. Blasien, Stadt";"Gemeinden";"140,00";"99,00";"136,00";"90,00";"68,00";"89,00";"97,00";"174,00"
"08337106";"Stühlingen, Stadt";"Gemeinden";"131,00";"105,00";"126,00";"89,00";"77,00";"86,00";"106,00";"103,00"
"08337108";"Todtmoos";"Gemeinden";"96,00";"68,00";"77,00";"39,00";"38,00";"40,00";"42,00";"52,00"
"08337116";"Wehr, Stadt";"Gemeinden";"533,00";"406,00";"516,00";"371,00";"263,00";"226,00";"306,00";"278,00"
"08337118";"Weilheim";"Gemeinden";"76,00";"47,00";"68,00";"37,00";"30,00";"40,00";"36,00";"37,00"
"08337123";"Wutöschingen";"Gemeinden";"276,00";"200,00";"217,00";"161,00";"108,00";"105,00";"121,00";"115,00"
"08337124";"Eggingen";"Gemeinden";"51,00";"38,00";"40,00";"30,00";"22,00";"30,00";"34,00";"48,00"
"08337125";"Küssaberg";"Gemeinden";"190,00";"134,00";"156,00";"104,00";"86,00";"75,00";"110,00";"114,00"
"08337126";"Waldshut-Tiengen, Stadt";"Gemeinden";"1.101,00";"785,00";"989,00";"783,00";"517,00";"614,00";"734,00";"751,00"
"08337127";"Wutach";"Gemeinden";"30,00";"17,00";"20,00";"15,00";"6,00";"16,00";"12,00";"13,00"
"08337128";"Ühlingen-Birkendorf";"Gemeinden";"198,00";"138,00";"140,00";"78,00";"69,00";"72,00";"90,00";"78,00"
"08415014";"Dettingen an der Erms";"Gemeinden";"184,00";"195,00";"213,00";"183,00";"142,00";"147,00";"183,00";"226,00"
"08415019";"Eningen unter Achalm";"Gemeinden";"344,00";"260,00";"318,00";"276,00";"272,00";"281,00";"300,00";"320,00"
"08415027";"Gomadingen";"Gemeinden";"36,00";"28,00";"32,00";"32,00";"28,00";"31,00";"32,00";"23,00"
"08415028";"Grabenstetten";"Gemeinden";"28,00";"17,00";"27,00";"32,00";"20,00";"20,00";"22,00";"19,00"
"08415029";"Grafenberg";"Gemeinden";"77,00";"51,00";"57,00";"45,00";"35,00";"26,00";"37,00";"31,00"
"08415034";"Hayingen, Stadt";"Gemeinden";"51,00";"32,00";"36,00";"30,00";"21,00";"27,00";"26,00";"34,00"
"08415039";"Hülben";"Gemeinden";"56,00";"44,00";"49,00";"37,00";"26,00";"27,00";"40,00";"44,00"
"08415048";"Mehrstetten";"Gemeinden";"36,00";"24,00";"30,00";"36,00";"28,00";"29,00";"28,00";"25,00"
"08415050";"Metzingen, Stadt";"Gemeinden";"690,00";"500,00";"638,00";"525,00";"420,00";"397,00";"505,00";"489,00"
"08415053";"Münsingen, Stadt";"Gemeinden";"461,00";"325,00";"413,00";"406,00";"300,00";"257,00";"301,00";"254,00"
"08415058";"Pfronstetten";"Gemeinden";"27,00";"21,00";"24,00";"14,00";"15,00";"18,00";"15,00";"14,00"
"08415059";"Pfullingen, Stadt";"Gemeinden";"574,00";"475,00";"555,00";"546,00";"455,00";"385,00";"444,00";"442,00"
"08415060";"Pliezhausen";"Gemeinden";"225,00";"161,00";"174,00";"130,00";"108,00";"86,00";"141,00";"127,00"
"08415061";"Reutlingen, Stadt";"Gemeinden";"4.385,00";"3.218,00";"4.099,00";"3.528,00";"2.957,00";"2.763,00";"3.276,00";"3.126,00"
"08415062";"Riederich";"Gemeinden";"125,00";"87,00";"115,00";"106,00";"75,00";"64,00";"68,00";"59,00"
"08415073";"Trochtelfingen, Stadt";"Gemeinden";"203,00";"126,00";"156,00";"108,00";"83,00";"76,00";"103,00";"102,00"
"08415078";"Bad Urach, Stadt";"Gemeinden";"366,00";"341,00";"437,00";"343,00";"303,00";"290,00";"345,00";"323,00"
"08415080";"Wannweil";"Gemeinden";"160,00";"112,00";"137,00";"98,00";"101,00";"76,00";"102,00";"84,00"
"08415085";"Zwiefalten";"Gemeinden";"38,00";"34,00";"32,00";"22,00";"17,00";"32,00";"32,00";"40,00"
"08415087";"Walddorfhäslach";"Gemeinden";"114,00";"67,00";"98,00";"72,00";"51,00";"50,00";"75,00";"71,00"
"08415088";"Römerstein";"Gemeinden";"72,00";"68,00";"67,00";"55,00";"43,00";"34,00";"50,00";"46,00"
"08415089";"Engstingen";"Gemeinden";"132,00";"85,00";"115,00";"106,00";"75,00";"79,00";"92,00";"78,00"
"08415090";"Hohenstein";"Gemeinden";"74,00";"60,00";"56,00";"44,00";"36,00";"50,00";"38,00";"38,00"
"08415091";"Sonnenbühl";"Gemeinden";"192,00";"132,00";"184,00";"150,00";"110,00";"101,00";"125,00";"100,00"
"08415092";"Lichtenstein";"Gemeinden";"328,00";"254,00";"308,00";"279,00";"237,00";"182,00";"218,00";"208,00"
"08415093";"St. Johann";"Gemeinden";"88,00";"82,00";"93,00";"82,00";"53,00";"50,00";"63,00";"62,00"
"08415971";"Gutsbezirk Münsingen, gemeindefreies Gebiet";"Gemeinden";"2,00";"0,00";"0,00";"6,00";"0,00";"0,00";;
"08416006";"Bodelshausen";"Gemeinden";"181,00";"168,00";"227,00";"197,00";"132,00";"110,00";"122,00";"124,00"
"08416009";"Dettenhausen";"Gemeinden";"180,00";"120,00";"117,00";"88,00";"63,00";"64,00";"74,00";"82,00"
"08416011";"Dußlingen";"Gemeinden";"137,00";"133,00";"201,00";"143,00";"119,00";"102,00";"111,00";"107,00"
"08416015";"Gomaringen";"Gemeinden";"220,00";"176,00";"228,00";"138,00";"116,00";"89,00";"129,00";"158,00"
"08416018";"Hirrlingen";"Gemeinden";"74,00";"68,00";"78,00";"57,00";"43,00";"37,00";"46,00";"36,00"
"08416022";"Kirchentellinsfurt";"Gemeinden";"171,00";"133,00";"158,00";"123,00";"92,00";"87,00";"89,00";"84,00"
"08416023";"Kusterdingen";"Gemeinden";"196,00";"160,00";"180,00";"130,00";"104,00";"105,00";"116,00";"115,00"
"08416025";"Mössingen, Stadt";"Gemeinden";"604,00";"544,00";"704,00";"522,00";"475,00";"409,00";"408,00";"406,00"
"08416026";"Nehren";"Gemeinden";"88,00";"86,00";"111,00";"107,00";"75,00";"66,00";"69,00";"73,00"
"08416031";"Ofterdingen";"Gemeinden";"130,00";"117,00";"144,00";"104,00";"89,00";"72,00";"88,00";"94,00"
"08416036";"Rottenburg am Neckar, Stadt";"Gemeinden";"1.369,00";"1.109,00";"1.441,00";"1.060,00";"791,00";"741,00";"793,00";"840,00"
"08416041";"Tübingen, Universitätsstadt";"Gemeinden";"2.582,00";"2.164,00";"2.535,00";"1.902,00";"1.467,00";"1.390,00";"1.632,00";"1.596,00"
"08416048";"Ammerbuch";"Gemeinden";"354,00";"254,00";"297,00";"227,00";"178,00";"158,00";"194,00";"208,00"
"08416049";"Neustetten";"Gemeinden";"118,00";"101,00";"118,00";"89,00";"51,00";"49,00";"50,00";"70,00"
"08416050";"Starzach";"Gemeinden";"108,00";"95,00";"123,00";"103,00";"79,00";"83,00";"65,00";"71,00"
"08417002";"Balingen, Stadt";"Gemeinden";"1.314,00";"1.020,00";"1.464,00";"1.059,00";"759,00";"569,00";"694,00";"722,00"
"08417008";"Bisingen";"Gemeinden";"308,00";"228,00";"311,00";"251,00";"199,00";"169,00";"192,00";"188,00"
"08417010";"Bitz";"Gemeinden";"131,00";"103,00";"128,00";"96,00";"72,00";"65,00";"66,00";"64,00"
"08417013";"Burladingen, Stadt";"Gemeinden";"440,00";"365,00";"494,00";"361,00";"245,00";"212,00";"246,00";"242,00"
"08417014";"Dautmergen";"Gemeinden";"12,00";"6,00";"13,00";"5,00";"6,00";"5,00";"6,00";"6,00"
"08417015";"Dormettingen";"Gemeinden";"32,00";"27,00";"39,00";"30,00";"17,00";"17,00";"17,00";"24,00"
"08417016";"Dotternhausen";"Gemeinden";"46,00";"32,00";"53,00";"42,00";"21,00";"20,00";"27,00";"33,00"
"08417022";"Geislingen, Stadt";"Gemeinden";"205,00";"138,00";"194,00";"140,00";"88,00";"78,00";"96,00";"104,00"
"08417023";"Grosselfingen";"Gemeinden";"66,00";"49,00";"84,00";"58,00";"45,00";"33,00";"35,00";"36,00"
"08417025";"Haigerloch, Stadt";"Gemeinden";"279,00";"229,00";"309,00";"227,00";"157,00";"152,00";"193,00";"233,00"
"08417029";"Hausen am Tann";"Gemeinden";"21,00";"20,00";"24,00";"13,00";"13,00";"10,00";"13,00";"10,00"
"08417031";"Hechingen, Stadt";"Gemeinden";"687,00";"598,00";"844,00";"692,00";"551,00";"447,00";"469,00";"580,00"
"08417036";"Jungingen";"Gemeinden";"25,00";"33,00";"41,00";"23,00";"19,00";"17,00";"18,00";"26,00"
"08417044";"Meßstetten, Stadt";"Gemeinden";"308,00";"348,00";"459,00";"295,00";"225,00";"184,00";"223,00";"285,00"
"08417045";"Nusplingen";"Gemeinden";"48,00";"51,00";"45,00";"31,00";"19,00";"15,00";"26,00";"27,00"
"08417047";"Obernheim";"Gemeinden";"68,00";"70,00";"69,00";"36,00";"24,00";"24,00";"30,00";"28,00"
"08417051";"Rangendingen";"Gemeinden";"157,00";"110,00";"173,00";"107,00";"92,00";"64,00";"69,00";"73,00"
"08417052";"Ratshausen";"Gemeinden";"22,00";"13,00";"23,00";"21,00";"12,00";"8,00";"8,00";"10,00"
"08417054";"Rosenfeld, Stadt";"Gemeinden";"253,00";"177,00";"252,00";"138,00";"105,00";"85,00";"94,00";"116,00"
"08417057";"Schömberg, Stadt";"Gemeinden";"163,00";"114,00";"194,00";"137,00";"82,00";"62,00";"92,00";"100,00"
"08417063";"Straßberg";"Gemeinden";"110,00";"66,00";"91,00";"64,00";"41,00";"36,00";"42,00";"42,00"
"08417071";"Weilen unter den Rinnen";"Gemeinden";"18,00";"11,00";"9,00";"11,00";"6,00";"5,00";"8,00";"8,00"
"08417075";"Winterlingen";"Gemeinden";"236,00";"150,00";"233,00";"169,00";"115,00";"100,00";"118,00";"107,00"
"08417078";"Zimmern unter der Burg";"Gemeinden";"13,00";"10,00";"5,00";"11,00";"4,00";"3,00";"6,00";"4,00"
"08417079";"Albstadt, Stadt";"Gemeinden";"2.374,00";"1.770,00";"2.588,00";"1.816,00";"1.423,00";"1.167,00";"1.317,00";"1.498,00"
"08421000";"Ulm, Universitätsstadt";"Gemeinden";"4.344,00";"4.040,00";"5.983,00";"3.570,00";"3.214,00";"2.608,00";"2.875,00";"2.908,00"
"08425002";"Allmendingen";"Gemeinden";"112,00";"114,00";"140,00";"88,00";"89,00";"71,00";"82,00";"67,00"
"08425004";"Altheim";"Gemeinden";"10,00";"13,00";"16,00";"8,00";"8,00";"14,00";"9,00";"10,00"
"08425005";"Altheim (Alb)";"Gemeinden";"29,00";"30,00";"35,00";"21,00";"20,00";"16,00";"26,00";"22,00"
"08425008";"Amstetten";"Gemeinden";"74,00";"84,00";"114,00";"80,00";"62,00";"74,00";"58,00";"58,00"
"08425011";"Asselfingen";"Gemeinden";"13,00";"19,00";"25,00";"13,00";"9,00";"12,00";"13,00";"12,00"
"08425013";"Ballendorf";"Gemeinden";"9,00";"10,00";"13,00";"5,00";"6,00";"5,00";"7,00";"6,00"
"08425014";"Beimerstetten";"Gemeinden";"53,00";"52,00";"77,00";"45,00";"39,00";"29,00";"32,00";"54,00"
"08425017";"Berghülen";"Gemeinden";"30,00";"44,00";"50,00";"29,00";"28,00";"27,00";"26,00";"21,00"
"08425019";"Bernstadt";"Gemeinden";"34,00";"31,00";"46,00";"31,00";"22,00";"18,00";"20,00";"21,00"
"08425020";"Blaubeuren, Stadt";"Gemeinden";"320,00";"331,00";"384,00";"242,00";"199,00";"212,00";"226,00";"217,00"
"08425022";"Börslingen";"Gemeinden";"2,00";"4,00";"5,00";"4,00";"0,00";"2,00";"1,00";"0,00"
"08425024";"Breitingen";"Gemeinden";"7,00";"4,00";"7,00";"7,00";"4,00";"4,00";"9,00";"7,00"
"08425028";"Dietenheim, Stadt";"Gemeinden";"243,00";"169,00";"258,00";"171,00";"122,00";"116,00";"139,00";"111,00"
"08425031";"Dornstadt";"Gemeinden";"195,00";"181,00";"224,00";"158,00";"118,00";"111,00";"104,00";"114,00"
"08425033";"Ehingen (Donau), Stadt";"Gemeinden";"785,00";"722,00";"1.040,00";"675,00";"711,00";"535,00";"497,00";"508,00"
"08425035";"Emeringen";"Gemeinden";"1,00";"2,00";"0,00";"3,00";"3,00";"2,00";"3,00";"1,00"
"08425036";"Emerkingen";"Gemeinden";"14,00";"10,00";"15,00";"16,00";"14,00";"6,00";"9,00";"10,00"
"08425039";"Erbach, Stadt";"Gemeinden";"297,00";"308,00";"431,00";"255,00";"197,00";"179,00";"195,00";"190,00"
"08425050";"Griesingen";"Gemeinden";"23,00";"18,00";"25,00";"10,00";"14,00";"10,00";"16,00";"14,00"
"08425052";"Grundsheim";"Gemeinden";"3,00";"3,00";"5,00";"4,00";"1,00";"1,00";"1,00";"2,00"
"08425055";"Hausen am Bussen";"Gemeinden";"7,00";"6,00";"9,00";"3,00";"3,00";"2,00";"3,00";"3,00"
"08425062";"Holzkirch";"Gemeinden";"1,00";"3,00";"6,00";"3,00";"1,00";"2,00";"3,00";"1,00"
"08425064";"Hüttisheim";"Gemeinden";"33,00";"33,00";"38,00";"18,00";"16,00";"13,00";"18,00";"16,00"
"08425066";"Illerrieden";"Gemeinden";"79,00";"74,00";"89,00";"64,00";"40,00";"38,00";"40,00";"38,00"
"08425071";"Laichingen, Stadt";"Gemeinden";"272,00";"295,00";"375,00";"306,00";"194,00";"191,00";"212,00";"223,00"
"08425072";"Langenau, Stadt";"Gemeinden";"360,00";"335,00";"481,00";"278,00";"219,00";"202,00";"235,00";"232,00"
"08425073";"Lauterach";"Gemeinden";"8,00";"6,00";"21,00";"10,00";"15,00";"10,00";"6,00";"7,00"
"08425075";"Lonsee";"Gemeinden";"100,00";"109,00";"152,00";"96,00";"72,00";"65,00";"86,00";"87,00"
"08425079";"Merklingen";"Gemeinden";"45,00";"47,00";"43,00";"34,00";"17,00";"22,00";"28,00";"29,00"
"08425081";"Munderkingen, Stadt";"Gemeinden";"186,00";"202,00";"267,00";"182,00";"174,00";"128,00";"125,00";"116,00"
"08425083";"Neenstetten";"Gemeinden";"9,00";"16,00";"20,00";"8,00";"7,00";"11,00";"9,00";"9,00"
"08425084";"Nellingen";"Gemeinden";"39,00";"41,00";"39,00";"29,00";"18,00";"23,00";"22,00";"21,00"
"08425085";"Nerenstetten";"Gemeinden";"5,00";"8,00";"8,00";"4,00";"5,00";"3,00";"5,00";"3,00"
"08425088";"Oberdischingen";"Gemeinden";"47,00";"40,00";"48,00";"39,00";"33,00";"22,00";"35,00";"24,00"
"08425090";"Obermarchtal";"Gemeinden";"27,00";"25,00";"39,00";"34,00";"23,00";"24,00";"23,00";"18,00"
"08425091";"Oberstadion";"Gemeinden";"38,00";"23,00";"47,00";"23,00";"18,00";"18,00";"15,00";"19,00"
"08425092";"Öllingen";"Gemeinden";"6,00";"5,00";"11,00";"9,00";"6,00";"9,00";"8,00";"10,00"
"08425093";"Öpfingen";"Gemeinden";"73,00";"64,00";"75,00";"52,00";"45,00";"41,00";"34,00";"40,00"
"08425097";"Rammingen";"Gemeinden";"29,00";"30,00";"29,00";"27,00";"13,00";"10,00";"18,00";"12,00"
"08425098";"Rechtenstein";"Gemeinden";"6,00";"8,00";"8,00";"4,00";"5,00";"5,00";"6,00";"5,00"
"08425104";"Rottenacker";"Gemeinden";"46,00";"60,00";"71,00";"68,00";"47,00";"39,00";"43,00";"31,00"
"08425108";"Schelklingen, Stadt";"Gemeinden";"176,00";"174,00";"197,00";"159,00";"135,00";"127,00";"126,00";"127,00"
"08425110";"Schnürpflingen";"Gemeinden";"29,00";"28,00";"40,00";"25,00";"16,00";"11,00";"14,00";"10,00"
"08425112";"Setzingen";"Gemeinden";"13,00";"16,00";"23,00";"9,00";"7,00";"4,00";"6,00";"7,00"
"08425123";"Untermarchtal";"Gemeinden";"17,00";"16,00";"19,00";"11,00";"9,00";"12,00";"10,00";"9,00"
"08425124";"Unterstadion";"Gemeinden";"8,00";"11,00";"16,00";"9,00";"11,00";"7,00";"9,00";"18,00"
"08425125";"Unterwachingen";"Gemeinden";"6,00";"1,00";"0,00";"4,00";"2,00";"0,00";"1,00";"1,00"
"08425130";"Weidenstetten";"Gemeinden";"37,00";"16,00";"34,00";"20,00";"14,00";"19,00";"28,00";"17,00"
"08425134";"Westerheim";"Gemeinden";"72,00";"56,00";"79,00";"59,00";"46,00";"32,00";"41,00";"37,00"
"08425135";"Westerstetten";"Gemeinden";"49,00";"42,00";"78,00";"41,00";"35,00";"26,00";"27,00";"27,00"
"08425137";"Illerkirchberg";"Gemeinden";"106,00";"92,00";"113,00";"80,00";"70,00";"57,00";"62,00";"54,00"
"08425138";"Staig";"Gemeinden";"90,00";"69,00";"84,00";"48,00";"31,00";"43,00";"40,00";"38,00"
"08425139";"Heroldstatt";"Gemeinden";"66,00";"64,00";"66,00";"47,00";"31,00";"37,00";"42,00";"31,00"
"08425140";"Balzheim";"Gemeinden";"41,00";"45,00";"47,00";"40,00";"30,00";"20,00";"27,00";"24,00"
"08425141";"Blaustein, Stadt";"Gemeinden";"386,00";"373,00";"475,00";"295,00";"248,00";"255,00";"305,00";"288,00"
"08426001";"Achstetten";"Gemeinden";"66,00";"62,00";"78,00";"44,00";"46,00";"51,00";"67,00";"47,00"
"08426005";"Alleshausen";"Gemeinden";"5,00";"6,00";"9,00";"8,00";"5,00";"4,00";"2,00";"6,00"
"08426006";"Allmannsweiler";"Gemeinden";"3,00";"9,00";"12,00";"5,00";"4,00";"1,00";"2,00";"1,00"
"08426008";"Altheim";"Gemeinden";"53,00";"41,00";"71,00";"54,00";"30,00";"24,00";"27,00";"28,00"
"08426011";"Attenweiler";"Gemeinden";"18,00";"19,00";"26,00";"24,00";"16,00";"21,00";"20,00";"28,00"
"08426013";"Bad Buchau, Stadt";"Gemeinden";"153,00";"123,00";"165,00";"130,00";"108,00";"95,00";"101,00";"128,00"
"08426014";"Bad Schussenried, Stadt";"Gemeinden";"224,00";"184,00";"256,00";"205,00";"140,00";"128,00";"140,00";"117,00"
"08426019";"Berkheim";"Gemeinden";"57,00";"63,00";"73,00";"46,00";"33,00";"33,00";"35,00";"37,00"
"08426020";"Betzenweiler";"Gemeinden";"10,00";"8,00";"14,00";"8,00";"5,00";"9,00";"10,00";"11,00"
"08426021";"Biberach an der Riß, Stadt";"Gemeinden";"930,00";"822,00";"1.139,00";"800,00";"678,00";"689,00";"718,00";"701,00"
"08426028";"Burgrieden";"Gemeinden";"89,00";"66,00";"83,00";"55,00";"49,00";"41,00";"52,00";"52,00"
"08426031";"Dettingen an der Iller";"Gemeinden";"41,00";"41,00";"48,00";"45,00";"34,00";"25,00";"30,00";"30,00"
"08426035";"Dürmentingen";"Gemeinden";"49,00";"53,00";"80,00";"57,00";"38,00";"31,00";"36,00";"39,00"
"08426036";"Dürnau";"Gemeinden";"7,00";"7,00";"14,00";"8,00";"6,00";"3,00";"4,00";"7,00"
"08426038";"Eberhardzell";"Gemeinden";"55,00";"59,00";"72,00";"66,00";"46,00";"41,00";"41,00";"35,00"
"08426043";"Erlenmoos";"Gemeinden";"24,00";"19,00";"30,00";"17,00";"19,00";"15,00";"12,00";"13,00"
"08426044";"Erolzheim";"Gemeinden";"73,00";"73,00";"79,00";"60,00";"46,00";"37,00";"48,00";"45,00"
"08426045";"Ertingen";"Gemeinden";"184,00";"175,00";"183,00";"119,00";"90,00";"59,00";"67,00";"59,00"
"08426058";"Hochdorf";"Gemeinden";"35,00";"34,00";"51,00";"22,00";"19,00";"14,00";"23,00";"23,00"
"08426062";"Ingoldingen";"Gemeinden";"55,00";"42,00";"52,00";"36,00";"38,00";"23,00";"23,00";"20,00"
"08426064";"Kanzach";"Gemeinden";"6,00";"6,00";"8,00";"5,00";"6,00";"10,00";"5,00";"4,00"
"08426065";"Kirchberg an der Iller";"Gemeinden";"43,00";"35,00";"58,00";"38,00";"25,00";"23,00";"29,00";"32,00"
"08426066";"Kirchdorf an der Iller";"Gemeinden";"79,00";"105,00";"145,00";"88,00";"73,00";"49,00";"52,00";"48,00"
"08426067";"Langenenslingen";"Gemeinden";"75,00";"64,00";"95,00";"64,00";"38,00";"50,00";"44,00";"44,00"
"08426070";"Laupheim, Stadt";"Gemeinden";"465,00";"423,00";"536,00";"428,00";"354,00";"314,00";"381,00";"331,00"
"08426071";"Maselheim";"Gemeinden";"63,00";"65,00";"81,00";"47,00";"44,00";"49,00";"47,00";"43,00"
"08426073";"Mietingen";"Gemeinden";"55,00";"52,00";"90,00";"51,00";"42,00";"38,00";"54,00";"33,00"
"08426074";"Mittelbiberach";"Gemeinden";"68,00";"70,00";"89,00";"63,00";"48,00";"41,00";"49,00";"49,00"
"08426078";"Moosburg";"Gemeinden";"4,00";"3,00";"8,00";"5,00";"1,00";"1,00";"2,00";"1,00"
"08426087";"Ochsenhausen, Stadt";"Gemeinden";"207,00";"185,00";"245,00";"182,00";"129,00";"125,00";"132,00";"152,00"
"08426090";"Oggelshausen";"Gemeinden";"20,00";"12,00";"17,00";"13,00";"14,00";"10,00";"14,00";"14,00"
"08426097";"Riedlingen, Stadt";"Gemeinden";"358,00";"368,00";"553,00";"376,00";"268,00";"220,00";"221,00";"268,00"
"08426100";"Rot an der Rot";"Gemeinden";"64,00";"53,00";"86,00";"49,00";"40,00";"35,00";"45,00";"47,00"
"08426108";"Schwendi";"Gemeinden";"97,00";"96,00";"142,00";"95,00";"75,00";"49,00";"65,00";"89,00"
"08426109";"Seekirch";"Gemeinden";"5,00";"3,00";"7,00";"3,00";"4,00";"6,00";"2,00";"4,00"
"08426113";"Steinhausen an der Rottum";"Gemeinden";"28,00";"21,00";"37,00";"34,00";"18,00";"23,00";"15,00";"25,00"
"08426117";"Tannheim";"Gemeinden";"56,00";"56,00";"66,00";"48,00";"28,00";"33,00";"27,00";"25,00"
"08426118";"Tiefenbach";"Gemeinden";"10,00";"7,00";"11,00";"7,00";"8,00";"3,00";"2,00";"4,00"
"08426120";"Ummendorf";"Gemeinden";"68,00";"74,00";"88,00";"66,00";"50,00";"61,00";"51,00";"47,00"
"08426121";"Unlingen";"Gemeinden";"55,00";"39,00";"65,00";"40,00";"39,00";"24,00";"26,00";"27,00"
"08426124";"Uttenweiler";"Gemeinden";"74,00";"57,00";"101,00";"49,00";"33,00";"44,00";"45,00";"42,00"
"08426125";"Wain";"Gemeinden";"40,00";"35,00";"53,00";"33,00";"26,00";"14,00";"21,00";"17,00"
"08426128";"Warthausen";"Gemeinden";"83,00";"88,00";"135,00";"79,00";"69,00";"66,00";"68,00";"60,00"
"08426134";"Schemmerhofen";"Gemeinden";"105,00";"116,00";"151,00";"95,00";"95,00";"69,00";"90,00";"80,00"
"08426135";"Gutenzell-Hürbel";"Gemeinden";"27,00";"23,00";"27,00";"26,00";"17,00";"21,00";"15,00";"20,00"
"08435005";"Bermatingen";"Gemeinden";"103,00";"92,00";"69,00";"81,00";"54,00";"44,00";"48,00";"59,00"
"08435010";"Daisendorf";"Gemeinden";"40,00";"43,00";"35,00";"30,00";"28,00";"27,00";"25,00";"26,00"
"08435013";"Eriskirch";"Gemeinden";"110,00";"100,00";"150,00";"94,00";"62,00";"59,00";"63,00";"70,00"
"08435015";"Frickingen";"Gemeinden";"75,00";"58,00";"59,00";"53,00";"36,00";"39,00";"50,00";"34,00"
"08435016";"Friedrichshafen, Stadt";"Gemeinden";"1.809,00";"1.657,00";"2.168,00";"1.539,00";"1.084,00";"1.174,00";"1.185,00";"1.405,00"
"08435018";"Hagnau am Bodensee";"Gemeinden";"52,00";"32,00";"33,00";"29,00";"22,00";"23,00";"26,00";"37,00"
"08435020";"Heiligenberg";"Gemeinden";"57,00";"47,00";"63,00";"41,00";"37,00";"39,00";"39,00";"53,00"
"08435024";"Immenstaad am Bodensee";"Gemeinden";"170,00";"136,00";"134,00";"109,00";"80,00";"96,00";"102,00";"126,00"
