Kennziffer;Raumeinheit;Aggregat;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose
;;;1998;2002;2005;2009;2013;2017;2021;2023
"07135061";"Mittelstrimmig";"Gemeinden";"12,00";"8,00";"9,00";"10,00";"9,00";"6,00";"7,00";"6,00"
"07135062";"Möntenich";"Gemeinden";"1,00";"1,00";"5,00";"4,00";"2,00";"1,00";"5,00";"4,00"
"07135064";"Moritzheim";"Gemeinden";"12,00";"6,00";"7,00";"2,00";"5,00";"2,00";"1,00";"5,00"
"07135065";"Moselkern";"Gemeinden";"24,00";"20,00";"35,00";"22,00";"19,00";"15,00";"24,00";"20,00"
"07135066";"Müden (Mosel)";"Gemeinden";"15,00";"15,00";"21,00";"14,00";"9,00";"11,00";"14,00";"15,00"
"07135067";"Müllenbach";"Gemeinden";"25,00";"25,00";"19,00";"17,00";"13,00";"13,00";"13,00";"12,00"
"07135068";"Neef";"Gemeinden";"15,00";"8,00";"16,00";"6,00";"9,00";"8,00";"7,00";"7,00"
"07135069";"Nehren";"Gemeinden";"2,00";"2,00";"2,00";"3,00";"1,00";"1,00";"1,00";"4,00"
"07135070";"Panzweiler";"Gemeinden";"16,00";"6,00";"11,00";"4,00";"6,00";"5,00";"4,00";"4,00"
"07135071";"Peterswald-Löffelscheid";"Gemeinden";"47,00";"33,00";"52,00";"20,00";"22,00";"13,00";"13,00";"17,00"
"07135072";"Pommern";"Gemeinden";"7,00";"5,00";"12,00";"8,00";"10,00";"7,00";"5,00";"8,00"
"07135073";"Pünderich";"Gemeinden";"20,00";"13,00";"23,00";"13,00";"16,00";"8,00";"10,00";"12,00"
"07135074";"Reidenhausen";"Gemeinden";"5,00";"4,00";"12,00";"5,00";"6,00";"5,00";"6,00";"7,00"
"07135075";"Roes";"Gemeinden";"12,00";"10,00";"18,00";"12,00";"7,00";"7,00";"5,00";"6,00"
"07135076";"Sankt Aldegund";"Gemeinden";"21,00";"16,00";"18,00";"11,00";"15,00";"11,00";"10,00";"6,00"
"07135077";"Schauren";"Gemeinden";"25,00";"25,00";"22,00";"25,00";"15,00";"12,00";"8,00";"8,00"
"07135078";"Schmitt";"Gemeinden";"1,00";"2,00";"0,00";"2,00";"2,00";"2,00";"3,00";"4,00"
"07135079";"Senheim";"Gemeinden";"18,00";"12,00";"21,00";"12,00";"14,00";"8,00";"12,00";"9,00"
"07135080";"Sosberg";"Gemeinden";"9,00";"4,00";"12,00";"9,00";"6,00";"1,00";"6,00";"4,00"
"07135081";"Tellig";"Gemeinden";"11,00";"9,00";"14,00";"8,00";"6,00";"4,00";"5,00";"7,00"
"07135082";"Treis-Karden";"Gemeinden";"56,00";"58,00";"82,00";"50,00";"42,00";"35,00";"44,00";"42,00"
"07135083";"Ulmen, Stadt";"Gemeinden";"95,00";"76,00";"139,00";"95,00";"83,00";"70,00";"68,00";"89,00"
"07135084";"Urmersbach";"Gemeinden";"18,00";"17,00";"12,00";"9,00";"7,00";"12,00";"10,00";"9,00"
"07135085";"Urschmitt";"Gemeinden";"1,00";"4,00";"7,00";"3,00";"4,00";"4,00";"3,00";"2,00"
"07135086";"Valwig";"Gemeinden";"5,00";"6,00";"9,00";"4,00";"4,00";"4,00";"7,00";"5,00"
"07135087";"Wagenhausen";"Gemeinden";"0,00";"1,00";"0,00";"2,00";"0,00";"0,00";"0,00";"0,00"
"07135088";"Walhausen";"Gemeinden";"6,00";"4,00";"6,00";"5,00";"5,00";"2,00";"6,00";"3,00"
"07135089";"Weiler";"Gemeinden";"1,00";"3,00";"5,00";"5,00";"5,00";"3,00";"4,00";"2,00"
"07135090";"Wirfus";"Gemeinden";"9,00";"2,00";"7,00";"8,00";"7,00";"4,00";"5,00";"2,00"
"07135091";"Wollmerath";"Gemeinden";"6,00";"4,00";"0,00";"2,00";"4,00";"1,00";"2,00";"1,00"
"07135092";"Zell (Mosel), Stadt";"Gemeinden";"134,00";"111,00";"188,00";"100,00";"89,00";"79,00";"91,00";"96,00"
"07135093";"Zettingen";"Gemeinden";"7,00";"4,00";"10,00";"6,00";"4,00";"5,00";"6,00";"6,00"
"07135501";"Bad Bertrich";"Gemeinden";"30,00";"22,00";"38,00";"24,00";"23,00";"24,00";"28,00";"27,00"
"07135502";"Leienkaul";"Gemeinden";"10,00";"9,00";"11,00";"10,00";"4,00";"8,00";"7,00";"6,00"
"07137001";"Acht";"Gemeinden";"5,00";"3,00";"4,00";"3,00";"2,00";"2,00";"0,00";"1,00"
"07137003";"Andernach, Stadt";"Gemeinden";"1.260,00";"1.169,00";"1.659,00";"1.058,00";"881,00";"643,00";"600,00";"664,00"
"07137004";"Anschau";"Gemeinden";"8,00";"9,00";"10,00";"4,00";"3,00";"2,00";"3,00";"0,00"
"07137006";"Arft";"Gemeinden";"10,00";"11,00";"7,00";"4,00";"4,00";"3,00";"4,00";"5,00"
"07137007";"Baar";"Gemeinden";"28,00";"27,00";"31,00";"22,00";"13,00";"12,00";"6,00";"7,00"
"07137008";"Bell";"Gemeinden";"57,00";"47,00";"51,00";"26,00";"23,00";"20,00";"21,00";"20,00"
"07137011";"Bermel";"Gemeinden";"13,00";"14,00";"17,00";"12,00";"14,00";"8,00";"9,00";"8,00"
"07137014";"Boos";"Gemeinden";"20,00";"20,00";"29,00";"17,00";"19,00";"13,00";"8,00";"10,00"
"07137019";"Ditscheid";"Gemeinden";"7,00";"10,00";"13,00";"9,00";"7,00";"4,00";"2,00";"4,00"
"07137023";"Einig";"Gemeinden";"4,00";"3,00";"6,00";"4,00";"2,00";"1,00";"0,00";"1,00"
"07137025";"Ettringen";"Gemeinden";"114,00";"117,00";"149,00";"91,00";"87,00";"51,00";"49,00";"53,00"
"07137027";"Gappenach";"Gemeinden";"15,00";"11,00";"17,00";"15,00";"5,00";"7,00";"6,00";"9,00"
"07137029";"Gering";"Gemeinden";"12,00";"11,00";"15,00";"8,00";"9,00";"10,00";"6,00";"8,00"
"07137030";"Gierschnach";"Gemeinden";"2,00";"8,00";"11,00";"4,00";"4,00";"3,00";"4,00";"4,00"
"07137034";"Hausten";"Gemeinden";"8,00";"6,00";"11,00";"9,00";"7,00";"2,00";"7,00";"3,00"
"07137035";"Herresbach";"Gemeinden";"11,00";"14,00";"19,00";"13,00";"14,00";"7,00";"5,00";"6,00"
"07137036";"Hirten";"Gemeinden";"11,00";"9,00";"18,00";"7,00";"8,00";"4,00";"2,00";"5,00"
"07137041";"Kalt";"Gemeinden";"10,00";"7,00";"19,00";"9,00";"4,00";"3,00";"5,00";"7,00"
"07137043";"Kehrig";"Gemeinden";"29,00";"38,00";"43,00";"23,00";"16,00";"15,00";"11,00";"14,00"
"07137048";"Kerben";"Gemeinden";"11,00";"14,00";"17,00";"8,00";"15,00";"9,00";"9,00";"10,00"
"07137049";"Kirchwald";"Gemeinden";"42,00";"33,00";"47,00";"20,00";"15,00";"17,00";"13,00";"18,00"
"07137053";"Kollig";"Gemeinden";"6,00";"11,00";"17,00";"11,00";"9,00";"6,00";"7,00";"6,00"
"07137055";"Kottenheim";"Gemeinden";"89,00";"94,00";"95,00";"58,00";"49,00";"31,00";"37,00";"34,00"
"07137056";"Kretz";"Gemeinden";"31,00";"34,00";"55,00";"34,00";"27,00";"15,00";"13,00";"10,00"
"07137057";"Kruft";"Gemeinden";"116,00";"134,00";"156,00";"124,00";"92,00";"81,00";"80,00";"87,00"
"07137060";"Langenfeld";"Gemeinden";"20,00";"24,00";"25,00";"10,00";"11,00";"6,00";"8,00";"7,00"
"07137061";"Langscheid";"Gemeinden";"1,00";"3,00";"3,00";"2,00";"1,00";"0,00";"0,00";"2,00"
"07137063";"Lind";"Gemeinden";"2,00";"2,00";"0,00";"1,00";"1,00";"1,00";"1,00";"0,00"
"07137065";"Lonnig";"Gemeinden";"31,00";"27,00";"44,00";"22,00";"19,00";"14,00";"25,00";"13,00"
"07137066";"Luxem";"Gemeinden";"5,00";"6,00";"4,00";"4,00";"7,00";"1,00";"4,00";"2,00"
"07137068";"Mayen, Stadt";"Gemeinden";"1.089,00";"1.092,00";"1.318,00";"789,00";"758,00";"584,00";"541,00";"582,00"
"07137069";"Mendig, Stadt";"Gemeinden";"359,00";"335,00";"419,00";"273,00";"223,00";"193,00";"158,00";"167,00"
"07137070";"Mertloch";"Gemeinden";"33,00";"36,00";"48,00";"30,00";"30,00";"18,00";"25,00";"18,00"
"07137074";"Monreal";"Gemeinden";"27,00";"21,00";"33,00";"12,00";"12,00";"12,00";"11,00";"16,00"
"07137077";"Münk";"Gemeinden";"7,00";"5,00";"7,00";"4,00";"7,00";"2,00";"4,00";"3,00"
"07137079";"Nachtsheim";"Gemeinden";"8,00";"12,00";"15,00";"11,00";"5,00";"5,00";"7,00";"3,00"
"07137080";"Naunheim";"Gemeinden";"10,00";"17,00";"23,00";"12,00";"9,00";"8,00";"8,00";"6,00"
"07137081";"Nickenich";"Gemeinden";"119,00";"122,00";"156,00";"81,00";"67,00";"50,00";"49,00";"42,00"
"07137086";"Ochtendung";"Gemeinden";"187,00";"187,00";"218,00";"144,00";"132,00";"96,00";"93,00";"90,00"
"07137087";"Pillig";"Gemeinden";"21,00";"15,00";"15,00";"9,00";"11,00";"6,00";"5,00";"7,00"
"07137088";"Plaidt";"Gemeinden";"179,00";"178,00";"272,00";"190,00";"165,00";"109,00";"123,00";"126,00"
"07137089";"Polch, Stadt";"Gemeinden";"271,00";"266,00";"368,00";"216,00";"188,00";"134,00";"127,00";"128,00"
"07137092";"Reudelsterz";"Gemeinden";"16,00";"10,00";"15,00";"10,00";"7,00";"6,00";"5,00";"3,00"
"07137093";"Rieden";"Gemeinden";"59,00";"47,00";"62,00";"37,00";"40,00";"18,00";"22,00";"17,00"
"07137095";"Rüber";"Gemeinden";"21,00";"26,00";"32,00";"17,00";"17,00";"12,00";"10,00";"10,00"
"07137096";"Saffig";"Gemeinden";"63,00";"56,00";"72,00";"43,00";"37,00";"23,00";"25,00";"25,00"
"07137097";"Sankt Johann";"Gemeinden";"2,00";"22,00";"37,00";"24,00";"28,00";"24,00";"14,00";"12,00"
"07137099";"Siebenbach";"Gemeinden";"7,00";"8,00";"6,00";"3,00";"5,00";"4,00";"4,00";"5,00"
"07137101";"Thür";"Gemeinden";"53,00";"48,00";"51,00";"35,00";"31,00";"19,00";"19,00";"16,00"
"07137102";"Trimbs";"Gemeinden";"2,00";"22,00";"22,00";"8,00";"10,00";"4,00";"9,00";"9,00"
"07137105";"Virneburg";"Gemeinden";"11,00";"17,00";"20,00";"8,00";"8,00";"8,00";"11,00";"7,00"
"07137106";"Volkesfeld";"Gemeinden";"20,00";"13,00";"25,00";"18,00";"13,00";"12,00";"11,00";"11,00"
"07137110";"Weiler";"Gemeinden";"10,00";"14,00";"16,00";"9,00";"12,00";"5,00";"8,00";"3,00"
"07137112";"Welling";"Gemeinden";"2,00";"26,00";"29,00";"19,00";"16,00";"11,00";"13,00";"13,00"
"07137113";"Welschenbach";"Gemeinden";"1,00";"1,00";"0,00";"1,00";"1,00";"2,00";"0,00";"1,00"
"07137114";"Wierschem";"Gemeinden";"9,00";"9,00";"9,00";"8,00";"7,00";"4,00";"2,00";"4,00"
"07137201";"Alken";"Gemeinden";"12,00";"11,00";"15,00";"13,00";"9,00";"10,00";"5,00";"15,00"
"07137202";"Bassenheim";"Gemeinden";"61,00";"61,00";"79,00";"55,00";"55,00";"44,00";"39,00";"43,00"
"07137203";"Bendorf, Stadt";"Gemeinden";"758,00";"698,00";"1.003,00";"615,00";"627,00";"404,00";"405,00";"503,00"
"07137204";"Brey";"Gemeinden";"28,00";"32,00";"43,00";"26,00";"31,00";"14,00";"17,00";"14,00"
"07137205";"Brodenbach";"Gemeinden";"19,00";"21,00";"23,00";"15,00";"14,00";"14,00";"13,00";"19,00"
"07137206";"Burgen";"Gemeinden";"32,00";"23,00";"29,00";"25,00";"19,00";"20,00";"15,00";"20,00"
"07137207";"Dieblich";"Gemeinden";"73,00";"63,00";"75,00";"54,00";"46,00";"29,00";"32,00";"39,00"
"07137208";"Hatzenport";"Gemeinden";"15,00";"9,00";"30,00";"16,00";"12,00";"16,00";"11,00";"12,00"
"07137209";"Kaltenengers";"Gemeinden";"75,00";"67,00";"88,00";"71,00";"49,00";"46,00";"51,00";"51,00"
"07137211";"Kettig";"Gemeinden";"100,00";"84,00";"133,00";"90,00";"74,00";"60,00";"51,00";"51,00"
"07137212";"Kobern-Gondorf";"Gemeinden";"84,00";"77,00";"114,00";"97,00";"66,00";"50,00";"61,00";"56,00"
"07137214";"Löf";"Gemeinden";"33,00";"32,00";"46,00";"41,00";"31,00";"26,00";"31,00";"26,00"
"07137215";"Macken";"Gemeinden";"3,00";"9,00";"4,00";"6,00";"4,00";"4,00";"3,00";"4,00"
"07137216";"Mülheim-Kärlich, Stadt";"Gemeinden";"312,00";"290,00";"370,00";"309,00";"257,00";"166,00";"168,00";"192,00"
"07137217";"Niederfell";"Gemeinden";"15,00";"17,00";"21,00";"17,00";"18,00";"18,00";"16,00";"22,00"
"07137218";"Niederwerth";"Gemeinden";"38,00";"25,00";"33,00";"22,00";"21,00";"18,00";"18,00";"14,00"
"07137219";"Nörtershausen";"Gemeinden";"17,00";"15,00";"28,00";"18,00";"10,00";"11,00";"12,00";"9,00"
"07137220";"Oberfell";"Gemeinden";"24,00";"17,00";"29,00";"20,00";"11,00";"11,00";"16,00";"21,00"
"07137221";"Rhens, Stadt";"Gemeinden";"69,00";"52,00";"75,00";"57,00";"43,00";"38,00";"62,00";"59,00"
"07137222";"Sankt Sebastian";"Gemeinden";"91,00";"84,00";"130,00";"101,00";"95,00";"65,00";"53,00";"61,00"
"07137223";"Spay";"Gemeinden";"45,00";"47,00";"44,00";"24,00";"21,00";"18,00";"24,00";"17,00"
"07137224";"Urbar";"Gemeinden";"103,00";"92,00";"144,00";"75,00";"76,00";"54,00";"57,00";"66,00"
"07137225";"Urmitz";"Gemeinden";"101,00";"88,00";"124,00";"80,00";"76,00";"36,00";"46,00";"45,00"
"07137226";"Vallendar, Stadt";"Gemeinden";"275,00";"217,00";"293,00";"171,00";"154,00";"106,00";"122,00";"153,00"
"07137227";"Waldesch";"Gemeinden";"38,00";"45,00";"46,00";"34,00";"33,00";"25,00";"23,00";"31,00"
"07137228";"Weißenthurm, Stadt";"Gemeinden";"372,00";"331,00";"517,00";"390,00";"340,00";"245,00";"214,00";"265,00"
"07137229";"Weitersburg";"Gemeinden";"74,00";"48,00";"65,00";"36,00";"43,00";"26,00";"33,00";"31,00"
"07137230";"Winningen";"Gemeinden";"69,00";"45,00";"75,00";"51,00";"42,00";"26,00";"32,00";"40,00"
"07137231";"Wolken";"Gemeinden";"13,00";"12,00";"21,00";"14,00";"14,00";"9,00";"9,00";"13,00"
"07137501";"Münstermaifeld, Stadt";"Gemeinden";"93,00";"107,00";"129,00";"77,00";"78,00";"63,00";"55,00";"60,00"
"07137504";"Lehmen";"Gemeinden";"34,00";"30,00";"63,00";"37,00";"26,00";"22,00";"22,00";"22,00"
"07138002";"Anhausen";"Gemeinden";"41,00";"42,00";"41,00";"41,00";"34,00";"28,00";"30,00";"30,00"
"07138003";"Asbach";"Gemeinden";"189,00";"234,00";"284,00";"271,00";"238,00";"191,00";"202,00";"189,00"
"07138004";"Bad Hönningen, Stadt";"Gemeinden";"207,00";"214,00";"260,00";"199,00";"168,00";"169,00";"198,00";"179,00"
"07138005";"Bonefeld";"Gemeinden";"25,00";"25,00";"30,00";"18,00";"15,00";"13,00";"14,00";"14,00"
"07138006";"Breitscheid";"Gemeinden";"66,00";"67,00";"74,00";"53,00";"52,00";"43,00";"49,00";"40,00"
"07138007";"Hausen (Wied)";"Gemeinden";"35,00";"45,00";"55,00";"37,00";"36,00";"27,00";"31,00";"33,00"
"07138008";"Bruchhausen";"Gemeinden";"22,00";"18,00";"34,00";"21,00";"22,00";"21,00";"14,00";"16,00"
"07138009";"Dattenberg";"Gemeinden";"31,00";"37,00";"49,00";"29,00";"28,00";"26,00";"27,00";"28,00"
"07138010";"Datzeroth";"Gemeinden";"7,00";"8,00";"7,00";"4,00";"5,00";"6,00";"4,00";"6,00"
"07138011";"Dernbach";"Gemeinden";"36,00";"47,00";"57,00";"33,00";"30,00";"24,00";"26,00";"36,00"
"07138012";"Dierdorf, Stadt";"Gemeinden";"219,00";"262,00";"327,00";"202,00";"198,00";"169,00";"178,00";"213,00"
"07138013";"Döttesfeld";"Gemeinden";"27,00";"19,00";"29,00";"16,00";"18,00";"14,00";"12,00";"12,00"
"07138014";"Dürrholz";"Gemeinden";"40,00";"39,00";"57,00";"34,00";"35,00";"23,00";"21,00";"14,00"
"07138015";"Ehlscheid";"Gemeinden";"44,00";"38,00";"48,00";"30,00";"31,00";"29,00";"26,00";"24,00"
"07138019";"Erpel";"Gemeinden";"61,00";"74,00";"103,00";"62,00";"57,00";"64,00";"48,00";"43,00"
"07138023";"Großmaischeid";"Gemeinden";"60,00";"91,00";"103,00";"58,00";"47,00";"46,00";"37,00";"36,00"
"07138024";"Hammerstein";"Gemeinden";"13,00";"12,00";"17,00";"12,00";"5,00";"7,00";"9,00";"9,00"
"07138025";"Hanroth";"Gemeinden";"24,00";"13,00";"26,00";"20,00";"17,00";"11,00";"14,00";"12,00"
"07138026";"Hardert";"Gemeinden";"18,00";"15,00";"26,00";"14,00";"10,00";"15,00";"15,00";"11,00"
"07138027";"Harschbach";"Gemeinden";"6,00";"13,00";"15,00";"8,00";"7,00";"3,00";"3,00";"8,00"
"07138030";"Hümmerich";"Gemeinden";"19,00";"35,00";"31,00";"21,00";"16,00";"9,00";"14,00";"13,00"
"07138031";"Isenburg";"Gemeinden";"28,00";"26,00";"37,00";"16,00";"27,00";"23,00";"26,00";"20,00"
"07138034";"Kleinmaischeid";"Gemeinden";"35,00";"54,00";"55,00";"43,00";"34,00";"25,00";"18,00";"21,00"
"07138036";"Kurtscheid";"Gemeinden";"19,00";"23,00";"25,00";"12,00";"13,00";"15,00";"16,00";"16,00"
"07138037";"Leubsdorf";"Gemeinden";"39,00";"43,00";"56,00";"18,00";"23,00";"30,00";"30,00";"29,00"
"07138038";"Leutesdorf";"Gemeinden";"80,00";"88,00";"63,00";"68,00";"57,00";"52,00";"67,00";"84,00"
"07138040";"Linkenbach";"Gemeinden";"13,00";"15,00";"18,00";"13,00";"10,00";"10,00";"9,00";"11,00"
"07138041";"Linz am Rhein, Stadt";"Gemeinden";"198,00";"207,00";"309,00";"187,00";"167,00";"165,00";"191,00";"169,00"
"07138042";"Meinborn";"Gemeinden";"9,00";"12,00";"17,00";"13,00";"10,00";"11,00";"5,00";"8,00"
"07138043";"Melsbach";"Gemeinden";"55,00";"62,00";"61,00";"42,00";"32,00";"35,00";"34,00";"29,00"
"07138044";"Neustadt (Wied)";"Gemeinden";"178,00";"192,00";"234,00";"180,00";"166,00";"134,00";"157,00";"143,00"
"07138045";"Neuwied, Stadt";"Gemeinden";"2.779,00";"3.110,00";"4.541,00";"3.002,00";"2.635,00";"2.574,00";"2.432,00";"2.414,00"
"07138047";"Niederbreitbach";"Gemeinden";"46,00";"55,00";"68,00";"53,00";"45,00";"39,00";"29,00";"31,00"
"07138048";"Niederhofen";"Gemeinden";"14,00";"19,00";"14,00";"9,00";"14,00";"7,00";"5,00";"10,00"
"07138050";"Niederwambach";"Gemeinden";"19,00";"16,00";"19,00";"16,00";"11,00";"13,00";"11,00";"11,00"
"07138052";"Oberdreis";"Gemeinden";"46,00";"53,00";"44,00";"35,00";"26,00";"17,00";"20,00";"26,00"
"07138053";"Oberhonnefeld-Gierend";"Gemeinden";"19,00";"30,00";"39,00";"35,00";"21,00";"22,00";"22,00";"21,00"
"07138054";"Oberraden";"Gemeinden";"13,00";"18,00";"30,00";"11,00";"15,00";"13,00";"10,00";"3,00"
"07138055";"Ockenfels";"Gemeinden";"38,00";"36,00";"39,00";"26,00";"23,00";"26,00";"26,00";"22,00"
"07138057";"Puderbach";"Gemeinden";"99,00";"120,00";"146,00";"78,00";"63,00";"46,00";"52,00";"52,00"
"07138058";"Ratzert";"Gemeinden";"5,00";"9,00";"8,00";"8,00";"7,00";"6,00";"4,00";"2,00"
"07138059";"Raubach";"Gemeinden";"71,00";"83,00";"86,00";"49,00";"53,00";"33,00";"39,00";"44,00"
"07138061";"Rengsdorf";"Gemeinden";"73,00";"84,00";"107,00";"76,00";"72,00";"72,00";"58,00";"71,00"
"07138062";"Rheinbreitbach";"Gemeinden";"118,00";"125,00";"155,00";"90,00";"81,00";"81,00";"94,00";"82,00"
"07138063";"Rheinbrohl";"Gemeinden";"145,00";"125,00";"145,00";"104,00";"87,00";"95,00";"101,00";"109,00"
"07138064";"Rodenbach bei Puderbach";"Gemeinden";"32,00";"27,00";"34,00";"26,00";"19,00";"14,00";"16,00";"12,00"
"07138065";"Roßbach";"Gemeinden";"40,00";"52,00";"59,00";"31,00";"30,00";"28,00";"30,00";"26,00"
"07138066";"Rüscheid";"Gemeinden";"19,00";"30,00";"21,00";"16,00";"13,00";"11,00";"11,00";"10,00"
"07138068";"Sankt Katharinen (Landkreis Neuwied)";"Gemeinden";"95,00";"90,00";"120,00";"75,00";"67,00";"63,00";"68,00";"64,00"
"07138069";"Stebach";"Gemeinden";"13,00";"9,00";"14,00";"14,00";"10,00";"7,00";"4,00";"8,00"
"07138070";"Steimel";"Gemeinden";"50,00";"57,00";"67,00";"31,00";"50,00";"35,00";"23,00";"23,00"
"07138071";"Straßenhaus";"Gemeinden";"53,00";"54,00";"76,00";"57,00";"51,00";"37,00";"25,00";"29,00"
"07138072";"Thalhausen";"Gemeinden";"11,00";"12,00";"20,00";"14,00";"14,00";"13,00";"11,00";"21,00"
"07138073";"Unkel, Stadt";"Gemeinden";"156,00";"161,00";"216,00";"150,00";"119,00";"115,00";"131,00";"123,00"
"07138074";"Urbach";"Gemeinden";"44,00";"52,00";"64,00";"40,00";"48,00";"34,00";"24,00";"28,00"
"07138075";"Vettelschoß";"Gemeinden";"96,00";"91,00";"125,00";"80,00";"73,00";"53,00";"54,00";"60,00"
"07138076";"Waldbreitbach";"Gemeinden";"39,00";"47,00";"56,00";"31,00";"37,00";"35,00";"34,00";"35,00"
"07138077";"Windhagen";"Gemeinden";"134,00";"136,00";"167,00";"116,00";"99,00";"80,00";"75,00";"96,00"
"07138078";"Woldert";"Gemeinden";"20,00";"30,00";"31,00";"20,00";"21,00";"19,00";"15,00";"12,00"
"07138080";"Buchholz (Westerwald)";"Gemeinden";"106,00";"102,00";"142,00";"113,00";"95,00";"100,00";"101,00";"89,00"
"07138201";"Marienhausen";"Gemeinden";"15,00";"11,00";"16,00";"9,00";"9,00";"7,00";"13,00";"9,00"
"07138501";"Kasbach-Ohlenberg";"Gemeinden";"31,00";"37,00";"41,00";"32,00";"24,00";"27,00";"27,00";"36,00"
"07140001";"Alterkülz";"Gemeinden";"12,00";"17,00";"16,00";"9,00";"9,00";"6,00";"6,00";"6,00"
"07140002";"Altweidelbach";"Gemeinden";"8,00";"5,00";"6,00";"4,00";"4,00";"2,00";"5,00";"4,00"
"07140003";"Argenthal";"Gemeinden";"49,00";"54,00";"59,00";"40,00";"36,00";"21,00";"29,00";"24,00"
"07140005";"Badenhard";"Gemeinden";"3,00";"3,00";"5,00";"2,00";"3,00";"2,00";"2,00";"4,00"
"07140006";"Bärenbach";"Gemeinden";"24,00";"28,00";"27,00";"23,00";"10,00";"7,00";"6,00";"7,00"
"07140007";"Belg";"Gemeinden";"6,00";"4,00";"5,00";"10,00";"4,00";"4,00";"3,00";"2,00"
"07140008";"Belgweiler";"Gemeinden";"5,00";"10,00";"6,00";"4,00";"2,00";"1,00";"1,00";"2,00"
"07140009";"Bell (Hunsrück)";"Gemeinden";"62,00";"42,00";"51,00";"33,00";"28,00";"26,00";"17,00";"28,00"
"07140010";"Beltheim";"Gemeinden";"69,00";"69,00";"91,00";"48,00";"37,00";"40,00";"40,00";"44,00"
"07140011";"Benzweiler";"Gemeinden";"5,00";"3,00";"7,00";"4,00";"4,00";"3,00";"2,00";"5,00"
"07140012";"Bergenhausen";"Gemeinden";"3,00";"1,00";"5,00";"3,00";"3,00";"0,00";"0,00";"2,00"
"07140014";"Bickenbach";"Gemeinden";"13,00";"9,00";"10,00";"11,00";"13,00";"7,00";"7,00";"9,00"
"07140015";"Biebern";"Gemeinden";"11,00";"8,00";"15,00";"7,00";"7,00";"3,00";"4,00";"5,00"
"07140016";"Birkheim";"Gemeinden";"5,00";"4,00";"6,00";"7,00";"5,00";"5,00";"4,00";"2,00"
"07140018";"Braunshorn";"Gemeinden";"19,00";"18,00";"21,00";"16,00";"14,00";"15,00";"11,00";"11,00"
"07140020";"Bubach";"Gemeinden";"6,00";"7,00";"4,00";"4,00";"6,00";"9,00";"6,00";"5,00"
"07140021";"Buch";"Gemeinden";"35,00";"29,00";"33,00";"22,00";"27,00";"15,00";"20,00";"15,00"
"07140023";"Budenbach";"Gemeinden";"3,00";"2,00";"7,00";"5,00";"7,00";"4,00";"3,00";"3,00"
"07140024";"Büchenbeuren";"Gemeinden";"172,00";"111,00";"128,00";"100,00";"71,00";"47,00";"46,00";"44,00"
"07140025";"Damscheid";"Gemeinden";"10,00";"15,00";"14,00";"11,00";"7,00";"7,00";"6,00";"4,00"
"07140027";"Dichtelbach";"Gemeinden";"29,00";"14,00";"24,00";"10,00";"13,00";"7,00";"11,00";"11,00"
"07140028";"Dickenschied";"Gemeinden";"22,00";"24,00";"20,00";"14,00";"14,00";"14,00";"13,00";"10,00"
"07140029";"Dill";"Gemeinden";"7,00";"12,00";"11,00";"7,00";"0,00";"2,00";"6,00";"3,00"
"07140030";"Dillendorf";"Gemeinden";"24,00";"22,00";"29,00";"20,00";"19,00";"14,00";"12,00";"11,00"
"07140031";"Dörth";"Gemeinden";"14,00";"13,00";"16,00";"13,00";"10,00";"10,00";"7,00";"8,00"
"07140035";"Ellern (Hunsrück)";"Gemeinden";"28,00";"23,00";"28,00";"18,00";"25,00";"11,00";"11,00";"8,00"
"07140036";"Emmelshausen, Stadt";"Gemeinden";"138,00";"102,00";"179,00";"148,00";"128,00";"107,00";"95,00";"81,00"
"07140037";"Erbach";"Gemeinden";"9,00";"6,00";"9,00";"6,00";"6,00";"3,00";"6,00";"9,00"
"07140039";"Fronhofen";"Gemeinden";"7,00";"6,00";"10,00";"4,00";"5,00";"4,00";"3,00";"3,00"
"07140040";"Gehlweiler";"Gemeinden";"4,00";"11,00";"13,00";"5,00";"3,00";"3,00";"3,00";"1,00"
"07140041";"Gemünden";"Gemeinden";"48,00";"59,00";"57,00";"33,00";"24,00";"17,00";"17,00";"19,00"
"07140042";"Gödenroth";"Gemeinden";"14,00";"11,00";"10,00";"9,00";"10,00";"3,00";"3,00";"8,00"
"07140043";"Gondershausen";"Gemeinden";"50,00";"30,00";"39,00";"22,00";"28,00";"27,00";"17,00";"21,00"
"07140044";"Hahn";"Gemeinden";"8,00";"6,00";"6,00";"5,00";"2,00";"2,00";"3,00";"2,00"
"07140045";"Halsenbach";"Gemeinden";"39,00";"30,00";"36,00";"30,00";"22,00";"22,00";"18,00";"18,00"
"07140046";"Hasselbach";"Gemeinden";"8,00";"7,00";"10,00";"3,00";"3,00";"6,00";"3,00";"4,00"
"07140047";"Hausbay";"Gemeinden";"6,00";"5,00";"7,00";"4,00";"4,00";"2,00";"3,00";"4,00"
"07140048";"Hecken";"Gemeinden";"7,00";"2,00";"0,00";"1,00";"3,00";"1,00";"1,00";"1,00"
"07140049";"Heinzenbach";"Gemeinden";"14,00";"13,00";"12,00";"10,00";"10,00";"8,00";"8,00";"13,00"
"07140050";"Henau";"Gemeinden";"4,00";"9,00";"8,00";"7,00";"8,00";"1,00";"1,00";"3,00"
