Kennziffer;Raumeinheit;Aggregat;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer
;;;1995;1998;2002;2005;2009;2013;2017;2021;2023
"08425090";"Obermarchtal";"Gemeinden";"225,28";"244,48";"247,17";"230,41";"295,24";"350,31";"475,53";"553,05";"613,66"
"08425091";"Oberstadion";"Gemeinden";"214,52";"208,10";"230,53";"211,15";"314,09";"459,12";"640,18";"622,70";"709,98"
"08425092";"Öllingen";"Gemeinden";"220,78";"235,29";"228,07";"193,55";"269,16";"372,01";"515,77";"604,03";"707,04"
"08425093";"Öpfingen";"Gemeinden";"320,21";"316,76";"326,47";"300,18";"374,67";"463,97";"594,89";"627,65";"736,27"
"08425097";"Rammingen";"Gemeinden";"256,08";"272,14";"286,27";"271,06";"352,20";"465,94";"556,24";"605,77";"706,67"
"08425098";"Rechtenstein";"Gemeinden";"307,43";"293,73";"382,76";"290,10";"485,19";"588,03";"680,39";"661,08";"778,72"
"08425104";"Rottenacker";"Gemeinden";"282,52";"255,76";"266,82";"229,75";"321,46";"408,67";"487,93";"572,65";"639,44"
"08425108";"Schelklingen, Stadt";"Gemeinden";"263,40";"282,29";"304,37";"263,50";"314,82";"427,48";"532,33";"571,46";"667,51"
"08425110";"Schnürpflingen";"Gemeinden";"246,90";"254,68";"283,71";"280,15";"355,49";"479,01";"568,19";"618,93";"687,49"
"08425112";"Setzingen";"Gemeinden";"194,89";"225,71";"210,61";"215,41";"274,35";"384,15";"490,78";"540,93";"564,02"
"08425123";"Untermarchtal";"Gemeinden";"171,01";"176,85";"214,13";"206,97";"272,82";"349,89";"461,11";"495,80";"549,28"
"08425124";"Unterstadion";"Gemeinden";"222,40";"232,63";"276,11";"267,86";"346,26";"421,54";"576,56";"660,63";"643,17"
"08425125";"Unterwachingen";"Gemeinden";"188,81";"210,84";"294,80";"333,33";"252,43";"350,25";"480,79";"593,64";"671,11"
"08425130";"Weidenstetten";"Gemeinden";"262,80";"310,05";"309,19";"280,00";"342,86";"422,84";"552,85";"631,47";"698,31"
"08425134";"Westerheim";"Gemeinden";"292,74";"293,49";"329,23";"309,34";"362,14";"461,22";"559,74";"612,11";"678,24"
"08425135";"Westerstetten";"Gemeinden";"292,28";"298,73";"312,03";"279,71";"347,30";"479,32";"657,41";"685,77";"811,12"
"08425137";"Illerkirchberg";"Gemeinden";"317,58";"316,88";"353,21";"343,24";"424,82";"533,11";"691,15";"672,32";"744,69"
"08425138";"Staig";"Gemeinden";"340,91";"336,28";"350,93";"322,92";"410,39";"552,82";"690,84";"696,39";"774,62"
"08425139";"Heroldstatt";"Gemeinden";"261,15";"259,72";"278,40";"260,35";"344,80";"429,88";"561,77";"615,51";"671,22"
"08425140";"Balzheim";"Gemeinden";"236,16";"251,79";"278,19";"267,82";"350,00";"448,24";"520,62";"588,20";"652,95"
"08425141";"Blaustein, Stadt";"Gemeinden";"319,69";"334,00";"364,18";"330,01";"407,75";"516,80";"667,08";"682,62";"759,46"
"08426001";"Achstetten";"Gemeinden";"265,42";"267,29";"318,90";"300,38";"366,10";"461,56";"553,96";"640,53";"727,86"
"08426005";"Alleshausen";"Gemeinden";"215,81";"230,93";"237,15";"188,12";"286,29";"426,78";"535,36";"659,95";"749,63"
"08426006";"Allmannsweiler";"Gemeinden";"211,92";"205,05";"203,54";"249,21";"438,10";"534,25";"771,79";"693,92";"787,00"
"08426008";"Altheim";"Gemeinden";"237,33";"256,36";"275,75";"241,89";"301,06";"402,07";"422,06";"630,56";"699,08"
"08426011";"Attenweiler";"Gemeinden";"240,47";"271,47";"277,78";"261,25";"342,62";"466,78";"560,33";"644,44";"739,11"
"08426013";"Bad Buchau, Stadt";"Gemeinden";"246,08";"271,88";"288,02";"244,61";"284,36";"371,28";"431,54";"453,64";"477,65"
"08426014";"Bad Schussenried, Stadt";"Gemeinden";"249,01";"255,31";"273,56";"234,10";"287,75";"387,06";"471,02";"524,83";"589,02"
"08426019";"Berkheim";"Gemeinden";"191,41";"224,70";"258,38";"233,69";"348,07";"438,70";"541,21";"555,41";"585,74"
"08426020";"Betzenweiler";"Gemeinden";"242,75";"273,37";"244,17";"229,92";"330,98";"421,27";"553,92";"612,90";"709,81"
"08426021";"Biberach an der Riß, Stadt";"Gemeinden";"323,57";"323,29";"345,17";"309,06";"384,96";"515,64";"625,21";"660,75";"727,08"
"08426028";"Burgrieden";"Gemeinden";"254,27";"245,66";"281,20";"277,19";"389,09";"501,11";"598,21";"649,07";"709,02"
"08426031";"Dettingen an der Iller";"Gemeinden";"224,47";"210,25";"225,50";"218,63";"300,21";"389,32";"529,06";"581,14";"619,30"
"08426035";"Dürmentingen";"Gemeinden";"257,97";"249,90";"274,45";"247,59";"304,27";"429,91";"501,43";"570,91";"624,35"
"08426036";"Dürnau";"Gemeinden";"195,01";"226,42";"247,75";"207,88";"283,48";"403,85";"484,41";"534,22";"608,49"
"08426038";"Eberhardzell";"Gemeinden";"227,24";"245,28";"266,19";"256,94";"329,21";"423,64";"541,90";"626,60";"714,47"
"08426043";"Erlenmoos";"Gemeinden";"273,67";"285,81";"281,75";"288,97";"401,82";"502,69";"557,27";"619,67";"693,92"
"08426044";"Erolzheim";"Gemeinden";"228,99";"245,82";"267,44";"249,44";"338,50";"462,80";"558,79";"588,01";"660,06"
"08426045";"Ertingen";"Gemeinden";"223,50";"234,50";"256,88";"239,88";"295,36";"379,30";"479,41";"546,67";"611,62"
"08426058";"Hochdorf";"Gemeinden";"268,40";"270,80";"286,06";"274,89";"371,89";"482,33";"593,17";"644,37";"721,70"
"08426062";"Ingoldingen";"Gemeinden";"236,34";"256,98";"269,56";"248,51";"342,37";"475,74";"560,55";"612,54";"675,89"
"08426064";"Kanzach";"Gemeinden";"243,51";"238,28";"248,99";"233,53";"351,06";"423,87";"545,82";"601,08";"679,58"
"08426065";"Kirchberg an der Iller";"Gemeinden";"266,32";"274,12";"267,85";"222,74";"303,82";"377,70";"479,21";"544,22";"605,70"
"08426066";"Kirchdorf an der Iller";"Gemeinden";"236,70";"229,91";"247,21";"243,74";"315,47";"433,99";"514,10";"528,63";"582,20"
"08426067";"Langenenslingen";"Gemeinden";"223,00";"241,04";"252,06";"227,58";"272,63";"379,80";"497,91";"558,44";"608,60"
"08426070";"Laupheim, Stadt";"Gemeinden";"289,52";"290,02";"310,27";"287,26";"367,00";"477,96";"611,49";"633,43";"701,14"
"08426071";"Maselheim";"Gemeinden";"233,95";"247,32";"277,43";"259,51";"361,48";"480,34";"607,26";"671,45";"736,45"
"08426073";"Mietingen";"Gemeinden";"262,30";"274,91";"299,36";"287,18";"402,32";"510,58";"813,96";"697,24";"748,38"
"08426074";"Mittelbiberach";"Gemeinden";"268,26";"283,66";"345,67";"313,06";"407,61";"542,72";"661,18";"734,63";"809,71"
"08426078";"Moosburg";"Gemeinden";"221,05";"188,12";"285,00";"268,42";"426,97";"490,38";"685,47";"658,97";"684,96"
"08426087";"Ochsenhausen, Stadt";"Gemeinden";"268,27";"262,44";"297,51";"260,59";"341,64";"461,82";"580,92";"631,02";"683,24"
"08426090";"Oggelshausen";"Gemeinden";"313,77";"314,99";"313,83";"311,65";"412,72";"518,35";"591,11";"627,70";"732,99"
"08426097";"Riedlingen, Stadt";"Gemeinden";"268,87";"270,80";"270,36";"235,25";"281,08";"376,17";"447,60";"488,73";"527,44"
"08426100";"Rot an der Rot";"Gemeinden";"236,48";"238,26";"266,30";"252,73";"331,66";"423,84";"525,30";"590,44";"672,36"
"08426108";"Schwendi";"Gemeinden";"247,44";"282,24";"314,99";"278,31";"353,36";"463,83";"531,59";"601,10";"641,39"
"08426109";"Seekirch";"Gemeinden";"242,15";"223,11";"283,52";"184,67";"287,67";"354,73";"500,79";"554,46";"664,95"
"08426113";"Steinhausen an der Rottum";"Gemeinden";"208,55";"213,06";"222,22";"215,06";"324,56";"396,51";"526,55";"625,33";"701,14"
"08426117";"Tannheim";"Gemeinden";"266,04";"258,35";"255,78";"248,83";"302,35";"400,59";"486,82";"548,72";"625,75"
"08426118";"Tiefenbach";"Gemeinden";"232,66";"242,42";"242,48";"218,32";"296,30";"418,92";"502,74";"589,60";"637,26"
"08426120";"Ummendorf";"Gemeinden";"289,71";"292,62";"318,55";"292,33";"357,78";"488,01";"665,69";"683,02";"765,49"
"08426121";"Unlingen";"Gemeinden";"227,33";"236,04";"261,63";"230,71";"289,82";"384,04";"456,00";"573,60";"642,37"
"08426124";"Uttenweiler";"Gemeinden";"207,24";"207,28";"228,45";"212,40";"308,04";"438,15";"544,94";"596,43";"652,43"
"08426125";"Wain";"Gemeinden";"253,26";"256,84";"293,50";"270,78";"312,21";"419,73";"488,76";"559,16";"637,94"
"08426128";"Warthausen";"Gemeinden";"337,77";"320,42";"364,09";"336,54";"391,99";"538,79";"706,90";"739,79";"846,18"
"08426134";"Schemmerhofen";"Gemeinden";"273,07";"277,43";"305,97";"282,67";"363,71";"476,27";"596,58";"661,27";"737,36"
"08426135";"Gutenzell-Hürbel";"Gemeinden";"207,65";"204,39";"240,71";"223,35";"322,81";"420,79";"523,35";"611,92";"704,61"
"08435005";"Bermatingen";"Gemeinden";"352,14";"325,14";"343,82";"323,67";"382,12";"519,99";"638,30";"687,90";"743,77"
"08435010";"Daisendorf";"Gemeinden";"355,78";"359,01";"372,79";"354,73";"411,62";"559,03";"732,79";"751,49";"875,28"
"08435013";"Eriskirch";"Gemeinden";"317,54";"324,26";"354,78";"337,76";"395,12";"520,42";"656,09";"712,27";"824,64"
"08435015";"Frickingen";"Gemeinden";"287,39";"276,48";"312,31";"259,75";"333,94";"421,34";"544,54";"581,26";"660,55"
"08435016";"Friedrichshafen, Stadt";"Gemeinden";"352,39";"330,56";"342,48";"308,79";"374,31";"503,06";"613,96";"648,55";"712,73"
"08435018";"Hagnau am Bodensee";"Gemeinden";"372,58";"337,87";"435,44";"342,96";"367,25";"536,86";"732,46";"706,20";"824,62"
"08435020";"Heiligenberg";"Gemeinden";"185,72";"204,10";"231,77";"232,30";"291,33";"354,51";"451,39";"501,19";"618,02"
"08435024";"Immenstaad am Bodensee";"Gemeinden";"487,11";"468,36";"461,00";"451,79";"497,62";"623,71";"765,78";"743,94";"834,03"
"08435029";"Kressbronn am Bodensee";"Gemeinden";"294,72";"283,34";"300,63";"272,13";"358,27";"462,85";"584,87";"670,05";"733,05"
"08435030";"Langenargen";"Gemeinden";"298,02";"305,09";"337,30";"303,84";"376,37";"503,11";"674,59";"720,35";"816,25"
"08435034";"Markdorf, Stadt";"Gemeinden";"377,65";"353,82";"361,80";"342,19";"418,17";"536,38";"664,00";"705,23";"789,14"
"08435035";"Meckenbeuren";"Gemeinden";"274,41";"275,18";"307,53";"294,40";"373,59";"498,50";"641,25";"671,75";"750,08"
"08435036";"Meersburg, Stadt";"Gemeinden";"328,74";"321,83";"305,97";"306,87";"373,20";"483,56";"593,80";"618,81";"706,68"
"08435042";"Neukirch";"Gemeinden";"180,94";"194,63";"207,50";"203,93";"320,85";"426,94";"551,28";"647,84";"732,74"
"08435045";"Oberteuringen";"Gemeinden";"322,45";"280,75";"302,68";"293,86";"381,10";"547,52";"649,70";"717,53";"804,70"
"08435047";"Owingen";"Gemeinden";"263,52";"261,07";"292,94";"281,52";"336,94";"424,19";"567,52";"575,23";"646,38"
"08435052";"Salem";"Gemeinden";"282,31";"284,74";"308,07";"304,98";"376,40";"487,37";"617,20";"615,84";"672,96"
"08435053";"Sipplingen";"Gemeinden";"292,36";"298,20";"309,10";"278,04";"310,20";"427,35";"569,38";"642,76";"689,03"
"08435054";"Stetten";"Gemeinden";"372,12";"366,80";"398,37";"383,83";"409,42";"501,46";"645,12";"659,28";"784,43"
"08435057";"Tettnang, Stadt";"Gemeinden";"332,49";"312,99";"328,72";"307,21";"397,50";"529,21";"658,12";"703,12";"765,18"
"08435059";"Überlingen, Stadt";"Gemeinden";"335,71";"327,08";"329,18";"295,09";"348,68";"448,29";"583,33";"622,17";"694,85"
"08435066";"Uhldingen-Mühlhofen";"Gemeinden";"299,19";"304,82";"336,46";"316,26";"370,94";"478,83";"601,32";"613,65";"690,23"
"08435067";"Deggenhausertal";"Gemeinden";"231,91";"227,89";"240,64";"226,77";"322,91";"465,65";"574,41";"626,49";"701,73"
"08436001";"Achberg";"Gemeinden";"210,53";"220,65";"214,84";"223,26";"338,56";"410,75";"542,62";"587,34";"665,89"
"08436003";"Aichstetten";"Gemeinden";"210,85";"215,50";"242,88";"215,41";"285,35";"403,57";"486,18";"533,87";"611,92"
"08436004";"Aitrach";"Gemeinden";"254,86";"269,08";"284,89";"257,85";"310,73";"381,14";"468,35";"517,52";"539,86"
"08436005";"Altshausen";"Gemeinden";"235,75";"253,11";"253,04";"220,16";"266,26";"410,19";"494,57";"540,72";"611,60"
"08436006";"Amtzell";"Gemeinden";"224,79";"233,59";"264,38";"257,38";"339,57";"445,19";"597,28";"679,23";"774,10"
"08436008";"Aulendorf, Stadt";"Gemeinden";"209,64";"228,84";"243,64";"209,19";"290,12";"366,16";"462,60";"541,92";"604,99"
"08436009";"Bad Waldsee, Stadt";"Gemeinden";"235,04";"254,12";"271,86";"250,10";"329,19";"420,19";"516,24";"590,53";"647,00"
"08436010";"Bad Wurzach, Stadt";"Gemeinden";"202,62";"225,16";"241,04";"219,76";"278,19";"366,04";"465,11";"520,02";"576,46"
"08436011";"Baienfurt";"Gemeinden";"314,25";"302,01";"306,82";"300,01";"352,33";"446,19";"546,52";"571,82";"638,11"
"08436012";"Baindt";"Gemeinden";"326,30";"329,12";"363,81";"320,36";"365,18";"440,57";"554,92";"606,98";"688,87"
"08436013";"Berg";"Gemeinden";"350,78";"333,51";"349,54";"356,88";"409,01";"531,78";"653,36";"652,03";"753,18"
"08436014";"Bergatreute";"Gemeinden";"236,44";"252,33";"265,52";"266,48";"334,59";"465,41";"579,41";"632,61";"711,92"
"08436018";"Bodnegg";"Gemeinden";"234,88";"233,30";"263,18";"259,57";"311,67";"412,53";"547,32";"604,98";"674,23"
"08436019";"Boms";"Gemeinden";"184,74";"159,01";"179,00";"192,95";"260,38";"362,92";"473,79";"519,31";"574,23"
"08436024";"Ebenweiler";"Gemeinden";"201,26";"206,76";"241,18";"227,84";"298,56";"403,81";"530,51";"552,12";"579,57"
"08436027";"Eichstegen";"Gemeinden";"186,00";"144,23";"158,09";"192,38";"277,23";"402,02";"536,55";"572,20";"647,04"
"08436032";"Fleischwangen";"Gemeinden";"230,33";"197,99";"249,17";"222,58";"280,06";"367,78";"479,20";"569,27";"650,98"
"08436039";"Grünkraut";"Gemeinden";"302,25";"291,40";"312,21";"306,79";"355,69";"443,96";"601,39";"667,70";"755,39"
"08436040";"Guggenhausen";"Gemeinden";"171,30";"195,00";"211,01";"150,00";"373,68";"422,86";"600,11";"563,41";"636,65"
"08436047";"Hoßkirch";"Gemeinden";"227,21";"230,45";"242,00";"291,78";"345,84";"415,45";"565,65";"589,96";"683,81"
"08436049";"Isny im Allgäu, Stadt";"Gemeinden";"257,96";"255,18";"268,44";"228,97";"282,63";"383,81";"474,63";"498,41";"539,84"
"08436052";"Kißlegg";"Gemeinden";"218,44";"225,58";"253,22";"235,50";"290,04";"367,88";"484,62";"550,47";"604,24"
"08436053";"Königseggwald";"Gemeinden";"209,60";"209,34";"231,24";"232,49";"340,24";"435,90";"557,64";"644,73";"728,07"
"08436055";"Leutkirch im Allgäu, Stadt";"Gemeinden";"251,29";"262,76";"275,57";"247,91";"309,17";"396,48";"491,96";"555,62";"600,48"
"08436064";"Ravensburg, Stadt";"Gemeinden";"320,85";"307,33";"328,64";"309,24";"358,53";"468,53";"594,77";"645,10";"728,76"
"08436067";"Riedhausen";"Gemeinden";"198,44";"186,92";"169,66";"181,24";"279,48";"340,73";"498,16";"524,87";"539,18"
"08436069";"Schlier";"Gemeinden";"278,83";"277,58";"321,69";"311,34";"397,79";"507,40";"633,41";"681,06";"737,27"
"08436077";"Unterwaldhausen";"Gemeinden";"146,25";"197,13";"186,38";"190,79";"363,96";"458,18";"555,99";"640,25";"732,04"
"08436078";"Vogt";"Gemeinden";"289,64";"285,97";"317,56";"304,78";"356,74";"470,15";"591,21";"638,70";"707,97"
"08436079";"Waldburg";"Gemeinden";"290,42";"237,32";"268,14";"286,09";"376,27";"483,69";"631,02";"656,74";"732,97"
"08436081";"Wangen im Allgäu, Stadt";"Gemeinden";"270,56";"274,91";"294,23";"265,31";"325,49";"427,00";"556,45";"615,28";"665,39"
"08436082";"Weingarten, Stadt";"Gemeinden";"302,19";"301,92";"319,24";"297,89";"335,54";"409,72";"489,26";"537,72";"610,16"
"08436083";"Wilhelmsdorf";"Gemeinden";"183,71";"214,60";"243,65";"235,70";"282,32";"338,23";"421,59";"499,04";"591,36"
"08436085";"Wolfegg";"Gemeinden";"236,38";"242,75";"273,11";"234,95";"317,22";"392,82";"494,78";"558,62";"633,26"
"08436087";"Wolpertswende";"Gemeinden";"273,20";"285,29";"304,83";"290,31";"377,76";"478,11";"586,25";"635,22";"732,53"
"08436093";"Ebersbach-Musbach";"Gemeinden";"167,86";"197,80";"208,86";"209,60";"305,08";"415,04";"516,81";"578,82";"648,34"
"08436094";"Argenbühl";"Gemeinden";"215,91";"219,87";"229,26";"226,39";"292,70";"380,54";"491,07";"566,81";"634,08"
"08436095";"Horgenzell";"Gemeinden";"204,18";"210,81";"234,76";"229,57";"332,56";"415,98";"550,55";"624,08";"730,20"
"08436096";"Fronreute";"Gemeinden";"275,46";"254,66";"280,65";"283,01";"360,06";"484,05";"601,09";"641,61";"727,03"
"08437005";"Beuron";"Gemeinden";"246,64";"246,56";"274,97";"235,38";"274,89";"314,76";"395,11";"401,54";"446,03"
"08437008";"Bingen";"Gemeinden";"302,84";"308,09";"319,02";"279,75";"354,34";"458,60";"555,15";"633,90";"714,19"
"08437031";"Gammertingen, Stadt";"Gemeinden";"253,48";"255,48";"255,49";"235,35";"304,59";"384,11";"468,97";"517,26";"590,52"
"08437044";"Herbertingen";"Gemeinden";"240,89";"255,09";"249,34";"227,62";"302,37";"394,81";"489,49";"561,08";"635,68"
"08437047";"Hettingen, Stadt";"Gemeinden";"313,84";"307,18";"329,35";"293,79";"375,45";"521,81";"587,74";"615,55";"672,55"
"08437053";"Hohentengen";"Gemeinden";"227,39";"223,45";"252,69";"226,39";"290,72";"389,42";"484,25";"529,54";"592,13"
"08437056";"Illmensee";"Gemeinden";"232,88";"247,24";"262,49";"260,09";"337,28";"455,06";"557,56";"635,72";"723,31"
"08437059";"Inzigkofen";"Gemeinden";"228,89";"228,48";"251,65";"235,15";"291,77";"412,86";"537,81";"582,59";"637,88"
"08437065";"Krauchenwies";"Gemeinden";"250,30";"261,07";"282,66";"255,43";"324,17";"422,15";"533,00";"565,45";"645,23"
"08437072";"Leibertingen";"Gemeinden";"237,33";"252,35";"260,52";"225,03";"312,08";"425,10";"554,17";"617,45";"681,54"
"08437076";"Mengen, Stadt";"Gemeinden";"278,96";"288,57";"300,26";"259,38";"305,22";"391,69";"493,33";"533,81";"581,42"
"08437078";"Meßkirch, Stadt";"Gemeinden";"229,37";"236,51";"259,68";"216,71";"269,07";"335,50";"420,60";"497,28";"551,57"
"08437082";"Neufra";"Gemeinden";"292,83";"295,88";"272,82";"273,10";"348,69";"443,73";"513,43";"605,20";"659,29"
"08437086";"Ostrach";"Gemeinden";"214,77";"222,22";"244,59";"220,08";"275,11";"372,04";"473,44";"570,94";"628,98"
"08437088";"Pfullendorf, Stadt";"Gemeinden";"274,39";"269,53";"304,63";"261,40";"310,99";"395,27";"473,47";"514,85";"586,05"
"08437100";"Bad Saulgau, Stadt";"Gemeinden";"256,62";"269,33";"283,81";"247,94";"299,86";"387,28";"478,47";"550,24";"604,29"
"08437101";"Scheer, Stadt";"Gemeinden";"274,38";"263,04";"276,12";"243,24";"327,91";"402,11";"523,03";"585,24";"651,27"
"08437102";"Schwenningen";"Gemeinden";"284,77";"315,01";"321,47";"295,40";"349,04";"422,21";"478,13";"550,91";"622,51"
"08437104";"Sigmaringen, Stadt";"Gemeinden";"284,19";"277,47";"305,53";"256,75";"305,86";"391,78";"458,52";"489,14";"545,37"
"08437105";"Sigmaringendorf";"Gemeinden";"352,02";"309,76";"337,71";"301,60";"335,13";"435,60";"563,96";"589,69";"647,79"
"08437107";"Stetten am kalten Markt";"Gemeinden";"280,23";"253,31";"265,33";"244,34";"295,21";"376,79";"471,19";"557,12";"617,59"
"08437114";"Veringenstadt, Stadt";"Gemeinden";"275,91";"277,44";"319,69";"259,28";"329,46";"417,36";"519,44";"562,10";"631,24"
"08437118";"Wald";"Gemeinden";"184,05";"208,64";"245,79";"223,90";"282,37";"396,51";"501,82";"571,56";"621,31"
"08437123";"Sauldorf";"Gemeinden";"226,99";"231,73";"232,76";"222,98";"287,25";"389,90";"493,10";"581,40";"652,37"
"08437124";"Herdwangen-Schönach";"Gemeinden";"208,80";"214,10";"248,02";"201,77";"296,96";"390,18";"493,57";"542,52";"631,73"
"09161000";"Ingolstadt";"Gemeinden";"339,29";"325,11";"335,52";"317,09";"435,22";"502,45";"663,21";"775,68";"853,25"
"09162000";"München, Landeshauptstadt";"Gemeinden";"476,49";"434,04";"463,62";"443,47";"551,24";"631,23";"813,92";"863,72";"960,05"
"09163000";"Rosenheim";"Gemeinden";"315,04";"313,10";"333,00";"302,44";"392,58";"459,43";"587,77";"645,15";"707,07"
"09171111";"Altötting, St";"Gemeinden";"276,89";"265,08";"287,69";"279,64";"348,04";"412,29";"524,95";"549,41";"610,79"
"09171112";"Burghausen, St";"Gemeinden";"383,37";"341,21";"376,01";"378,54";"438,72";"566,81";"702,88";"695,31";"746,85"
"09171113";"Burgkirchen a.d.Alz";"Gemeinden";"312,24";"293,30";"294,77";"290,19";"350,00";"425,40";"534,46";"552,68";"606,84"
"09171114";"Emmerting";"Gemeinden";"351,31";"336,67";"374,97";"396,87";"454,92";"564,26";"727,28";"730,81";"780,00"
"09171115";"Erlbach";"Gemeinden";"160,03";"170,58";"185,74";"189,28";"298,16";"382,20";"512,43";"572,67";"660,52"
"09171116";"Feichten a.d.Alz";"Gemeinden";"238,95";"232,73";"280,24";"273,18";"400,51";"474,66";"650,03";"680,47";"711,41"
"09171117";"Garching a.d.Alz";"Gemeinden";"279,07";"259,20";"271,08";"251,47";"345,74";"400,16";"517,17";"574,55";"653,98"
"09171118";"Haiming";"Gemeinden";"281,68";"273,43";"299,79";"310,21";"374,95";"517,75";"687,17";"760,39";"837,81"
"09171119";"Halsbach";"Gemeinden";"238,43";"235,57";"259,47";"233,37";"355,84";"452,93";"635,35";"676,34";"745,49"
"09171121";"Kastl";"Gemeinden";"262,26";"261,18";"294,29";"330,35";"440,97";"519,58";"677,40";"724,60";"816,10"
"09171122";"Kirchweidach";"Gemeinden";"247,78";"252,17";"281,17";"279,55";"417,15";"511,99";"589,00";"660,30";"687,44"
"09171123";"Marktl, M";"Gemeinden";"335,33";"340,57";"360,09";"365,16";"428,46";"557,07";"678,85";"670,52";"753,91"
"09171124";"Mehring";"Gemeinden";"360,27";"343,54";"371,66";"373,54";"450,40";"541,10";"681,95";"799,70";"915,08"
"09171125";"Neuötting, St";"Gemeinden";"294,46";"299,27";"293,88";"274,30";"345,44";"415,53";"522,63";"550,86";"604,98"
"09171126";"Perach";"Gemeinden";"243,62";"243,15";"259,50";"279,32";"357,79";"417,75";"576,73";"655,98";"729,94"
"09171127";"Pleiskirchen";"Gemeinden";"178,53";"190,50";"209,53";"214,99";"328,50";"399,16";"526,13";"643,47";"714,70"
"09171129";"Reischach";"Gemeinden";"244,48";"250,29";"274,72";"267,35";"354,40";"438,18";"602,34";"635,32";"698,13"
"09171130";"Stammham";"Gemeinden";"304,99";"292,52";"279,07";"294,34";"353,05";"475,52";"642,74";"663,18";"762,05"
"09171131";"Teising";"Gemeinden";"264,01";"250,51";"295,03";"281,20";"370,99";"417,54";"566,05";"651,82";"782,57"
"09171132";"Töging a.Inn, St";"Gemeinden";"303,73";"279,85";"280,40";"262,82";"350,84";"403,58";"513,16";"565,27";"629,60"
"09171133";"Tüßling, M";"Gemeinden";"288,60";"282,24";"287,39";"276,10";"387,00";"437,65";"592,67";"643,86";"747,83"
"09171134";"Tyrlaching";"Gemeinden";"232,53";"234,61";"252,21";"237,25";"320,89";"428,88";"568,57";"571,64";"628,34"
"09171135";"Unterneukirchen";"Gemeinden";"204,00";"188,72";"220,87";"227,55";"325,36";"413,97";"508,64";"600,22";"644,29"
"09171137";"Winhöring";"Gemeinden";"309,22";"302,35";"331,37";"327,69";"414,99";"511,42";"637,38";"702,18";"775,68"
"09172111";"Ainring";"Gemeinden";"247,77";"246,39";"265,34";"223,54";"304,50";"375,70";"488,25";"537,06";"606,45"
"09172112";"Anger";"Gemeinden";"218,44";"231,09";"255,30";"226,59";"295,73";"338,87";"454,36";"556,32";"657,03"
"09172114";"Bad Reichenhall, GKSt";"Gemeinden";"319,15";"302,19";"321,64";"245,80";"304,45";"353,56";"455,06";"516,73";"577,87"
"09172115";"Bayerisch Gmain";"Gemeinden";"321,19";"328,93";"338,14";"288,58";"351,19";"426,19";"582,31";"597,16";"677,53"
"09172116";"Berchtesgaden, M";"Gemeinden";"310,70";"305,90";"311,12";"264,38";"330,28";"371,45";"506,18";"576,24";"632,39"
"09172117";"Bischofswiesen";"Gemeinden";"260,52";"260,51";"264,24";"216,34";"306,43";"354,56";"490,07";"581,62";"665,44"
"09172118";"Freilassing, St";"Gemeinden";"268,11";"265,71";"282,78";"246,67";"309,71";"348,33";"462,31";"491,59";"547,06"
"09172122";"Laufen, St";"Gemeinden";"248,21";"255,22";"260,01";"233,48";"315,98";"337,33";"445,00";"513,89";"586,47"
"09172124";"Marktschellenberg, M";"Gemeinden";"217,44";"238,97";"248,89";"205,34";"287,53";"363,64";"455,31";"532,38";"613,75"
"09172128";"Piding";"Gemeinden";"262,76";"251,78";"286,28";"235,32";"339,36";"397,48";"500,98";"587,09";"671,18"
"09172129";"Ramsau b.Berchtesgaden";"Gemeinden";"224,37";"225,81";"213,70";"174,25";"220,28";"278,16";"374,17";"498,31";"558,46"
"09172130";"Saaldorf-Surheim";"Gemeinden";"227,93";"231,08";"244,66";"227,85";"337,21";"394,86";"544,85";"593,45";"662,56"
"09172131";"Schneizlreuth";"Gemeinden";"209,13";"206,06";"221,22";"226,99";"313,12";"399,55";"532,31";"586,27";"635,68"
"09172132";"Schönau a.Königssee";"Gemeinden";"257,96";"250,49";"263,94";"220,57";"318,40";"353,45";"471,89";"564,82";"653,28"
"09172134";"Teisendorf, M";"Gemeinden";"211,56";"216,78";"234,50";"201,97";"287,60";"338,12";"466,47";"585,71";"649,09"
"09172452";"Eck";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09172454";"Schellenberger Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09173111";"Bad Heilbrunn";"Gemeinden";"293,60";"273,58";"294,28";"295,20";"441,38";"508,87";"648,25";"720,16";"812,91"
"09173112";"Bad Tölz, St";"Gemeinden";"291,46";"294,90";"340,46";"306,94";"420,81";"485,67";"613,44";"646,95";"698,33"
"09173113";"Benediktbeuern";"Gemeinden";"276,42";"286,02";"324,13";"314,56";"397,98";"489,14";"665,74";"741,45";"819,77"
"09173115";"Bichl";"Gemeinden";"261,96";"238,14";"296,92";"316,97";"414,22";"517,42";"649,93";"745,83";"801,75"
"09173118";"Dietramszell";"Gemeinden";"292,45";"264,06";"295,45";"293,93";"415,24";"518,54";"648,86";"734,51";"830,39"
"09173120";"Egling";"Gemeinden";"326,90";"305,66";"340,30";"319,05";"474,31";"557,59";"712,34";"793,42";"895,82"
