Kennziffer;Raumeinheit;Aggregat;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer
;;;1995;1998;2002;2005;2009;2013;2017;2021;2023
"01060089";"Trappenkamp";"Gemeinden";"253,57";"266,74";"248,05";"194,46";"208,03";"232,49";"271,22";"328,28";"380,63"
"01060090";"Travenhorst";"Gemeinden";"295,57";"267,76";"241,94";"163,37";"315,00";"285,71";"455,70";"424,08";"537,52"
"01060091";"Traventhal";"Gemeinden";"131,58";"242,80";"249,54";"169,74";"294,46";"360,72";"449,36";"482,29";"548,81"
"01060092";"Wahlstedt, Stadt";"Gemeinden";"277,54";"289,17";"264,71";"205,38";"253,50";"277,50";"335,75";"357,27";"404,63"
"01060093";"Wakendorf I";"Gemeinden";"299,49";"266,84";"253,01";"216,28";"329,30";"348,03";"388,49";"493,39";"580,36"
"01060094";"Wakendorf II";"Gemeinden";"319,65";"297,94";"284,77";"271,42";"371,47";"454,41";"592,75";"654,62";"724,04"
"01060095";"Weddelbrook";"Gemeinden";"322,26";"277,04";"201,37";"196,58";"290,71";"366,17";"444,90";"507,32";"557,42"
"01060096";"Weede";"Gemeinden";"250,56";"241,12";"226,28";"189,91";"270,77";"318,18";"452,23";"528,63";"613,62"
"01060097";"Wensin";"Gemeinden";"249,66";"260,05";"253,37";"220,72";"302,33";"341,49";"455,06";"457,68";"499,04"
"01060098";"Westerrade";"Gemeinden";"268,29";"257,55";"242,80";"249,48";"268,09";"286,60";"363,88";"442,10";"490,38"
"01060099";"Wiemersdorf";"Gemeinden";"278,70";"245,54";"224,44";"204,49";"307,25";"368,65";"436,84";"511,39";"560,70"
"01060100";"Winsen";"Gemeinden";"481,99";"386,77";"326,09";"312,06";"419,02";"445,81";"635,66";"727,37";"788,37"
"01060101";"Wittenborn";"Gemeinden";"362,07";"387,22";"312,26";"216,25";"294,47";"359,95";"440,72";"502,87";"508,84"
"01061001";"Aasbüttel";"Gemeinden";"191,49";"206,19";"149,53";"155,34";"262,14";"232,56";"245,97";"403,42";"411,05"
"01061002";"Aebtissinwisch";"Gemeinden";"253,73";"219,18";"200,00";"193,55";"312,50";"383,33";"361,98";"498,50";"607,23"
"01061003";"Agethorst";"Gemeinden";"152,94";"147,73";"123,76";"163,37";"250,00";"239,82";"460,50";"389,18";"455,15"
"01061004";"Altenmoor";"Gemeinden";"219,41";"197,67";"196,36";"189,09";"330,94";"550,22";"643,23";"685,22";"708,32"
"01061005";"Auufer";"Gemeinden";"151,08";"179,86";"218,31";"155,56";"234,04";"302,82";"436,45";"412,07";"477,97"
"01061006";"Bahrenfleth";"Gemeinden";"263,53";"257,19";"234,53";"206,27";"276,42";"359,86";"538,19";"503,47";"538,28"
"01061007";"Beidenfleth";"Gemeinden";"314,29";"272,63";"269,02";"221,38";"328,43";"381,35";"481,55";"569,89";"631,07"
"01061008";"Bekdorf";"Gemeinden";"285,71";"211,76";"176,47";"173,91";"270,83";"371,13";"413,05";"426,13";"550,67"
"01061010";"Bekmünde";"Gemeinden";"357,14";"284,95";"261,63";"231,79";"382,35";"459,63";"547,65";"605,90";"609,34"
"01061011";"Besdorf";"Gemeinden";"267,61";"242,29";"262,93";"185,48";"232,56";"279,84";"314,56";"307,17";"342,98"
"01061012";"Blomesche Wildnis";"Gemeinden";"240,07";"233,06";"198,28";"191,01";"276,20";"362,15";"484,10";"508,68";"609,19"
"01061013";"Bokelrehm";"Gemeinden";"200,00";"201,44";"161,29";"173,61";"257,35";"368,06";"445,84";"602,23";"707,33"
"01061014";"Bokhorst";"Gemeinden";"148,94";"209,79";"253,33";"230,22";"270,68";"305,73";"410,93";"507,75";"608,96"
"01061015";"Borsfleth";"Gemeinden";"271,39";"247,35";"246,50";"212,41";"298,91";"381,14";"485,75";"520,57";"541,09"
"01061016";"Breitenberg";"Gemeinden";"181,32";"177,22";"217,82";"242,19";"298,10";"370,48";"463,08";"478,21";"571,87"
"01061017";"Breitenburg";"Gemeinden";"382,46";"334,58";"300,65";"241,86";"288,07";"366,88";"387,79";"542,78";"599,30"
"01061018";"Brokdorf";"Gemeinden";"318,23";"747,23";"241,12";"226,76";"321,46";"400,20";"520,67";"493,20";"544,17"
"01061019";"Brokstedt";"Gemeinden";"237,32";"227,20";"213,92";"206,46";"293,44";"381,65";"490,45";"511,69";"529,18"
"01061020";"Büttel";"Gemeinden";"428,57";"2.022,73";"217,39";"139,53";"400,00";"750,00";"378,23";"639,39";"763,21"
"01061021";"Christinenthal";"Gemeinden";"231,88";"208,96";"163,93";"134,62";"145,83";"229,51";"330,54";"372,90";"454,83"
"01061022";"Dägeling";"Gemeinden";"354,48";"400,77";"264,06";"199,00";"343,03";"402,15";"485,52";"537,21";"580,99"
"01061023";"Dammfleth";"Gemeinden";"221,62";"230,77";"186,78";"202,99";"256,67";"350,00";"471,51";"614,07";"685,67"
"01061024";"Drage";"Gemeinden";"271,70";"281,85";"267,21";"210,73";"285,71";"328,06";"395,35";"495,23";"555,41"
"01061025";"Ecklak";"Gemeinden";"267,96";"271,95";"233,52";"181,82";"261,68";"361,56";"529,00";"530,24";"625,20"
"01061026";"Elskop";"Gemeinden";"237,29";"250,00";"226,19";"217,95";"302,63";"294,12";"531,23";"488,56";"559,34"
"01061027";"Engelbrechtsche Wildnis";"Gemeinden";"230,97";"227,05";"157,24";"169,23";"228,30";"281,01";"389,95";"474,38";"561,38"
"01061028";"Fitzbek";"Gemeinden";"291,21";"314,14";"272,25";"211,08";"345,21";"403,23";"435,45";"493,60";"556,72"
"01061029";"Glückstadt, Stadt";"Gemeinden";"289,31";"286,28";"262,66";"217,80";"270,66";"319,52";"406,85";"437,65";"455,81"
"01061030";"Grevenkop";"Gemeinden";"351,68";"279,07";"291,78";"257,88";"402,30";"468,15";"529,33";"555,78";"605,55"
"01061031";"Gribbohm";"Gemeinden";"182,03";"175,73";"149,90";"140,76";"234,14";"300,65";"357,98";"385,35";"450,47"
"01061033";"Hadenfeld";"Gemeinden";"223,21";"244,90";"247,79";"260,87";"283,33";"362,96";"404,16";"468,88";"575,92"
"01061034";"Heiligenstedten";"Gemeinden";"323,64";"274,42";"243,96";"271,38";"338,39";"425,18";"542,32";"602,45";"657,62"
"01061035";"Heiligenstedtenerkamp";"Gemeinden";"321,07";"237,52";"234,13";"243,21";"307,80";"340,14";"420,44";"557,02";"630,62"
"01061036";"Hennstedt";"Gemeinden";"254,27";"255,24";"224,46";"184,87";"269,10";"335,01";"372,27";"410,18";"456,52"
"01061037";"Herzhorn";"Gemeinden";"339,11";"291,44";"273,14";"239,19";"315,99";"365,26";"425,44";"464,35";"536,03"
"01061038";"Hingstheide";"Gemeinden";"222,22";"214,29";"257,58";"116,88";"223,88";"347,83";"268,79";"588,13";"656,71"
"01061039";"Hodorf";"Gemeinden";"202,76";"266,67";"229,44";"149,78";"252,25";"387,39";"547,68";"638,58";"698,78"
"01061040";"Hohenaspe";"Gemeinden";"302,06";"302,22";"247,24";"212,99";"303,53";"369,76";"499,61";"540,16";"609,48"
"01061041";"Hohenfelde";"Gemeinden";"284,56";"252,19";"215,58";"196,02";"286,03";"324,24";"470,96";"542,69";"606,66"
"01061042";"Hohenlockstedt";"Gemeinden";"266,81";"267,01";"213,10";"182,95";"242,11";"274,61";"348,67";"396,04";"443,86"
"01061043";"Holstenniendorf";"Gemeinden";"208,76";"203,23";"172,90";"161,90";"221,43";"272,95";"345,58";"388,24";"413,39"
"01061044";"Horst (Holstein)";"Gemeinden";"313,63";"318,65";"271,47";"232,81";"329,51";"379,90";"485,50";"528,47";"576,37"
"01061045";"Huje";"Gemeinden";"228,87";"222,22";"228,37";"208,18";"305,88";"306,57";"372,39";"500,79";"578,47"
"01061046";"Itzehoe, Stadt";"Gemeinden";"322,76";"329,48";"272,64";"225,88";"267,90";"328,08";"399,49";"415,70";"456,22"
"01061047";"Kaaks";"Gemeinden";"349,46";"262,90";"299,53";"250,59";"400,98";"448,84";"503,54";"515,86";"556,69"
"01061048";"Kaisborstel";"Gemeinden";"250,00";"162,16";"180,56";"192,31";"217,95";"367,09";"444,05";"432,96";"469,82"
"01061049";"Kellinghusen, Stadt";"Gemeinden";"278,82";"269,51";"247,18";"208,49";"256,05";"309,88";"368,54";"394,73";"435,37"
"01061050";"Kiebitzreihe";"Gemeinden";"365,40";"307,49";"288,24";"274,96";"376,52";"463,56";"541,68";"591,51";"669,01"
"01061052";"Kleve";"Gemeinden";"252,24";"233,55";"225,49";"216,97";"260,95";"267,70";"403,44";"494,00";"575,68"
"01061053";"Kollmoor";"Gemeinden";"309,52";"355,56";"263,16";"303,03";"294,12";"485,71";"595,47";"752,16";"790,47"
"01061054";"Krempdorf";"Gemeinden";"242,11";"255,64";"208,18";"142,29";"191,73";"295,08";"452,95";"456,01";"500,52"
"01061055";"Krempe, Stadt";"Gemeinden";"256,25";"254,07";"214,55";"178,43";"254,50";"293,04";"360,08";"420,88";"455,94"
"01061056";"Kremperheide";"Gemeinden";"322,78";"306,34";"277,89";"239,22";"310,54";"385,52";"500,10";"516,77";"589,17"
"01061057";"Krempermoor";"Gemeinden";"305,24";"260,25";"231,66";"219,51";"285,98";"337,02";"376,62";"447,91";"489,23"
"01061058";"Kronsmoor";"Gemeinden";"184,08";"169,90";"153,47";"152,63";"174,60";"281,08";"431,19";"467,99";"493,04"
"01061059";"Krummendiek";"Gemeinden";"469,39";"274,51";"253,73";"159,09";"300,00";"380,95";"335,33";"585,74";"561,71"
"01061060";"Kudensee";"Gemeinden";"179,78";"234,29";"240,96";"161,49";"270,07";"246,38";"334,98";"365,34";"397,30"
"01061061";"Lägerdorf";"Gemeinden";"276,48";"289,20";"258,53";"205,04";"219,43";"245,78";"298,34";"366,05";"410,57"
"01061062";"Landrecht";"Gemeinden";"203,01";"237,41";"181,16";"204,38";"244,60";"343,75";"655,60";"634,65";"721,30"
"01061063";"Landscheide";"Gemeinden";"310,47";"313,21";"230,45";"178,42";"171,43";"312,00";"339,63";"347,43";"413,38"
"01061064";"Lockstedt";"Gemeinden";"298,14";"547,17";"167,60";"138,89";"261,63";"293,75";"483,74";"532,40";"559,97"
"01061065";"Lohbarbek";"Gemeinden";"229,02";"203,19";"175,66";"175,84";"302,20";"358,04";"413,48";"411,42";"451,93"
"01061066";"Looft";"Gemeinden";"179,14";"159,71";"220,51";"197,37";"270,78";"397,85";"421,57";"516,47";"632,81"
"01061067";"Mehlbek";"Gemeinden";"299,75";"221,74";"220,09";"247,22";"301,12";"364,04";"434,96";"504,80";"571,81"
"01061068";"Moordiek";"Gemeinden";"155,04";"157,48";"188,98";"112,00";"198,28";"220,34";"402,81";"562,41";"605,56"
"01061070";"Moorhusen";"Gemeinden";"180,85";"80,81";"96,77";"81,63";"204,55";"230,77";"424,03";"306,78";"357,43"
"01061071";"Mühlenbarbek";"Gemeinden";"222,58";"238,24";"212,89";"207,00";"244,71";"318,94";"429,77";"532,13";"626,80"
"01061072";"Münsterdorf";"Gemeinden";"384,76";"331,50";"363,36";"320,27";"373,85";"472,97";"584,37";"562,37";"652,82"
"01061073";"Neuenbrook";"Gemeinden";"251,83";"245,47";"211,29";"190,34";"276,50";"355,42";"406,71";"507,08";"545,82"
"01061074";"Neuendorf b. Elmshorn";"Gemeinden";"326,06";"257,39";"248,12";"244,52";"342,89";"426,06";"534,07";"569,20";"675,75"
"01061076";"Nienbüttel";"Gemeinden";"211,68";"160,84";"108,70";"126,67";"208,05";"408,00";"465,83";"496,69";"513,22"
"01061077";"Nortorf";"Gemeinden";"229,51";"208,33";"217,05";"184,21";"267,37";"330,32";"467,82";"470,89";"555,89"
"01061078";"Nutteln";"Gemeinden";"189,60";"222,58";"214,98";"222,22";"306,05";"386,72";"404,52";"478,40";"532,11"
"01061079";"Oelixdorf";"Gemeinden";"345,21";"290,18";"285,37";"222,80";"283,32";"394,53";"508,72";"566,16";"629,72"
"01061080";"Oeschebüttel";"Gemeinden";"283,42";"224,39";"238,32";"226,85";"314,14";"422,86";"527,60";"543,28";"596,57"
"01061081";"Oldenborstel";"Gemeinden";"214,29";"259,84";"204,72";"181,10";"375,00";"416,67";"407,18";"516,29";"602,48"
"01061082";"Oldendorf";"Gemeinden";"384,26";"352,47";"328,47";"294,61";"365,96";"454,39";"592,96";"601,47";"662,34"
"01061083";"Ottenbüttel";"Gemeinden";"317,59";"344,21";"250,69";"208,33";"307,18";"385,04";"529,14";"564,24";"651,04"
"01061084";"Peissen";"Gemeinden";"224,91";"190,00";"180,06";"144,62";"227,42";"298,93";"380,84";"482,61";"514,89"
"01061085";"Pöschendorf";"Gemeinden";"221,05";"193,40";"152,07";"137,93";"251,94";"288,39";"404,80";"399,35";"454,60"
"01061086";"Poyenberg";"Gemeinden";"265,54";"194,03";"169,49";"166,27";"212,87";"279,60";"364,70";"455,66";"555,30"
"01061087";"Puls";"Gemeinden";"173,29";"173,31";"158,32";"134,30";"194,44";"262,80";"343,72";"452,09";"497,56"
"01061088";"Quarnstedt";"Gemeinden";"260,65";"255,47";"233,33";"238,66";"294,66";"389,14";"476,79";"497,12";"575,56"
"01061089";"Rade";"Gemeinden";"233,01";"200,00";"156,52";"116,50";"244,44";"272,73";"326,74";"344,05";"376,64"
"01061091";"Reher";"Gemeinden";"212,74";"222,52";"206,72";"172,41";"209,33";"267,47";"348,00";"459,48";"518,71"
"01061092";"Rethwisch";"Gemeinden";"310,15";"397,11";"210,78";"196,34";"274,44";"315,88";"407,05";"466,37";"553,48"
"01061093";"Rosdorf";"Gemeinden";"354,84";"304,88";"296,20";"279,37";"391,64";"436,66";"517,43";"578,96";"682,60"
"01061095";"Sankt Margarethen";"Gemeinden";"223,16";"253,44";"237,66";"185,37";"264,01";"370,41";"430,06";"470,73";"529,53"
"01061096";"Sarlhusen";"Gemeinden";"198,53";"171,88";"166,02";"145,45";"205,70";"276,96";"437,49";"519,64";"612,84"
"01061097";"Schenefeld";"Gemeinden";"307,60";"283,38";"248,45";"229,31";"277,12";"334,96";"412,06";"444,94";"462,78"
"01061098";"Schlotfeld";"Gemeinden";"264,23";"192,16";"235,04";"210,08";"303,42";"362,45";"476,92";"468,08";"541,33"
"01061100";"Silzen";"Gemeinden";"208,86";"169,70";"172,41";"157,89";"235,96";"301,89";"460,69";"550,61";"646,75"
"01061101";"Sommerland";"Gemeinden";"334,67";"291,20";"262,53";"219,65";"318,67";"430,20";"561,51";"586,73";"646,53"
"01061102";"Stördorf";"Gemeinden";"160,31";"210,94";"200,00";"200,00";"274,19";"367,19";"533,28";"553,78";"603,75"
"01061103";"Störkathen";"Gemeinden";"347,83";"207,92";"206,52";"227,72";"273,58";"326,32";"449,25";"556,91";"650,77"
"01061104";"Süderau";"Gemeinden";"272,13";"257,81";"259,69";"199,49";"303,15";"359,73";"472,11";"548,30";"608,03"
"01061105";"Vaale";"Gemeinden";"228,07";"212,38";"211,98";"192,66";"240,22";"317,88";"392,91";"400,14";"460,01"
"01061106";"Vaalermoor";"Gemeinden";"159,57";"209,58";"189,87";"172,84";"227,59";"277,78";"419,18";"497,76";"573,73"
"01061107";"Wacken";"Gemeinden";"238,97";"227,17";"216,65";"202,79";"259,10";"296,87";"390,73";"429,81";"468,16"
"01061108";"Warringholz";"Gemeinden";"154,93";"182,43";"162,34";"165,56";"277,78";"339,10";"376,53";"459,08";"512,61"
"01061109";"Westermoor";"Gemeinden";"283,51";"247,64";"268,95";"215,19";"232,91";"314,58";"416,26";"485,49";"557,12"
"01061110";"Wewelsfleth";"Gemeinden";"310,09";"256,23";"227,95";"210,40";"268,70";"380,03";"517,15";"558,78";"580,61"
"01061111";"Wiedenborstel";"Gemeinden";"428,57";"285,71";"750,00";"400,00";"250,00";"416,67";"831,09";"527,73";"648,20"
"01061112";"Willenscharen";"Gemeinden";"269,01";"270,59";"222,22";"214,72";"279,22";"295,60";"349,48";"435,64";"477,97"
"01061113";"Wilster, Stadt";"Gemeinden";"302,34";"316,15";"260,20";"199,73";"242,53";"298,43";"355,87";"388,82";"436,98"
"01061114";"Winseldorf";"Gemeinden";"234,62";"283,64";"226,80";"189,02";"298,01";"341,46";"418,95";"417,81";"452,64"
"01061115";"Wittenbergen";"Gemeinden";"233,53";"204,30";"189,74";"135,87";"219,78";"341,61";"419,83";"478,40";"518,10"
"01061116";"Wrist";"Gemeinden";"279,62";"260,26";"238,81";"200,16";"259,96";"322,70";"422,38";"465,91";"523,54"
"01061117";"Wulfsmoor";"Gemeinden";"180,27";"194,89";"175,49";"140,96";"258,31";"364,36";"483,09";"509,49";"588,47"
"01061118";"Kollmar";"Gemeinden";"339,12";"301,52";"270,96";"242,56";"300,23";"379,47";"501,66";"562,65";"631,71"
"01061119";"Neuendorf-Sachsenbande";"Gemeinden";"264,11";"267,06";"214,14";"164,38";"240,17";"315,24";"419,44";"502,43";"570,26"
"01062001";"Ahrensburg, Stadt";"Gemeinden";"455,82";"409,26";"349,71";"330,15";"412,79";"502,95";"606,78";"629,64";"701,46"
"01062003";"Badendorf";"Gemeinden";"431,91";"357,24";"356,13";"318,64";"454,55";"491,68";"568,10";"617,43";"664,20"
"01062004";"Bad Oldesloe, Stadt";"Gemeinden";"308,64";"311,86";"278,55";"242,22";"314,91";"366,96";"460,51";"487,68";"541,85"
"01062005";"Bargfeld-Stegen";"Gemeinden";"365,68";"304,37";"276,81";"256,91";"354,32";"435,37";"504,50";"563,27";"639,89"
"01062006";"Bargteheide, Stadt";"Gemeinden";"394,82";"371,87";"311,79";"299,46";"359,41";"449,96";"586,70";"627,10";"686,19"
"01062008";"Barnitz";"Gemeinden";"375,55";"308,38";"269,47";"270,01";"398,54";"465,95";"612,25";"592,04";"664,23"
"01062009";"Barsbüttel";"Gemeinden";"532,48";"437,69";"390,30";"369,53";"448,09";"544,08";"648,87";"656,53";"710,67"
"01062011";"Braak";"Gemeinden";"426,23";"386,33";"339,12";"356,78";"528,16";"516,10";"673,70";"764,09";"890,53"
"01062014";"Delingsdorf";"Gemeinden";"363,47";"322,06";"210,06";"161,57";"397,78";"514,72";"673,05";"650,59";"724,16"
"01062016";"Elmenhorst";"Gemeinden";"340,30";"311,71";"303,43";"281,00";"345,63";"443,68";"525,36";"580,82";"625,17"
"01062018";"Glinde, Stadt";"Gemeinden";"444,52";"400,93";"369,76";"321,76";"379,27";"403,86";"508,68";"556,36";"618,81"
"01062019";"Grabau";"Gemeinden";"291,35";"290,49";"299,74";"277,49";"342,17";"401,76";"546,81";"478,56";"578,78"
"01062020";"Grande";"Gemeinden";"409,16";"371,88";"333,33";"291,48";"439,88";"512,23";"595,62";"669,20";"720,73"
"01062021";"Grönwohld";"Gemeinden";"405,92";"342,90";"332,32";"292,26";"376,11";"461,59";"522,24";"580,87";"649,04"
"01062022";"Großensee";"Gemeinden";"460,99";"355,92";"366,27";"322,19";"428,32";"537,30";"657,02";"715,47";"797,15"
"01062023";"Großhansdorf";"Gemeinden";"508,29";"432,80";"396,35";"371,64";"471,33";"553,13";"692,27";"714,19";"791,33"
"01062025";"Hamberge";"Gemeinden";"391,64";"313,46";"325,02";"294,29";"355,13";"393,96";"519,41";"513,43";"560,54"
"01062026";"Hamfelde";"Gemeinden";"373,83";"292,89";"306,32";"280,37";"342,92";"396,30";"454,23";"474,23";"556,42"
"01062027";"Hammoor";"Gemeinden";"322,39";"291,96";"320,25";"284,62";"361,44";"443,82";"529,36";"584,48";"658,81"
"01062031";"Heidekamp";"Gemeinden";"294,43";"310,81";"235,29";"180,47";"303,61";"385,88";"430,82";"494,26";"523,35"
"01062032";"Heilshoop";"Gemeinden";"247,49";"255,59";"236,88";"215,49";"257,48";"329,02";"435,06";"452,15";"507,63"
"01062033";"Hohenfelde";"Gemeinden";"345,45";"187,50";"264,15";"262,30";"640,00";"526,32";"636,04";"812,59";"907,35"
"01062035";"Hoisdorf";"Gemeinden";"403,73";"352,28";"342,54";"312,30";"424,19";"498,27";"619,31";"653,84";"748,72"
"01062036";"Jersbek";"Gemeinden";"402,56";"348,61";"320,40";"293,59";"412,33";"493,62";"611,28";"661,34";"730,26"
"01062039";"Klein Wesenberg";"Gemeinden";"277,86";"239,73";"232,31";"235,45";"351,39";"429,74";"539,65";"571,53";"644,93"
"01062040";"Köthel";"Gemeinden";"302,52";"282,86";"241,21";"255,32";"363,10";"454,55";"528,48";"622,54";"728,77"
"01062045";"Lütjensee";"Gemeinden";"390,71";"343,74";"329,50";"309,53";"408,54";"490,44";"585,09";"675,73";"776,63"
"01062046";"Meddewade";"Gemeinden";"342,33";"308,19";"291,03";"288,07";"353,24";"423,35";"506,89";"612,90";"686,67"
"01062048";"Mönkhagen";"Gemeinden";"257,55";"273,65";"238,24";"204,48";"318,33";"354,20";"466,52";"586,81";"664,34"
"01062050";"Neritz";"Gemeinden";"342,34";"285,71";"292,82";"284,43";"358,49";"482,20";"540,23";"632,52";"670,57"
"01062051";"Nienwohld";"Gemeinden";"330,28";"293,98";"255,19";"218,75";"319,06";"398,69";"495,67";"532,66";"580,72"
"01062053";"Oststeinbek";"Gemeinden";"553,86";"494,03";"453,22";"410,66";"426,06";"509,14";"625,62";"659,25";"726,41"
"01062056";"Pölitz";"Gemeinden";"310,97";"285,23";"287,22";"252,72";"348,42";"411,66";"494,01";"531,95";"588,26"
"01062058";"Rausdorf";"Gemeinden";"381,17";"341,77";"419,64";"438,05";"523,81";"628,57";"770,90";"716,54";"807,12"
"01062059";"Rehhorst";"Gemeinden";"217,46";"212,12";"200,57";"163,87";"248,91";"335,24";"434,99";"478,71";"554,78"
"01062060";"Reinbek, Stadt";"Gemeinden";"499,04";"440,17";"392,55";"349,51";"440,98";"518,03";"634,42";"623,79";"699,26"
"01062061";"Reinfeld (Holstein), Stadt";"Gemeinden";"312,59";"299,28";"284,46";"266,66";"340,16";"403,56";"493,37";"546,41";"616,89"
"01062062";"Rethwisch";"Gemeinden";"322,45";"300,39";"294,99";"259,05";"366,51";"421,90";"494,02";"559,30";"644,28"
"01062065";"Rümpel";"Gemeinden";"233,21";"239,97";"215,99";"205,52";"333,59";"424,22";"516,65";"534,26";"581,38"
"01062069";"Siek";"Gemeinden";"468,50";"390,05";"397,00";"362,77";"477,85";"516,19";"625,01";"674,58";"767,33"
"01062071";"Stapelfeld";"Gemeinden";"513,65";"534,96";"406,10";"387,69";"438,36";"528,17";"643,57";"629,63";"725,85"
"01062076";"Tangstedt";"Gemeinden";"473,95";"385,59";"376,04";"350,09";"449,51";"554,80";"667,82";"696,06";"782,91"
"01062078";"Todendorf";"Gemeinden";"369,61";"311,40";"330,43";"285,17";"350,75";"382,89";"520,67";"601,49";"696,08"
"01062081";"Tremsbüttel";"Gemeinden";"368,08";"310,79";"304,91";"273,02";"393,35";"466,67";"590,40";"693,35";"785,99"
"01062082";"Trittau";"Gemeinden";"347,69";"330,28";"298,86";"287,17";"377,00";"408,58";"505,19";"562,22";"619,71"
"01062083";"Westerau";"Gemeinden";"273,75";"255,29";"243,45";"244,77";"334,18";"430,28";"582,82";"616,40";"653,03"
"01062086";"Witzhave";"Gemeinden";"340,27";"355,12";"345,11";"319,83";"468,58";"531,86";"603,67";"708,47";"810,74"
"01062087";"Zarpen";"Gemeinden";"329,17";"313,82";"261,74";"231,89";"333,11";"407,33";"508,49";"526,12";"579,86"
"01062088";"Brunsbek";"Gemeinden";"445,00";"353,51";"338,25";"327,84";"442,81";"513,48";"668,87";"688,30";"737,60"
"01062089";"Lasbek";"Gemeinden";"347,21";"306,71";"282,46";"276,78";"386,29";"450,75";"568,49";"588,22";"674,18"
"01062090";"Ammersbek";"Gemeinden";"485,43";"424,80";"378,40";"351,50";"444,56";"514,63";"644,41";"648,63";"719,40"
"01062091";"Steinburg";"Gemeinden";"348,74";"319,72";"289,03";"252,97";"394,91";"470,20";"552,87";"617,06";"710,35"
"01062092";"Travenbrück";"Gemeinden";"279,17";"261,44";"263,57";"240,18";"363,01";"449,06";"539,97";"593,58";"644,30"
